Countries Code,Countries,Age (86 categories) Code,Age (86 categories),Ethnic group (6 categories) Code,Ethnic group (6 categories),Household size (7 categories) Code,Household size (7 categories),Observation
E92000001,England,75,Aged 75 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,1962
E92000001,England,75,Aged 75 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,1142
E92000001,England,75,Aged 75 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,1164
E92000001,England,75,Aged 75 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,2162
E92000001,England,75,Aged 75 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E92000001,England,75,Aged 75 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,1762
E92000001,England,75,Aged 75 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,1629
E92000001,England,75,Aged 75 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,625
E92000001,England,75,Aged 75 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,312
E92000001,England,75,Aged 75 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,201
E92000001,England,75,Aged 75 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,219
E92000001,England,75,Aged 75 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E92000001,England,75,Aged 75 years,3,Mixed or Multiple ethnic groups,1,1 person in household,667
E92000001,England,75,Aged 75 years,3,Mixed or Multiple ethnic groups,2,2 people in household,895
E92000001,England,75,Aged 75 years,3,Mixed or Multiple ethnic groups,3,3 people in household,199
E92000001,England,75,Aged 75 years,3,Mixed or Multiple ethnic groups,4,4 people in household,60
E92000001,England,75,Aged 75 years,3,Mixed or Multiple ethnic groups,5,5 people in household,36
E92000001,England,75,Aged 75 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,25
E92000001,England,75,Aged 75 years,4,White,0,0 people in household,0
E92000001,England,75,Aged 75 years,4,White,1,1 person in household,115635
E92000001,England,75,Aged 75 years,4,White,2,2 people in household,255660
E92000001,England,75,Aged 75 years,4,White,3,3 people in household,27790
E92000001,England,75,Aged 75 years,4,White,4,4 people in household,6793
E92000001,England,75,Aged 75 years,4,White,5,5 people in household,3075
E92000001,England,75,Aged 75 years,4,White,6,6 or more people in household,2342
E92000001,England,75,Aged 75 years,5,Other ethnic group,0,0 people in household,0
E92000001,England,75,Aged 75 years,5,Other ethnic group,1,1 person in household,742
E92000001,England,75,Aged 75 years,5,Other ethnic group,2,2 people in household,1454
E92000001,England,75,Aged 75 years,5,Other ethnic group,3,3 people in household,503
E92000001,England,75,Aged 75 years,5,Other ethnic group,4,4 people in household,238
E92000001,England,75,Aged 75 years,5,Other ethnic group,5,5 people in household,198
E92000001,England,75,Aged 75 years,5,Other ethnic group,6,6 or more people in household,311
E92000001,England,76,Aged 76 years,-8,Does not apply,0,0 people in household,0
E92000001,England,76,Aged 76 years,-8,Does not apply,1,1 person in household,0
E92000001,England,76,Aged 76 years,-8,Does not apply,2,2 people in household,0
E92000001,England,76,Aged 76 years,-8,Does not apply,3,3 people in household,0
E92000001,England,76,Aged 76 years,-8,Does not apply,4,4 people in household,0
E92000001,England,76,Aged 76 years,-8,Does not apply,5,5 people in household,0
E92000001,England,76,Aged 76 years,-8,Does not apply,6,6 or more people in household,0
E92000001,England,76,Aged 76 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E92000001,England,76,Aged 76 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,2318
E92000001,England,76,Aged 76 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,5178
E92000001,England,76,Aged 76 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,1753
E92000001,England,76,Aged 76 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,1057
E92000001,England,76,Aged 76 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,1069
E92000001,England,76,Aged 76 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,2012
E92000001,England,76,Aged 76 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E92000001,England,76,Aged 76 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,1822
E92000001,England,76,Aged 76 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,1637
E92000001,England,76,Aged 76 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,669
E92000001,England,76,Aged 76 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,281
E92000001,England,76,Aged 76 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,180
E92000001,England,76,Aged 76 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,224
E92000001,England,76,Aged 76 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E92000001,England,76,Aged 76 years,3,Mixed or Multiple ethnic groups,1,1 person in household,602
E92000001,England,76,Aged 76 years,3,Mixed or Multiple ethnic groups,2,2 people in household,795
E92000001,England,76,Aged 76 years,3,Mixed or Multiple ethnic groups,3,3 people in household,171
E92000001,England,76,Aged 76 years,3,Mixed or Multiple ethnic groups,4,4 people in household,81
E92000001,England,76,Aged 76 years,3,Mixed or Multiple ethnic groups,5,5 people in household,31
E92000001,England,76,Aged 76 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,26
E92000001,England,76,Aged 76 years,4,White,0,0 people in household,0
E92000001,England,76,Aged 76 years,4,White,1,1 person in household,126851
E92000001,England,76,Aged 76 years,4,White,2,2 people in household,265031
E92000001,England,76,Aged 76 years,4,White,3,3 people in household,27480
E92000001,England,76,Aged 76 years,4,White,4,4 people in household,6734
E92000001,England,76,Aged 76 years,4,White,5,5 people in household,2917
E92000001,England,76,Aged 76 years,4,White,6,6 or more people in household,2295
E92000001,England,76,Aged 76 years,5,Other ethnic group,0,0 people in household,0
E92000001,England,76,Aged 76 years,5,Other ethnic group,1,1 person in household,728
E92000001,England,76,Aged 76 years,5,Other ethnic group,2,2 people in household,1320
E92000001,England,76,Aged 76 years,5,Other ethnic group,3,3 people in household,447
E92000001,England,76,Aged 76 years,5,Other ethnic group,4,4 people in household,239
E92000001,England,76,Aged 76 years,5,Other ethnic group,5,5 people in household,172
E92000001,England,76,Aged 76 years,5,Other ethnic group,6,6 or more people in household,291
E92000001,England,77,Aged 77 years,-8,Does not apply,0,0 people in household,0
E92000001,England,77,Aged 77 years,-8,Does not apply,1,1 person in household,0
E92000001,England,77,Aged 77 years,-8,Does not apply,2,2 people in household,0
E92000001,England,77,Aged 77 years,-8,Does not apply,3,3 people in household,0
E92000001,England,77,Aged 77 years,-8,Does not apply,4,4 people in household,0
E92000001,England,77,Aged 77 years,-8,Does not apply,5,5 people in household,0
E92000001,England,77,Aged 77 years,-8,Does not apply,6,6 or more people in household,0
E92000001,England,77,Aged 77 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E92000001,England,77,Aged 77 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,2273
E92000001,England,77,Aged 77 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,4796
E92000001,England,77,Aged 77 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,1631
E92000001,England,77,Aged 77 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,994
E92000001,England,77,Aged 77 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,1145
E92000001,England,77,Aged 77 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,1953
E92000001,England,77,Aged 77 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E92000001,England,77,Aged 77 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,1938
E92000001,England,77,Aged 77 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,1803
E92000001,England,77,Aged 77 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,669
E92000001,England,77,Aged 77 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,328
E92000001,England,77,Aged 77 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,179
E92000001,England,77,Aged 77 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,166
E92000001,England,77,Aged 77 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E92000001,England,77,Aged 77 years,3,Mixed or Multiple ethnic groups,1,1 person in household,570
E92000001,England,77,Aged 77 years,3,Mixed or Multiple ethnic groups,2,2 people in household,673
E92000001,England,77,Aged 77 years,3,Mixed or Multiple ethnic groups,3,3 people in household,143
E92000001,England,77,Aged 77 years,3,Mixed or Multiple ethnic groups,4,4 people in household,42
E92000001,England,77,Aged 77 years,3,Mixed or Multiple ethnic groups,5,5 people in household,28
E92000001,England,77,Aged 77 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,25
E92000001,England,77,Aged 77 years,4,White,0,0 people in household,0
E92000001,England,77,Aged 77 years,4,White,1,1 person in household,119762
E92000001,England,77,Aged 77 years,4,White,2,2 people in household,236590
E92000001,England,77,Aged 77 years,4,White,3,3 people in household,23733
E92000001,England,77,Aged 77 years,4,White,4,4 people in household,5708
E92000001,England,77,Aged 77 years,4,White,5,5 people in household,2618
E92000001,England,77,Aged 77 years,4,White,6,6 or more people in household,2041
E92000001,England,77,Aged 77 years,5,Other ethnic group,0,0 people in household,0
E92000001,England,77,Aged 77 years,5,Other ethnic group,1,1 person in household,589
E92000001,England,77,Aged 77 years,5,Other ethnic group,2,2 people in household,1199
E92000001,England,77,Aged 77 years,5,Other ethnic group,3,3 people in household,375
E92000001,England,77,Aged 77 years,5,Other ethnic group,4,4 people in household,179
E92000001,England,77,Aged 77 years,5,Other ethnic group,5,5 people in household,179
E92000001,England,77,Aged 77 years,5,Other ethnic group,6,6 or more people in household,267
E92000001,England,78,Aged 78 years,-8,Does not apply,0,0 people in household,0
E92000001,England,78,Aged 78 years,-8,Does not apply,1,1 person in household,0
E92000001,England,78,Aged 78 years,-8,Does not apply,2,2 people in household,0
E92000001,England,78,Aged 78 years,-8,Does not apply,3,3 people in household,0
E92000001,England,78,Aged 78 years,-8,Does not apply,4,4 people in household,0
E92000001,England,78,Aged 78 years,-8,Does not apply,5,5 people in household,0
E92000001,England,78,Aged 78 years,-8,Does not apply,6,6 or more people in household,0
E92000001,England,78,Aged 78 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E92000001,England,78,Aged 78 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,2325
E92000001,England,78,Aged 78 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,4535
E92000001,England,78,Aged 78 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,1586
E92000001,England,78,Aged 78 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,1023
E92000001,England,78,Aged 78 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,1078
E92000001,England,78,Aged 78 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,1989
E92000001,England,78,Aged 78 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E92000001,England,78,Aged 78 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,2043
E92000001,England,78,Aged 78 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,1978
E92000001,England,78,Aged 78 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,771
E92000001,England,78,Aged 78 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,346
E92000001,England,78,Aged 78 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,213
E92000001,England,78,Aged 78 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,195
E92000001,England,78,Aged 78 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E92000001,England,78,Aged 78 years,3,Mixed or Multiple ethnic groups,1,1 person in household,471
E92000001,England,78,Aged 78 years,3,Mixed or Multiple ethnic groups,2,2 people in household,590
E92000001,England,78,Aged 78 years,3,Mixed or Multiple ethnic groups,3,3 people in household,105
E92000001,England,78,Aged 78 years,3,Mixed or Multiple ethnic groups,4,4 people in household,37
E92000001,England,78,Aged 78 years,3,Mixed or Multiple ethnic groups,5,5 people in household,25
E92000001,England,78,Aged 78 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,19
E92000001,England,78,Aged 78 years,4,White,0,0 people in household,0
