Countries Code,Countries,Age (17 categories) Code,Age (17 categories),Sex (2 categories) Code,Sex (2 categories),Ethnic group (6 categories) Code,Ethnic group (6 categories),Economic activity status (10 categories) Code,Economic activity status (10 categories),Observation
E92000001,England,4,Aged 20 to 24 years,1,Female,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,13259
E92000001,England,4,Aged 20 to 24 years,1,Female,5,Other ethnic group,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2659
E92000001,England,4,Aged 20 to 24 years,1,Female,5,Other ethnic group,3,Economically active and a full-time student: In employment,4129
E92000001,England,4,Aged 20 to 24 years,1,Female,5,Other ethnic group,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1595
E92000001,England,4,Aged 20 to 24 years,1,Female,5,Other ethnic group,5,Economically inactive: Retired,37
E92000001,England,4,Aged 20 to 24 years,1,Female,5,Other ethnic group,6,Economically inactive: Student,12108
E92000001,England,4,Aged 20 to 24 years,1,Female,5,Other ethnic group,7,Economically inactive: Looking after home or family,3461
E92000001,England,4,Aged 20 to 24 years,1,Female,5,Other ethnic group,8,Economically inactive: Long-term sick or disabled,348
E92000001,England,4,Aged 20 to 24 years,1,Female,5,Other ethnic group,9,Economically inactive: Other,2490
E92000001,England,4,Aged 20 to 24 years,2,Male,-8,Does not apply,-8,Does not apply,0
E92000001,England,4,Aged 20 to 24 years,2,Male,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E92000001,England,4,Aged 20 to 24 years,2,Male,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,4,Aged 20 to 24 years,2,Male,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E92000001,England,4,Aged 20 to 24 years,2,Male,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,4,Aged 20 to 24 years,2,Male,-8,Does not apply,5,Economically inactive: Retired,0
E92000001,England,4,Aged 20 to 24 years,2,Male,-8,Does not apply,6,Economically inactive: Student,0
E92000001,England,4,Aged 20 to 24 years,2,Male,-8,Does not apply,7,Economically inactive: Looking after home or family,0
E92000001,England,4,Aged 20 to 24 years,2,Male,-8,Does not apply,8,Economically inactive: Long-term sick or disabled,0
E92000001,England,4,Aged 20 to 24 years,2,Male,-8,Does not apply,9,Economically inactive: Other,0
E92000001,England,4,Aged 20 to 24 years,2,Male,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E92000001,England,4,Aged 20 to 24 years,2,Male,1,"Asian, Asian British or Asian Welsh",1,Economically active (excluding full-time students): In employment,70721
E92000001,England,4,Aged 20 to 24 years,2,Male,1,"Asian, Asian British or Asian Welsh",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,16112
E92000001,England,4,Aged 20 to 24 years,2,Male,1,"Asian, Asian British or Asian Welsh",3,Economically active and a full-time student: In employment,21463
E92000001,England,4,Aged 20 to 24 years,2,Male,1,"Asian, Asian British or Asian Welsh",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,7447
E92000001,England,4,Aged 20 to 24 years,2,Male,1,"Asian, Asian British or Asian Welsh",5,Economically inactive: Retired,56
E92000001,England,4,Aged 20 to 24 years,2,Male,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,55903
E92000001,England,4,Aged 20 to 24 years,2,Male,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,2687
E92000001,England,4,Aged 20 to 24 years,2,Male,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,2321
E92000001,England,4,Aged 20 to 24 years,2,Male,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,10345
E92000001,England,4,Aged 20 to 24 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E92000001,England,4,Aged 20 to 24 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,30312
E92000001,England,4,Aged 20 to 24 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,11346
E92000001,England,4,Aged 20 to 24 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,7856
E92000001,England,4,Aged 20 to 24 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,4034
E92000001,England,4,Aged 20 to 24 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,39
E92000001,England,4,Aged 20 to 24 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,19683
E92000001,England,4,Aged 20 to 24 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,1234
E92000001,England,4,Aged 20 to 24 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,1379
E92000001,England,4,Aged 20 to 24 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,6347
E92000001,England,4,Aged 20 to 24 years,2,Male,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E92000001,England,4,Aged 20 to 24 years,2,Male,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,32591
E92000001,England,4,Aged 20 to 24 years,2,Male,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,7736
E92000001,England,4,Aged 20 to 24 years,2,Male,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,4122
E92000001,England,4,Aged 20 to 24 years,2,Male,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1669
E92000001,England,4,Aged 20 to 24 years,2,Male,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,28
E92000001,England,4,Aged 20 to 24 years,2,Male,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,13272
E92000001,England,4,Aged 20 to 24 years,2,Male,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,961
E92000001,England,4,Aged 20 to 24 years,2,Male,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,1908
E92000001,England,4,Aged 20 to 24 years,2,Male,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,4184
E92000001,England,4,Aged 20 to 24 years,2,Male,4,White,-8,Does not apply,0
E92000001,England,4,Aged 20 to 24 years,2,Male,4,White,1,Economically active (excluding full-time students): In employment,782460
E92000001,England,4,Aged 20 to 24 years,2,Male,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,97824
E92000001,England,4,Aged 20 to 24 years,2,Male,4,White,3,Economically active and a full-time student: In employment,62530
E92000001,England,4,Aged 20 to 24 years,2,Male,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,16253
E92000001,England,4,Aged 20 to 24 years,2,Male,4,White,5,Economically inactive: Retired,428
E92000001,England,4,Aged 20 to 24 years,2,Male,4,White,6,Economically inactive: Student,167984
E92000001,England,4,Aged 20 to 24 years,2,Male,4,White,7,Economically inactive: Looking after home or family,12842
E92000001,England,4,Aged 20 to 24 years,2,Male,4,White,8,Economically inactive: Long-term sick or disabled,35108
E92000001,England,4,Aged 20 to 24 years,2,Male,4,White,9,Economically inactive: Other,56506
E92000001,England,4,Aged 20 to 24 years,2,Male,5,Other ethnic group,-8,Does not apply,0
E92000001,England,4,Aged 20 to 24 years,2,Male,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,14844
E92000001,England,4,Aged 20 to 24 years,2,Male,5,Other ethnic group,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,3825
E92000001,England,4,Aged 20 to 24 years,2,Male,5,Other ethnic group,3,Economically active and a full-time student: In employment,3315
E92000001,England,4,Aged 20 to 24 years,2,Male,5,Other ethnic group,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1409
E92000001,England,4,Aged 20 to 24 years,2,Male,5,Other ethnic group,5,Economically inactive: Retired,43
E92000001,England,4,Aged 20 to 24 years,2,Male,5,Other ethnic group,6,Economically inactive: Student,12788
E92000001,England,4,Aged 20 to 24 years,2,Male,5,Other ethnic group,7,Economically inactive: Looking after home or family,837
E92000001,England,4,Aged 20 to 24 years,2,Male,5,Other ethnic group,8,Economically inactive: Long-term sick or disabled,555
E92000001,England,4,Aged 20 to 24 years,2,Male,5,Other ethnic group,9,Economically inactive: Other,3939
E92000001,England,5,Aged 25 to 29 years,1,Female,-8,Does not apply,-8,Does not apply,0
E92000001,England,5,Aged 25 to 29 years,1,Female,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E92000001,England,5,Aged 25 to 29 years,1,Female,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,5,Aged 25 to 29 years,1,Female,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E92000001,England,5,Aged 25 to 29 years,1,Female,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,5,Aged 25 to 29 years,1,Female,-8,Does not apply,5,Economically inactive: Retired,0
E92000001,England,5,Aged 25 to 29 years,1,Female,-8,Does not apply,6,Economically inactive: Student,0
E92000001,England,5,Aged 25 to 29 years,1,Female,-8,Does not apply,7,Economically inactive: Looking after home or family,0
E92000001,England,5,Aged 25 to 29 years,1,Female,-8,Does not apply,8,Economically inactive: Long-term sick or disabled,0
E92000001,England,5,Aged 25 to 29 years,1,Female,-8,Does not apply,9,Economically inactive: Other,0
E92000001,England,5,Aged 25 to 29 years,1,Female,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E92000001,England,5,Aged 25 to 29 years,1,Female,1,"Asian, Asian British or Asian Welsh",1,Economically active (excluding full-time students): In employment,134186
E92000001,England,5,Aged 25 to 29 years,1,Female,1,"Asian, Asian British or Asian Welsh",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,9508
E92000001,England,5,Aged 25 to 29 years,1,Female,1,"Asian, Asian British or Asian Welsh",3,Economically active and a full-time student: In employment,5204
E92000001,England,5,Aged 25 to 29 years,1,Female,1,"Asian, Asian British or Asian Welsh",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1670
E92000001,England,5,Aged 25 to 29 years,1,Female,1,"Asian, Asian British or Asian Welsh",5,Economically inactive: Retired,61
E92000001,England,5,Aged 25 to 29 years,1,Female,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,12080
E92000001,England,5,Aged 25 to 29 years,1,Female,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,31873
E92000001,England,5,Aged 25 to 29 years,1,Female,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,2388
E92000001,England,5,Aged 25 to 29 years,1,Female,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,9996
E92000001,England,5,Aged 25 to 29 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E92000001,England,5,Aged 25 to 29 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,55679
E92000001,England,5,Aged 25 to 29 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,7004
E92000001,England,5,Aged 25 to 29 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,4299
E92000001,England,5,Aged 25 to 29 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1270
E92000001,England,5,Aged 25 to 29 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,69
E92000001,England,5,Aged 25 to 29 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,5904
E92000001,England,5,Aged 25 to 29 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,7592
E92000001,England,5,Aged 25 to 29 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,1282
E92000001,England,5,Aged 25 to 29 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,4623
E92000001,England,5,Aged 25 to 29 years,1,Female,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E92000001,England,5,Aged 25 to 29 years,1,Female,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,48549
E92000001,England,5,Aged 25 to 29 years,1,Female,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,3712
E92000001,England,5,Aged 25 to 29 years,1,Female,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,1818
E92000001,England,5,Aged 25 to 29 years,1,Female,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,373
E92000001,England,5,Aged 25 to 29 years,1,Female,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,26
E92000001,England,5,Aged 25 to 29 years,1,Female,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,3041
E92000001,England,5,Aged 25 to 29 years,1,Female,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,5644
E92000001,England,5,Aged 25 to 29 years,1,Female,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,1875
E92000001,England,5,Aged 25 to 29 years,1,Female,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,2680
E92000001,England,5,Aged 25 to 29 years,1,Female,4,White,-8,Does not apply,0
E92000001,England,5,Aged 25 to 29 years,1,Female,4,White,1,Economically active (excluding full-time students): In employment,1141507
E92000001,England,5,Aged 25 to 29 years,1,Female,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,47929
E92000001,England,5,Aged 25 to 29 years,1,Female,4,White,3,Economically active and a full-time student: In employment,30891
E92000001,England,5,Aged 25 to 29 years,1,Female,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,3495
E92000001,England,5,Aged 25 to 29 years,1,Female,4,White,5,Economically inactive: Retired,441
E92000001,England,5,Aged 25 to 29 years,1,Female,4,White,6,Economically inactive: Student,36954
E92000001,England,5,Aged 25 to 29 years,1,Female,4,White,7,Economically inactive: Looking after home or family,122662
E92000001,England,5,Aged 25 to 29 years,1,Female,4,White,8,Economically inactive: Long-term sick or disabled,38637
E92000001,England,5,Aged 25 to 29 years,1,Female,4,White,9,Economically inactive: Other,46103
E92000001,England,5,Aged 25 to 29 years,1,Female,5,Other ethnic group,-8,Does not apply,0
E92000001,England,5,Aged 25 to 29 years,1,Female,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,26798
E92000001,England,5,Aged 25 to 29 years,1,Female,5,Other ethnic group,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2860
E92000001,England,5,Aged 25 to 29 years,1,Female,5,Other ethnic group,3,Economically active and a full-time student: In employment,1482
E92000001,England,5,Aged 25 to 29 years,1,Female,5,Other ethnic group,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,448
E92000001,England,5,Aged 25 to 29 years,1,Female,5,Other ethnic group,5,Economically inactive: Retired,35
E92000001,England,5,Aged 25 to 29 years,1,Female,5,Other ethnic group,6,Economically inactive: Student,4397
E92000001,England,5,Aged 25 to 29 years,1,Female,5,Other ethnic group,7,Economically inactive: Looking after home or family,8327
E92000001,England,5,Aged 25 to 29 years,1,Female,5,Other ethnic group,8,Economically inactive: Long-term sick or disabled,611
E92000001,England,5,Aged 25 to 29 years,1,Female,5,Other ethnic group,9,Economically inactive: Other,3792
E92000001,England,5,Aged 25 to 29 years,2,Male,-8,Does not apply,-8,Does not apply,0
E92000001,England,5,Aged 25 to 29 years,2,Male,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E92000001,England,5,Aged 25 to 29 years,2,Male,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,5,Aged 25 to 29 years,2,Male,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E92000001,England,5,Aged 25 to 29 years,2,Male,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,5,Aged 25 to 29 years,2,Male,-8,Does not apply,5,Economically inactive: Retired,0
E92000001,England,5,Aged 25 to 29 years,2,Male,-8,Does not apply,6,Economically inactive: Student,0
E92000001,England,5,Aged 25 to 29 years,2,Male,-8,Does not apply,7,Economically inactive: Looking after home or family,0
E92000001,England,5,Aged 25 to 29 years,2,Male,-8,Does not apply,8,Economically inactive: Long-term sick or disabled,0
E92000001,England,5,Aged 25 to 29 years,2,Male,-8,Does not apply,9,Economically inactive: Other,0
E92000001,England,5,Aged 25 to 29 years,2,Male,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E92000001,England,5,Aged 25 to 29 years,2,Male,1,"Asian, Asian British or Asian Welsh",1,Economically active (excluding full-time students): In employment,136285
E92000001,England,5,Aged 25 to 29 years,2,Male,1,"Asian, Asian British or Asian Welsh",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,12392
E92000001,England,5,Aged 25 to 29 years,2,Male,1,"Asian, Asian British or Asian Welsh",3,Economically active and a full-time student: In employment,6757
E92000001,England,5,Aged 25 to 29 years,2,Male,1,"Asian, Asian British or Asian Welsh",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2708
E92000001,England,5,Aged 25 to 29 years,2,Male,1,"Asian, Asian British or Asian Welsh",5,Economically inactive: Retired,53
E92000001,England,5,Aged 25 to 29 years,2,Male,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,11848
E92000001,England,5,Aged 25 to 29 years,2,Male,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,3691
E92000001,England,5,Aged 25 to 29 years,2,Male,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,3126
E92000001,England,5,Aged 25 to 29 years,2,Male,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,11194
E92000001,England,5,Aged 25 to 29 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E92000001,England,5,Aged 25 to 29 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,49989
E92000001,England,5,Aged 25 to 29 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,8718
E92000001,England,5,Aged 25 to 29 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,2799
E92000001,England,5,Aged 25 to 29 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1125
E92000001,England,5,Aged 25 to 29 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,37
E92000001,England,5,Aged 25 to 29 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,3774
E92000001,England,5,Aged 25 to 29 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,1305
E92000001,England,5,Aged 25 to 29 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,1743
E92000001,England,5,Aged 25 to 29 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,5944
E92000001,England,5,Aged 25 to 29 years,2,Male,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E92000001,England,5,Aged 25 to 29 years,2,Male,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,44738
E92000001,England,5,Aged 25 to 29 years,2,Male,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,4867
E92000001,England,5,Aged 25 to 29 years,2,Male,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,1123
E92000001,England,5,Aged 25 to 29 years,2,Male,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,280
E92000001,England,5,Aged 25 to 29 years,2,Male,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,21
E92000001,England,5,Aged 25 to 29 years,2,Male,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,2063
E92000001,England,5,Aged 25 to 29 years,2,Male,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,1032
E92000001,England,5,Aged 25 to 29 years,2,Male,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,2109
E92000001,England,5,Aged 25 to 29 years,2,Male,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,3333
E92000001,England,5,Aged 25 to 29 years,2,Male,4,White,-8,Does not apply,0
E92000001,England,5,Aged 25 to 29 years,2,Male,4,White,1,Economically active (excluding full-time students): In employment,1177971
E92000001,England,5,Aged 25 to 29 years,2,Male,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,68290
E92000001,England,5,Aged 25 to 29 years,2,Male,4,White,3,Economically active and a full-time student: In employment,19149
E92000001,England,5,Aged 25 to 29 years,2,Male,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2703
E92000001,England,5,Aged 25 to 29 years,2,Male,4,White,5,Economically inactive: Retired,560
E92000001,England,5,Aged 25 to 29 years,2,Male,4,White,6,Economically inactive: Student,26585
E92000001,England,5,Aged 25 to 29 years,2,Male,4,White,7,Economically inactive: Looking after home or family,17898
E92000001,England,5,Aged 25 to 29 years,2,Male,4,White,8,Economically inactive: Long-term sick or disabled,44856
E92000001,England,5,Aged 25 to 29 years,2,Male,4,White,9,Economically inactive: Other,50896
E92000001,England,5,Aged 25 to 29 years,2,Male,5,Other ethnic group,-8,Does not apply,0
E92000001,England,5,Aged 25 to 29 years,2,Male,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,30464
E92000001,England,5,Aged 25 to 29 years,2,Male,5,Other ethnic group,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,3897
E92000001,England,5,Aged 25 to 29 years,2,Male,5,Other ethnic group,3,Economically active and a full-time student: In employment,1297
E92000001,England,5,Aged 25 to 29 years,2,Male,5,Other ethnic group,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,427
E92000001,England,5,Aged 25 to 29 years,2,Male,5,Other ethnic group,5,Economically inactive: Retired,41
E92000001,England,5,Aged 25 to 29 years,2,Male,5,Other ethnic group,6,Economically inactive: Student,3346
E92000001,England,5,Aged 25 to 29 years,2,Male,5,Other ethnic group,7,Economically inactive: Looking after home or family,1191
E92000001,England,5,Aged 25 to 29 years,2,Male,5,Other ethnic group,8,Economically inactive: Long-term sick or disabled,838
E92000001,England,5,Aged 25 to 29 years,2,Male,5,Other ethnic group,9,Economically inactive: Other,4897
E92000001,England,6,Aged 30 to 34 years,1,Female,-8,Does not apply,-8,Does not apply,0
E92000001,England,6,Aged 30 to 34 years,1,Female,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E92000001,England,6,Aged 30 to 34 years,1,Female,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,6,Aged 30 to 34 years,1,Female,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E92000001,England,6,Aged 30 to 34 years,1,Female,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,6,Aged 30 to 34 years,1,Female,-8,Does not apply,5,Economically inactive: Retired,0
E92000001,England,6,Aged 30 to 34 years,1,Female,-8,Does not apply,6,Economically inactive: Student,0
E92000001,England,6,Aged 30 to 34 years,1,Female,-8,Does not apply,7,Economically inactive: Looking after home or family,0
E92000001,England,6,Aged 30 to 34 years,1,Female,-8,Does not apply,8,Economically inactive: Long-term sick or disabled,0
E92000001,England,6,Aged 30 to 34 years,1,Female,-8,Does not apply,9,Economically inactive: Other,0
E92000001,England,6,Aged 30 to 34 years,1,Female,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E92000001,England,6,Aged 30 to 34 years,1,Female,1,"Asian, Asian British or Asian Welsh",1,Economically active (excluding full-time students): In employment,156279
E92000001,England,6,Aged 30 to 34 years,1,Female,1,"Asian, Asian British or Asian Welsh",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,9847
E92000001,England,6,Aged 30 to 34 years,1,Female,1,"Asian, Asian British or Asian Welsh",3,Economically active and a full-time student: In employment,2342
E92000001,England,6,Aged 30 to 34 years,1,Female,1,"Asian, Asian British or Asian Welsh",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,732
E92000001,England,6,Aged 30 to 34 years,1,Female,1,"Asian, Asian British or Asian Welsh",5,Economically inactive: Retired,108
E92000001,England,6,Aged 30 to 34 years,1,Female,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,6340
E92000001,England,6,Aged 30 to 34 years,1,Female,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,64095
E92000001,England,6,Aged 30 to 34 years,1,Female,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,3325
E92000001,England,6,Aged 30 to 34 years,1,Female,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,12383
E92000001,England,6,Aged 30 to 34 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E92000001,England,6,Aged 30 to 34 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,58035
E92000001,England,6,Aged 30 to 34 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,6166
E92000001,England,6,Aged 30 to 34 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,3134
