Countries Code,Countries,Age (17 categories) Code,Age (17 categories),Sex (2 categories) Code,Sex (2 categories),Ethnic group (6 categories) Code,Ethnic group (6 categories),Economic activity status (10 categories) Code,Economic activity status (10 categories),Observation
E92000001,England,8,Aged 40 to 44 years,2,Male,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,1411
E92000001,England,8,Aged 40 to 44 years,2,Male,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,8542
E92000001,England,8,Aged 40 to 44 years,2,Male,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,5620
E92000001,England,8,Aged 40 to 44 years,2,Male,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,11440
E92000001,England,8,Aged 40 to 44 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E92000001,England,8,Aged 40 to 44 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,58566
E92000001,England,8,Aged 40 to 44 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,4982
E92000001,England,8,Aged 40 to 44 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,1945
E92000001,England,8,Aged 40 to 44 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,361
E92000001,England,8,Aged 40 to 44 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,71
E92000001,England,8,Aged 40 to 44 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,1445
E92000001,England,8,Aged 40 to 44 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,2245
E92000001,England,8,Aged 40 to 44 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,2406
E92000001,England,8,Aged 40 to 44 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,5035
E92000001,England,8,Aged 40 to 44 years,2,Male,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E92000001,England,8,Aged 40 to 44 years,2,Male,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,27534
E92000001,England,8,Aged 40 to 44 years,2,Male,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1825
E92000001,England,8,Aged 40 to 44 years,2,Male,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,214
E92000001,England,8,Aged 40 to 44 years,2,Male,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,32
E92000001,England,8,Aged 40 to 44 years,2,Male,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,60
E92000001,England,8,Aged 40 to 44 years,2,Male,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,292
E92000001,England,8,Aged 40 to 44 years,2,Male,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,914
E92000001,England,8,Aged 40 to 44 years,2,Male,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,1821
E92000001,England,8,Aged 40 to 44 years,2,Male,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,1699
E92000001,England,8,Aged 40 to 44 years,2,Male,4,White,-8,Does not apply,0
E92000001,England,8,Aged 40 to 44 years,2,Male,4,White,1,Economically active (excluding full-time students): In employment,1170379
E92000001,England,8,Aged 40 to 44 years,2,Male,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,38065
E92000001,England,8,Aged 40 to 44 years,2,Male,4,White,3,Economically active and a full-time student: In employment,4637
E92000001,England,8,Aged 40 to 44 years,2,Male,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,367
E92000001,England,8,Aged 40 to 44 years,2,Male,4,White,5,Economically inactive: Retired,1812
E92000001,England,8,Aged 40 to 44 years,2,Male,4,White,6,Economically inactive: Student,4050
E92000001,England,8,Aged 40 to 44 years,2,Male,4,White,7,Economically inactive: Looking after home or family,25222
E92000001,England,8,Aged 40 to 44 years,2,Male,4,White,8,Economically inactive: Long-term sick or disabled,55820
E92000001,England,8,Aged 40 to 44 years,2,Male,4,White,9,Economically inactive: Other,38419
E92000001,England,8,Aged 40 to 44 years,2,Male,5,Other ethnic group,-8,Does not apply,0
E92000001,England,8,Aged 40 to 44 years,2,Male,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,41267
E92000001,England,8,Aged 40 to 44 years,2,Male,5,Other ethnic group,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,3126
E92000001,England,8,Aged 40 to 44 years,2,Male,5,Other ethnic group,3,Economically active and a full-time student: In employment,476
E92000001,England,8,Aged 40 to 44 years,2,Male,5,Other ethnic group,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,102
E92000001,England,8,Aged 40 to 44 years,2,Male,5,Other ethnic group,5,Economically inactive: Retired,85
E92000001,England,8,Aged 40 to 44 years,2,Male,5,Other ethnic group,6,Economically inactive: Student,907
E92000001,England,8,Aged 40 to 44 years,2,Male,5,Other ethnic group,7,Economically inactive: Looking after home or family,2590
E92000001,England,8,Aged 40 to 44 years,2,Male,5,Other ethnic group,8,Economically inactive: Long-term sick or disabled,1928
E92000001,England,8,Aged 40 to 44 years,2,Male,5,Other ethnic group,9,Economically inactive: Other,4356
E92000001,England,9,Aged 45 to 49 years,1,Female,-8,Does not apply,-8,Does not apply,0
E92000001,England,9,Aged 45 to 49 years,1,Female,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E92000001,England,9,Aged 45 to 49 years,1,Female,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,9,Aged 45 to 49 years,1,Female,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E92000001,England,9,Aged 45 to 49 years,1,Female,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,9,Aged 45 to 49 years,1,Female,-8,Does not apply,5,Economically inactive: Retired,0
E92000001,England,9,Aged 45 to 49 years,1,Female,-8,Does not apply,6,Economically inactive: Student,0
E92000001,England,9,Aged 45 to 49 years,1,Female,-8,Does not apply,7,Economically inactive: Looking after home or family,0
E92000001,England,9,Aged 45 to 49 years,1,Female,-8,Does not apply,8,Economically inactive: Long-term sick or disabled,0
E92000001,England,9,Aged 45 to 49 years,1,Female,-8,Does not apply,9,Economically inactive: Other,0
E92000001,England,9,Aged 45 to 49 years,1,Female,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E92000001,England,9,Aged 45 to 49 years,1,Female,1,"Asian, Asian British or Asian Welsh",1,Economically active (excluding full-time students): In employment,119542
E92000001,England,9,Aged 45 to 49 years,1,Female,1,"Asian, Asian British or Asian Welsh",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,6841
E92000001,England,9,Aged 45 to 49 years,1,Female,1,"Asian, Asian British or Asian Welsh",3,Economically active and a full-time student: In employment,808
E92000001,England,9,Aged 45 to 49 years,1,Female,1,"Asian, Asian British or Asian Welsh",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,118
E92000001,England,9,Aged 45 to 49 years,1,Female,1,"Asian, Asian British or Asian Welsh",5,Economically inactive: Retired,689
E92000001,England,9,Aged 45 to 49 years,1,Female,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,1853
E92000001,England,9,Aged 45 to 49 years,1,Female,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,49492
E92000001,England,9,Aged 45 to 49 years,1,Female,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,7150
E92000001,England,9,Aged 45 to 49 years,1,Female,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,9591
E92000001,England,9,Aged 45 to 49 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E92000001,England,9,Aged 45 to 49 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,63082
E92000001,England,9,Aged 45 to 49 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,4799
E92000001,England,9,Aged 45 to 49 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,2750
E92000001,England,9,Aged 45 to 49 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,335
E92000001,England,9,Aged 45 to 49 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,144
E92000001,England,9,Aged 45 to 49 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,2788
E92000001,England,9,Aged 45 to 49 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,8624
E92000001,England,9,Aged 45 to 49 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,3756
E92000001,England,9,Aged 45 to 49 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,4527
E92000001,England,9,Aged 45 to 49 years,1,Female,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E92000001,England,9,Aged 45 to 49 years,1,Female,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,22869
E92000001,England,9,Aged 45 to 49 years,1,Female,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1416
E92000001,England,9,Aged 45 to 49 years,1,Female,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,250
E92000001,England,9,Aged 45 to 49 years,1,Female,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,36
E92000001,England,9,Aged 45 to 49 years,1,Female,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,82
E92000001,England,9,Aged 45 to 49 years,1,Female,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,510
E92000001,England,9,Aged 45 to 49 years,1,Female,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,3262
E92000001,England,9,Aged 45 to 49 years,1,Female,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,2194
E92000001,England,9,Aged 45 to 49 years,1,Female,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,1213
E92000001,England,9,Aged 45 to 49 years,1,Female,4,White,-8,Does not apply,0
E92000001,England,9,Aged 45 to 49 years,1,Female,4,White,1,Economically active (excluding full-time students): In employment,1157222
E92000001,England,9,Aged 45 to 49 years,1,Female,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,35078
E92000001,England,9,Aged 45 to 49 years,1,Female,4,White,3,Economically active and a full-time student: In employment,5728
E92000001,England,9,Aged 45 to 49 years,1,Female,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,507
E92000001,England,9,Aged 45 to 49 years,1,Female,4,White,5,Economically inactive: Retired,4779
E92000001,England,9,Aged 45 to 49 years,1,Female,4,White,6,Economically inactive: Student,8436
E92000001,England,9,Aged 45 to 49 years,1,Female,4,White,7,Economically inactive: Looking after home or family,123061
E92000001,England,9,Aged 45 to 49 years,1,Female,4,White,8,Economically inactive: Long-term sick or disabled,85696
E92000001,England,9,Aged 45 to 49 years,1,Female,4,White,9,Economically inactive: Other,37483
E92000001,England,9,Aged 45 to 49 years,1,Female,5,Other ethnic group,-8,Does not apply,0
E92000001,England,9,Aged 45 to 49 years,1,Female,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,24732
E92000001,England,9,Aged 45 to 49 years,1,Female,5,Other ethnic group,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2007
E92000001,England,9,Aged 45 to 49 years,1,Female,5,Other ethnic group,3,Economically active and a full-time student: In employment,332
E92000001,England,9,Aged 45 to 49 years,1,Female,5,Other ethnic group,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,65
E92000001,England,9,Aged 45 to 49 years,1,Female,5,Other ethnic group,5,Economically inactive: Retired,177
E92000001,England,9,Aged 45 to 49 years,1,Female,5,Other ethnic group,6,Economically inactive: Student,1132
E92000001,England,9,Aged 45 to 49 years,1,Female,5,Other ethnic group,7,Economically inactive: Looking after home or family,9458
E92000001,England,9,Aged 45 to 49 years,1,Female,5,Other ethnic group,8,Economically inactive: Long-term sick or disabled,2578
E92000001,England,9,Aged 45 to 49 years,1,Female,5,Other ethnic group,9,Economically inactive: Other,2867
E92000001,England,9,Aged 45 to 49 years,2,Male,-8,Does not apply,-8,Does not apply,0
E92000001,England,9,Aged 45 to 49 years,2,Male,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E92000001,England,9,Aged 45 to 49 years,2,Male,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,9,Aged 45 to 49 years,2,Male,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E92000001,England,9,Aged 45 to 49 years,2,Male,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,9,Aged 45 to 49 years,2,Male,-8,Does not apply,5,Economically inactive: Retired,0
E92000001,England,9,Aged 45 to 49 years,2,Male,-8,Does not apply,6,Economically inactive: Student,0
E92000001,England,9,Aged 45 to 49 years,2,Male,-8,Does not apply,7,Economically inactive: Looking after home or family,0
E92000001,England,9,Aged 45 to 49 years,2,Male,-8,Does not apply,8,Economically inactive: Long-term sick or disabled,0
E92000001,England,9,Aged 45 to 49 years,2,Male,-8,Does not apply,9,Economically inactive: Other,0
E92000001,England,9,Aged 45 to 49 years,2,Male,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E92000001,England,9,Aged 45 to 49 years,2,Male,1,"Asian, Asian British or Asian Welsh",1,Economically active (excluding full-time students): In employment,163020
E92000001,England,9,Aged 45 to 49 years,2,Male,1,"Asian, Asian British or Asian Welsh",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,7181
E92000001,England,9,Aged 45 to 49 years,2,Male,1,"Asian, Asian British or Asian Welsh",3,Economically active and a full-time student: In employment,939
E92000001,England,9,Aged 45 to 49 years,2,Male,1,"Asian, Asian British or Asian Welsh",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,86
E92000001,England,9,Aged 45 to 49 years,2,Male,1,"Asian, Asian British or Asian Welsh",5,Economically inactive: Retired,511
E92000001,England,9,Aged 45 to 49 years,2,Male,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,941
E92000001,England,9,Aged 45 to 49 years,2,Male,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,7829
E92000001,England,9,Aged 45 to 49 years,2,Male,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,6225
E92000001,England,9,Aged 45 to 49 years,2,Male,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,9858
E92000001,England,9,Aged 45 to 49 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E92000001,England,9,Aged 45 to 49 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,58053
E92000001,England,9,Aged 45 to 49 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,5000
E92000001,England,9,Aged 45 to 49 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,1662
E92000001,England,9,Aged 45 to 49 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,245
E92000001,England,9,Aged 45 to 49 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,81
E92000001,England,9,Aged 45 to 49 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,1148
E92000001,England,9,Aged 45 to 49 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,2256
E92000001,England,9,Aged 45 to 49 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,2803
E92000001,England,9,Aged 45 to 49 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,4925
E92000001,England,9,Aged 45 to 49 years,2,Male,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E92000001,England,9,Aged 45 to 49 years,2,Male,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,21816
E92000001,England,9,Aged 45 to 49 years,2,Male,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1503
E92000001,England,9,Aged 45 to 49 years,2,Male,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,150
E92000001,England,9,Aged 45 to 49 years,2,Male,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,24
E92000001,England,9,Aged 45 to 49 years,2,Male,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,79
E92000001,England,9,Aged 45 to 49 years,2,Male,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,227
E92000001,England,9,Aged 45 to 49 years,2,Male,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,797
E92000001,England,9,Aged 45 to 49 years,2,Male,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,1845
E92000001,England,9,Aged 45 to 49 years,2,Male,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,1221
E92000001,England,9,Aged 45 to 49 years,2,Male,4,White,-8,Does not apply,0
E92000001,England,9,Aged 45 to 49 years,2,Male,4,White,1,Economically active (excluding full-time students): In employment,1220571
E92000001,England,9,Aged 45 to 49 years,2,Male,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,40758
E92000001,England,9,Aged 45 to 49 years,2,Male,4,White,3,Economically active and a full-time student: In employment,3100
E92000001,England,9,Aged 45 to 49 years,2,Male,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,242
E92000001,England,9,Aged 45 to 49 years,2,Male,4,White,5,Economically inactive: Retired,4759
E92000001,England,9,Aged 45 to 49 years,2,Male,4,White,6,Economically inactive: Student,3317
E92000001,England,9,Aged 45 to 49 years,2,Male,4,White,7,Economically inactive: Looking after home or family,28101
E92000001,England,9,Aged 45 to 49 years,2,Male,4,White,8,Economically inactive: Long-term sick or disabled,73081
E92000001,England,9,Aged 45 to 49 years,2,Male,4,White,9,Economically inactive: Other,42657
E92000001,England,9,Aged 45 to 49 years,2,Male,5,Other ethnic group,-8,Does not apply,0
E92000001,England,9,Aged 45 to 49 years,2,Male,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,35154
E92000001,England,9,Aged 45 to 49 years,2,Male,5,Other ethnic group,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2238
E92000001,England,9,Aged 45 to 49 years,2,Male,5,Other ethnic group,3,Economically active and a full-time student: In employment,263
E92000001,England,9,Aged 45 to 49 years,2,Male,5,Other ethnic group,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,60
E92000001,England,9,Aged 45 to 49 years,2,Male,5,Other ethnic group,5,Economically inactive: Retired,148
E92000001,England,9,Aged 45 to 49 years,2,Male,5,Other ethnic group,6,Economically inactive: Student,533
E92000001,England,9,Aged 45 to 49 years,2,Male,5,Other ethnic group,7,Economically inactive: Looking after home or family,2054
E92000001,England,9,Aged 45 to 49 years,2,Male,5,Other ethnic group,8,Economically inactive: Long-term sick or disabled,2442
E92000001,England,9,Aged 45 to 49 years,2,Male,5,Other ethnic group,9,Economically inactive: Other,3515
E92000001,England,10,Aged 50 to 54 years,1,Female,-8,Does not apply,-8,Does not apply,0
E92000001,England,10,Aged 50 to 54 years,1,Female,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E92000001,England,10,Aged 50 to 54 years,1,Female,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,10,Aged 50 to 54 years,1,Female,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E92000001,England,10,Aged 50 to 54 years,1,Female,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,10,Aged 50 to 54 years,1,Female,-8,Does not apply,5,Economically inactive: Retired,0
E92000001,England,10,Aged 50 to 54 years,1,Female,-8,Does not apply,6,Economically inactive: Student,0
E92000001,England,10,Aged 50 to 54 years,1,Female,-8,Does not apply,7,Economically inactive: Looking after home or family,0
E92000001,England,10,Aged 50 to 54 years,1,Female,-8,Does not apply,8,Economically inactive: Long-term sick or disabled,0
E92000001,England,10,Aged 50 to 54 years,1,Female,-8,Does not apply,9,Economically inactive: Other,0
E92000001,England,10,Aged 50 to 54 years,1,Female,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E92000001,England,10,Aged 50 to 54 years,1,Female,1,"Asian, Asian British or Asian Welsh",1,Economically active (excluding full-time students): In employment,90329
E92000001,England,10,Aged 50 to 54 years,1,Female,1,"Asian, Asian British or Asian Welsh",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,5184
E92000001,England,10,Aged 50 to 54 years,1,Female,1,"Asian, Asian British or Asian Welsh",3,Economically active and a full-time student: In employment,357
E92000001,England,10,Aged 50 to 54 years,1,Female,1,"Asian, Asian British or Asian Welsh",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,50
E92000001,England,10,Aged 50 to 54 years,1,Female,1,"Asian, Asian British or Asian Welsh",5,Economically inactive: Retired,2180
E92000001,England,10,Aged 50 to 54 years,1,Female,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,990
E92000001,England,10,Aged 50 to 54 years,1,Female,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,36771
E92000001,England,10,Aged 50 to 54 years,1,Female,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,8478
E92000001,England,10,Aged 50 to 54 years,1,Female,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,9150
E92000001,England,10,Aged 50 to 54 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E92000001,England,10,Aged 50 to 54 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,66831
E92000001,England,10,Aged 50 to 54 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,4553
E92000001,England,10,Aged 50 to 54 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,1781
E92000001,England,10,Aged 50 to 54 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,179
E92000001,England,10,Aged 50 to 54 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,534
E92000001,England,10,Aged 50 to 54 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,1758
E92000001,England,10,Aged 50 to 54 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,7278
E92000001,England,10,Aged 50 to 54 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,6323
E92000001,England,10,Aged 50 to 54 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,5371
E92000001,England,10,Aged 50 to 54 years,1,Female,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E92000001,England,10,Aged 50 to 54 years,1,Female,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,21210
E92000001,England,10,Aged 50 to 54 years,1,Female,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1292
E92000001,England,10,Aged 50 to 54 years,1,Female,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,156
E92000001,England,10,Aged 50 to 54 years,1,Female,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,23
E92000001,England,10,Aged 50 to 54 years,1,Female,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,344
E92000001,England,10,Aged 50 to 54 years,1,Female,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,293
E92000001,England,10,Aged 50 to 54 years,1,Female,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,2651
E92000001,England,10,Aged 50 to 54 years,1,Female,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,2902
E92000001,England,10,Aged 50 to 54 years,1,Female,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,1347
E92000001,England,10,Aged 50 to 54 years,1,Female,4,White,-8,Does not apply,0
E92000001,England,10,Aged 50 to 54 years,1,Female,4,White,1,Economically active (excluding full-time students): In employment,1281484
E92000001,England,10,Aged 50 to 54 years,1,Female,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,38525
E92000001,England,10,Aged 50 to 54 years,1,Female,4,White,3,Economically active and a full-time student: In employment,4123
E92000001,England,10,Aged 50 to 54 years,1,Female,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,300
E92000001,England,10,Aged 50 to 54 years,1,Female,4,White,5,Economically inactive: Retired,24213
E92000001,England,10,Aged 50 to 54 years,1,Female,4,White,6,Economically inactive: Student,6499
E92000001,England,10,Aged 50 to 54 years,1,Female,4,White,7,Economically inactive: Looking after home or family,138263
