Regions Code,Regions,Age (17 categories) Code,Age (17 categories),Ethnic group (6 categories) Code,Ethnic group (6 categories),Highest level of qualification (7 categories) Code,Highest level of qualification (7 categories),Sex (2 categories) Code,Sex (2 categories),Observation
E12000007,London,5,Aged 25 to 29 years,1,"Asian, Asian British or Asian Welsh",4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",1,Female,53133
E12000007,London,5,Aged 25 to 29 years,1,"Asian, Asian British or Asian Welsh",4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",2,Male,43492
E12000007,London,5,Aged 25 to 29 years,1,"Asian, Asian British or Asian Welsh",5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",1,Female,2864
E12000007,London,5,Aged 25 to 29 years,1,"Asian, Asian British or Asian Welsh",5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",2,Male,2698
E12000007,London,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,1,Female,0
E12000007,London,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,2,Male,0
E12000007,London,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,No qualifications,1,Female,1995
E12000007,London,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,No qualifications,2,Male,2181
E12000007,London,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",1,Female,1636
E12000007,London,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",2,Male,2188
E12000007,London,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,"Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",1,Female,2862
E12000007,London,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,"Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",2,Male,3892
E12000007,London,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,"Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",1,Female,7361
E12000007,London,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,"Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",2,Male,7929
E12000007,London,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",1,Female,32031
E12000007,London,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",2,Male,22053
E12000007,London,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",1,Female,1308
E12000007,London,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",2,Male,1809
E12000007,London,5,Aged 25 to 29 years,3,Mixed or Multiple ethnic groups,-8,Does not apply,1,Female,0
E12000007,London,5,Aged 25 to 29 years,3,Mixed or Multiple ethnic groups,-8,Does not apply,2,Male,0
E12000007,London,5,Aged 25 to 29 years,3,Mixed or Multiple ethnic groups,0,No qualifications,1,Female,1137
E12000007,London,5,Aged 25 to 29 years,3,Mixed or Multiple ethnic groups,0,No qualifications,2,Male,1334
E12000007,London,5,Aged 25 to 29 years,3,Mixed or Multiple ethnic groups,1,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",1,Female,896
E12000007,London,5,Aged 25 to 29 years,3,Mixed or Multiple ethnic groups,1,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",2,Male,1161
E12000007,London,5,Aged 25 to 29 years,3,Mixed or Multiple ethnic groups,2,"Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",1,Female,1777
E12000007,London,5,Aged 25 to 29 years,3,Mixed or Multiple ethnic groups,2,"Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",2,Male,1865
E12000007,London,5,Aged 25 to 29 years,3,Mixed or Multiple ethnic groups,3,"Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",1,Female,3748
E12000007,London,5,Aged 25 to 29 years,3,Mixed or Multiple ethnic groups,3,"Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",2,Male,3536
E12000007,London,5,Aged 25 to 29 years,3,Mixed or Multiple ethnic groups,4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",1,Female,16885
E12000007,London,5,Aged 25 to 29 years,3,Mixed or Multiple ethnic groups,4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",2,Male,12178
E12000007,London,5,Aged 25 to 29 years,3,Mixed or Multiple ethnic groups,5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",1,Female,964
E12000007,London,5,Aged 25 to 29 years,3,Mixed or Multiple ethnic groups,5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",2,Male,1124
E12000007,London,5,Aged 25 to 29 years,4,White,-8,Does not apply,1,Female,0
E12000007,London,5,Aged 25 to 29 years,4,White,-8,Does not apply,2,Male,0
E12000007,London,5,Aged 25 to 29 years,4,White,0,No qualifications,1,Female,15613
E12000007,London,5,Aged 25 to 29 years,4,White,0,No qualifications,2,Male,16537
E12000007,London,5,Aged 25 to 29 years,4,White,1,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",1,Female,8013
E12000007,London,5,Aged 25 to 29 years,4,White,1,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",2,Male,10083
E12000007,London,5,Aged 25 to 29 years,4,White,2,"Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",1,Female,12625
E12000007,London,5,Aged 25 to 29 years,4,White,2,"Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",2,Male,14767
E12000007,London,5,Aged 25 to 29 years,4,White,3,"Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",1,Female,27468
E12000007,London,5,Aged 25 to 29 years,4,White,3,"Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",2,Male,28895
E12000007,London,5,Aged 25 to 29 years,4,White,4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",1,Female,165346
E12000007,London,5,Aged 25 to 29 years,4,White,4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",2,Male,139042
E12000007,London,5,Aged 25 to 29 years,4,White,5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",1,Female,9779
E12000007,London,5,Aged 25 to 29 years,4,White,5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",2,Male,11661
E12000007,London,5,Aged 25 to 29 years,5,Other ethnic group,-8,Does not apply,1,Female,0
E12000007,London,5,Aged 25 to 29 years,5,Other ethnic group,-8,Does not apply,2,Male,0
E12000007,London,5,Aged 25 to 29 years,5,Other ethnic group,0,No qualifications,1,Female,2894
E12000007,London,5,Aged 25 to 29 years,5,Other ethnic group,0,No qualifications,2,Male,2966
E12000007,London,5,Aged 25 to 29 years,5,Other ethnic group,1,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",1,Female,1216
E12000007,London,5,Aged 25 to 29 years,5,Other ethnic group,1,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",2,Male,1337
E12000007,London,5,Aged 25 to 29 years,5,Other ethnic group,2,"Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",1,Female,1186
E12000007,London,5,Aged 25 to 29 years,5,Other ethnic group,2,"Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",2,Male,1418
E12000007,London,5,Aged 25 to 29 years,5,Other ethnic group,3,"Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",1,Female,2427
E12000007,London,5,Aged 25 to 29 years,5,Other ethnic group,3,"Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",2,Male,2648
E12000007,London,5,Aged 25 to 29 years,5,Other ethnic group,4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",1,Female,14360
E12000007,London,5,Aged 25 to 29 years,5,Other ethnic group,4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",2,Male,11455
E12000007,London,5,Aged 25 to 29 years,5,Other ethnic group,5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",1,Female,1349
E12000007,London,5,Aged 25 to 29 years,5,Other ethnic group,5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",2,Male,1397
E12000007,London,6,Aged 30 to 34 years,-8,Does not apply,-8,Does not apply,1,Female,0
E12000007,London,6,Aged 30 to 34 years,-8,Does not apply,-8,Does not apply,2,Male,0
E12000007,London,6,Aged 30 to 34 years,-8,Does not apply,0,No qualifications,1,Female,0
E12000007,London,6,Aged 30 to 34 years,-8,Does not apply,0,No qualifications,2,Male,0
E12000007,London,6,Aged 30 to 34 years,-8,Does not apply,1,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",1,Female,0
E12000007,London,6,Aged 30 to 34 years,-8,Does not apply,1,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",2,Male,0
E12000007,London,6,Aged 30 to 34 years,-8,Does not apply,2,"Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",1,Female,0
E12000007,London,6,Aged 30 to 34 years,-8,Does not apply,2,"Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",2,Male,0
E12000007,London,6,Aged 30 to 34 years,-8,Does not apply,3,"Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",1,Female,0
E12000007,London,6,Aged 30 to 34 years,-8,Does not apply,3,"Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",2,Male,0
E12000007,London,6,Aged 30 to 34 years,-8,Does not apply,4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",1,Female,0
E12000007,London,6,Aged 30 to 34 years,-8,Does not apply,4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",2,Male,0
E12000007,London,6,Aged 30 to 34 years,-8,Does not apply,5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",1,Female,0
E12000007,London,6,Aged 30 to 34 years,-8,Does not apply,5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",2,Male,0
E12000007,London,6,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,1,Female,0
E12000007,London,6,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,2,Male,0
E12000007,London,6,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",0,No qualifications,1,Female,8219
E12000007,London,6,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",0,No qualifications,2,Male,6461
E12000007,London,6,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",1,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",1,Female,5305
E12000007,London,6,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",1,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",2,Male,4715
E12000007,London,6,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",2,"Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",1,Female,4750
E12000007,London,6,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",2,"Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",2,Male,5190
E12000007,London,6,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",3,"Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",1,Female,7411
E12000007,London,6,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",3,"Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",2,Male,7306
E12000007,London,6,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",1,Female,60337
E12000007,London,6,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",2,Male,49609
E12000007,London,6,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",1,Female,4024
E12000007,London,6,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",2,Male,3850
E12000007,London,6,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,1,Female,0
E12000007,London,6,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,2,Male,0
E12000007,London,6,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,No qualifications,1,Female,3505
E12000007,London,6,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,No qualifications,2,Male,2939
E12000007,London,6,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",1,Female,2816
E12000007,London,6,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",2,Male,2458
E12000007,London,6,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,"Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",1,Female,3432
E12000007,London,6,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,"Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",2,Male,3288
E12000007,London,6,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,"Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",1,Female,6375
E12000007,London,6,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,"Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma",2,Male,5668
E12000007,London,6,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",1,Female,28750
E12000007,London,6,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,"Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy)",2,Male,18653
E12000007,London,6,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",1,Female,1670
E12000007,London,6,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,"Other: apprenticeships, vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown)",2,Male,1748
E12000007,London,6,Aged 30 to 34 years,3,Mixed or Multiple ethnic groups,-8,Does not apply,1,Female,0
E12000007,London,6,Aged 30 to 34 years,3,Mixed or Multiple ethnic groups,-8,Does not apply,2,Male,0
E12000007,London,6,Aged 30 to 34 years,3,Mixed or Multiple ethnic groups,0,No qualifications,1,Female,1327
E12000007,London,6,Aged 30 to 34 years,3,Mixed or Multiple ethnic groups,0,No qualifications,2,Male,1503
E12000007,London,6,Aged 30 to 34 years,3,Mixed or Multiple ethnic groups,1,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",1,Female,1023
E12000007,London,6,Aged 30 to 34 years,3,Mixed or Multiple ethnic groups,1,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills",2,Male,1188
E12000007,London,6,Aged 30 to 34 years,3,Mixed or Multiple ethnic groups,2,"Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma",1,Female,1775
