Lower tier local authorities Code,Lower tier local authorities,Age (23 categories) Code,Age (23 categories),Ethnic group (6 categories) Code,Ethnic group (6 categories),Household size (7 categories) Code,Household size (7 categories),Observation
E08000003,Manchester,19,Aged 66 to 69 years,-8,Does not apply,3,3 people in household,0
E08000003,Manchester,19,Aged 66 to 69 years,-8,Does not apply,4,4 people in household,0
E08000003,Manchester,19,Aged 66 to 69 years,-8,Does not apply,5,5 people in household,0
E08000003,Manchester,19,Aged 66 to 69 years,-8,Does not apply,6,6 or more people in household,0
E08000003,Manchester,19,Aged 66 to 69 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E08000003,Manchester,19,Aged 66 to 69 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,203
E08000003,Manchester,19,Aged 66 to 69 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,415
E08000003,Manchester,19,Aged 66 to 69 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,284
E08000003,Manchester,19,Aged 66 to 69 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,201
E08000003,Manchester,19,Aged 66 to 69 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,150
E08000003,Manchester,19,Aged 66 to 69 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,405
E08000003,Manchester,19,Aged 66 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E08000003,Manchester,19,Aged 66 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,276
E08000003,Manchester,19,Aged 66 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,176
E08000003,Manchester,19,Aged 66 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,101
E08000003,Manchester,19,Aged 66 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,72
E08000003,Manchester,19,Aged 66 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,41
E08000003,Manchester,19,Aged 66 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,40
E08000003,Manchester,19,Aged 66 to 69 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E08000003,Manchester,19,Aged 66 to 69 years,3,Mixed or Multiple ethnic groups,1,1 person in household,61
E08000003,Manchester,19,Aged 66 to 69 years,3,Mixed or Multiple ethnic groups,2,2 people in household,73
E08000003,Manchester,19,Aged 66 to 69 years,3,Mixed or Multiple ethnic groups,3,3 people in household,20
E08000003,Manchester,19,Aged 66 to 69 years,3,Mixed or Multiple ethnic groups,4,4 people in household,13
E08000003,Manchester,19,Aged 66 to 69 years,3,Mixed or Multiple ethnic groups,5,5 people in household,4
E08000003,Manchester,19,Aged 66 to 69 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,4
E08000003,Manchester,19,Aged 66 to 69 years,4,White,0,0 people in household,0
E08000003,Manchester,19,Aged 66 to 69 years,4,White,1,1 person in household,3455
E08000003,Manchester,19,Aged 66 to 69 years,4,White,2,2 people in household,4469
E08000003,Manchester,19,Aged 66 to 69 years,4,White,3,3 people in household,1234
E08000003,Manchester,19,Aged 66 to 69 years,4,White,4,4 people in household,439
E08000003,Manchester,19,Aged 66 to 69 years,4,White,5,5 people in household,137
E08000003,Manchester,19,Aged 66 to 69 years,4,White,6,6 or more people in household,100
E08000003,Manchester,19,Aged 66 to 69 years,5,Other ethnic group,0,0 people in household,0
E08000003,Manchester,19,Aged 66 to 69 years,5,Other ethnic group,1,1 person in household,70
E08000003,Manchester,19,Aged 66 to 69 years,5,Other ethnic group,2,2 people in household,103
E08000003,Manchester,19,Aged 66 to 69 years,5,Other ethnic group,3,3 people in household,52
E08000003,Manchester,19,Aged 66 to 69 years,5,Other ethnic group,4,4 people in household,38
E08000003,Manchester,19,Aged 66 to 69 years,5,Other ethnic group,5,5 people in household,17
E08000003,Manchester,19,Aged 66 to 69 years,5,Other ethnic group,6,6 or more people in household,27
E08000003,Manchester,20,Aged 70 to 74 years,-8,Does not apply,0,0 people in household,0
E08000003,Manchester,20,Aged 70 to 74 years,-8,Does not apply,1,1 person in household,0
E08000003,Manchester,20,Aged 70 to 74 years,-8,Does not apply,2,2 people in household,0
E08000003,Manchester,20,Aged 70 to 74 years,-8,Does not apply,3,3 people in household,0
E08000003,Manchester,20,Aged 70 to 74 years,-8,Does not apply,4,4 people in household,0
E08000003,Manchester,20,Aged 70 to 74 years,-8,Does not apply,5,5 people in household,0
E08000003,Manchester,20,Aged 70 to 74 years,-8,Does not apply,6,6 or more people in household,0
E08000003,Manchester,20,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E08000003,Manchester,20,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,200
E08000003,Manchester,20,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,357
E08000003,Manchester,20,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,183
E08000003,Manchester,20,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,120
E08000003,Manchester,20,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,128
E08000003,Manchester,20,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,251
E08000003,Manchester,20,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E08000003,Manchester,20,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,222
E08000003,Manchester,20,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,139
E08000003,Manchester,20,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,69
E08000003,Manchester,20,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,45
E08000003,Manchester,20,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,20
E08000003,Manchester,20,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,34
E08000003,Manchester,20,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E08000003,Manchester,20,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,1,1 person in household,66
E08000003,Manchester,20,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,2,2 people in household,46
E08000003,Manchester,20,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,3,3 people in household,12
E08000003,Manchester,20,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,4,4 people in household,8
E08000003,Manchester,20,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,5,5 people in household,3
E08000003,Manchester,20,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,3
E08000003,Manchester,20,Aged 70 to 74 years,4,White,0,0 people in household,0
E08000003,Manchester,20,Aged 70 to 74 years,4,White,1,1 person in household,4468
E08000003,Manchester,20,Aged 70 to 74 years,4,White,2,2 people in household,5230
E08000003,Manchester,20,Aged 70 to 74 years,4,White,3,3 people in household,1162
E08000003,Manchester,20,Aged 70 to 74 years,4,White,4,4 people in household,350
E08000003,Manchester,20,Aged 70 to 74 years,4,White,5,5 people in household,129
E08000003,Manchester,20,Aged 70 to 74 years,4,White,6,6 or more people in household,78
E08000003,Manchester,20,Aged 70 to 74 years,5,Other ethnic group,0,0 people in household,0
E08000003,Manchester,20,Aged 70 to 74 years,5,Other ethnic group,1,1 person in household,80
E08000003,Manchester,20,Aged 70 to 74 years,5,Other ethnic group,2,2 people in household,86
E08000003,Manchester,20,Aged 70 to 74 years,5,Other ethnic group,3,3 people in household,25
E08000003,Manchester,20,Aged 70 to 74 years,5,Other ethnic group,4,4 people in household,24
E08000003,Manchester,20,Aged 70 to 74 years,5,Other ethnic group,5,5 people in household,13
E08000003,Manchester,20,Aged 70 to 74 years,5,Other ethnic group,6,6 or more people in household,36
E08000003,Manchester,21,Aged 75 to 79 years,-8,Does not apply,0,0 people in household,0
E08000003,Manchester,21,Aged 75 to 79 years,-8,Does not apply,1,1 person in household,0
E08000003,Manchester,21,Aged 75 to 79 years,-8,Does not apply,2,2 people in household,0
E08000003,Manchester,21,Aged 75 to 79 years,-8,Does not apply,3,3 people in household,0
E08000003,Manchester,21,Aged 75 to 79 years,-8,Does not apply,4,4 people in household,0
E08000003,Manchester,21,Aged 75 to 79 years,-8,Does not apply,5,5 people in household,0
E08000003,Manchester,21,Aged 75 to 79 years,-8,Does not apply,6,6 or more people in household,0
E08000003,Manchester,21,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E08000003,Manchester,21,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,153
E08000003,Manchester,21,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,246
E08000003,Manchester,21,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,92
E08000003,Manchester,21,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,64
E08000003,Manchester,21,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,69
E08000003,Manchester,21,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,189
E08000003,Manchester,21,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E08000003,Manchester,21,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,200
E08000003,Manchester,21,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,147
E08000003,Manchester,21,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,41
E08000003,Manchester,21,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,24
E08000003,Manchester,21,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,15
E08000003,Manchester,21,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,34
E08000003,Manchester,21,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E08000003,Manchester,21,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,1,1 person in household,32
E08000003,Manchester,21,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,2,2 people in household,15
E08000003,Manchester,21,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,3,3 people in household,3
E08000003,Manchester,21,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,4,4 people in household,0
E08000003,Manchester,21,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,5,5 people in household,1
E08000003,Manchester,21,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,2
E08000003,Manchester,21,Aged 75 to 79 years,4,White,0,0 people in household,0
E08000003,Manchester,21,Aged 75 to 79 years,4,White,1,1 person in household,3232
E08000003,Manchester,21,Aged 75 to 79 years,4,White,2,2 people in household,3362
E08000003,Manchester,21,Aged 75 to 79 years,4,White,3,3 people in household,623
E08000003,Manchester,21,Aged 75 to 79 years,4,White,4,4 people in household,192
E08000003,Manchester,21,Aged 75 to 79 years,4,White,5,5 people in household,59
E08000003,Manchester,21,Aged 75 to 79 years,4,White,6,6 or more people in household,33
E08000003,Manchester,21,Aged 75 to 79 years,5,Other ethnic group,0,0 people in household,0
E08000003,Manchester,21,Aged 75 to 79 years,5,Other ethnic group,1,1 person in household,49
E08000003,Manchester,21,Aged 75 to 79 years,5,Other ethnic group,2,2 people in household,28
E08000003,Manchester,21,Aged 75 to 79 years,5,Other ethnic group,3,3 people in household,17
E08000003,Manchester,21,Aged 75 to 79 years,5,Other ethnic group,4,4 people in household,6
E08000003,Manchester,21,Aged 75 to 79 years,5,Other ethnic group,5,5 people in household,5
E08000003,Manchester,21,Aged 75 to 79 years,5,Other ethnic group,6,6 or more people in household,7
E08000003,Manchester,22,Aged 80 to 84 years,-8,Does not apply,0,0 people in household,0
E08000003,Manchester,22,Aged 80 to 84 years,-8,Does not apply,1,1 person in household,0
E08000003,Manchester,22,Aged 80 to 84 years,-8,Does not apply,2,2 people in household,0
E08000003,Manchester,22,Aged 80 to 84 years,-8,Does not apply,3,3 people in household,0
E08000003,Manchester,22,Aged 80 to 84 years,-8,Does not apply,4,4 people in household,0
E08000003,Manchester,22,Aged 80 to 84 years,-8,Does not apply,5,5 people in household,0
E08000003,Manchester,22,Aged 80 to 84 years,-8,Does not apply,6,6 or more people in household,0
E08000003,Manchester,22,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E08000003,Manchester,22,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,142
E08000003,Manchester,22,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,209
E08000003,Manchester,22,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,86
E08000003,Manchester,22,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,64
E08000003,Manchester,22,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,71
E08000003,Manchester,22,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,154
E08000003,Manchester,22,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E08000003,Manchester,22,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,228
E08000003,Manchester,22,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,145
E08000003,Manchester,22,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,41
E08000003,Manchester,22,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,22
E08000003,Manchester,22,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,13
E08000003,Manchester,22,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,21
E08000003,Manchester,22,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E08000003,Manchester,22,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,1,1 person in household,24
E08000003,Manchester,22,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,2,2 people in household,15
E08000003,Manchester,22,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,3,3 people in household,3
E08000003,Manchester,22,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,4,4 people in household,1
E08000003,Manchester,22,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,5,5 people in household,1
E08000003,Manchester,22,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,0
E08000003,Manchester,22,Aged 80 to 84 years,4,White,0,0 people in household,0
E08000003,Manchester,22,Aged 80 to 84 years,4,White,1,1 person in household,2524
E08000003,Manchester,22,Aged 80 to 84 years,4,White,2,2 people in household,1973
E08000003,Manchester,22,Aged 80 to 84 years,4,White,3,3 people in household,398
E08000003,Manchester,22,Aged 80 to 84 years,4,White,4,4 people in household,102
E08000003,Manchester,22,Aged 80 to 84 years,4,White,5,5 people in household,29
E08000003,Manchester,22,Aged 80 to 84 years,4,White,6,6 or more people in household,17
E08000003,Manchester,22,Aged 80 to 84 years,5,Other ethnic group,0,0 people in household,0
E08000003,Manchester,22,Aged 80 to 84 years,5,Other ethnic group,1,1 person in household,27
E08000003,Manchester,22,Aged 80 to 84 years,5,Other ethnic group,2,2 people in household,28
E08000003,Manchester,22,Aged 80 to 84 years,5,Other ethnic group,3,3 people in household,15
E08000003,Manchester,22,Aged 80 to 84 years,5,Other ethnic group,4,4 people in household,2
E08000003,Manchester,22,Aged 80 to 84 years,5,Other ethnic group,5,5 people in household,1
E08000003,Manchester,22,Aged 80 to 84 years,5,Other ethnic group,6,6 or more people in household,5
E08000003,Manchester,23,Aged 85 years and over,-8,Does not apply,0,0 people in household,0
E08000003,Manchester,23,Aged 85 years and over,-8,Does not apply,1,1 person in household,0
E08000003,Manchester,23,Aged 85 years and over,-8,Does not apply,2,2 people in household,0
E08000003,Manchester,23,Aged 85 years and over,-8,Does not apply,3,3 people in household,0
E08000003,Manchester,23,Aged 85 years and over,-8,Does not apply,4,4 people in household,0
E08000003,Manchester,23,Aged 85 years and over,-8,Does not apply,5,5 people in household,0
E08000003,Manchester,23,Aged 85 years and over,-8,Does not apply,6,6 or more people in household,0
E08000003,Manchester,23,Aged 85 years and over,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E08000003,Manchester,23,Aged 85 years and over,1,"Asian, Asian British or Asian Welsh",1,1 person in household,102
E08000003,Manchester,23,Aged 85 years and over,1,"Asian, Asian British or Asian Welsh",2,2 people in household,109
E08000003,Manchester,23,Aged 85 years and over,1,"Asian, Asian British or Asian Welsh",3,3 people in household,51
E08000003,Manchester,23,Aged 85 years and over,1,"Asian, Asian British or Asian Welsh",4,4 people in household,32
E08000003,Manchester,23,Aged 85 years and over,1,"Asian, Asian British or Asian Welsh",5,5 people in household,36
E08000003,Manchester,23,Aged 85 years and over,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,114
E08000003,Manchester,23,Aged 85 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E08000003,Manchester,23,Aged 85 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,200
E08000003,Manchester,23,Aged 85 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,129
E08000003,Manchester,23,Aged 85 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,35
E08000003,Manchester,23,Aged 85 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,13
E08000003,Manchester,23,Aged 85 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,5
E08000003,Manchester,23,Aged 85 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,7
E08000003,Manchester,23,Aged 85 years and over,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E08000003,Manchester,23,Aged 85 years and over,3,Mixed or Multiple ethnic groups,1,1 person in household,15
E08000003,Manchester,23,Aged 85 years and over,3,Mixed or Multiple ethnic groups,2,2 people in household,6
E08000003,Manchester,23,Aged 85 years and over,3,Mixed or Multiple ethnic groups,3,3 people in household,3
E08000003,Manchester,23,Aged 85 years and over,3,Mixed or Multiple ethnic groups,4,4 people in household,1
E08000003,Manchester,23,Aged 85 years and over,3,Mixed or Multiple ethnic groups,5,5 people in household,1
E08000003,Manchester,23,Aged 85 years and over,3,Mixed or Multiple ethnic groups,6,6 or more people in household,3
E08000003,Manchester,23,Aged 85 years and over,4,White,0,0 people in household,0
E08000003,Manchester,23,Aged 85 years and over,4,White,1,1 person in household,2655
E08000003,Manchester,23,Aged 85 years and over,4,White,2,2 people in household,1279
E08000003,Manchester,23,Aged 85 years and over,4,White,3,3 people in household,275
E08000003,Manchester,23,Aged 85 years and over,4,White,4,4 people in household,65
E08000003,Manchester,23,Aged 85 years and over,4,White,5,5 people in household,25
E08000003,Manchester,23,Aged 85 years and over,4,White,6,6 or more people in household,17
E08000003,Manchester,23,Aged 85 years and over,5,Other ethnic group,0,0 people in household,0
E08000003,Manchester,23,Aged 85 years and over,5,Other ethnic group,1,1 person in household,20
E08000003,Manchester,23,Aged 85 years and over,5,Other ethnic group,2,2 people in household,24
E08000003,Manchester,23,Aged 85 years and over,5,Other ethnic group,3,3 people in household,10
E08000003,Manchester,23,Aged 85 years and over,5,Other ethnic group,4,4 people in household,0
E08000003,Manchester,23,Aged 85 years and over,5,Other ethnic group,5,5 people in household,4
E08000003,Manchester,23,Aged 85 years and over,5,Other ethnic group,6,6 or more people in household,9
E08000012,Liverpool,1,Aged 2 years and under,-8,Does not apply,0,0 people in household,0
E08000012,Liverpool,1,Aged 2 years and under,-8,Does not apply,1,1 person in household,0
E08000012,Liverpool,1,Aged 2 years and under,-8,Does not apply,2,2 people in household,0
E08000012,Liverpool,1,Aged 2 years and under,-8,Does not apply,3,3 people in household,0
E08000012,Liverpool,1,Aged 2 years and under,-8,Does not apply,4,4 people in household,0
E08000012,Liverpool,1,Aged 2 years and under,-8,Does not apply,5,5 people in household,0
E08000012,Liverpool,1,Aged 2 years and under,-8,Does not apply,6,6 or more people in household,0
E08000012,Liverpool,1,Aged 2 years and under,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E08000012,Liverpool,1,Aged 2 years and under,1,"Asian, Asian British or Asian Welsh",1,1 person in household,0
E08000012,Liverpool,1,Aged 2 years and under,1,"Asian, Asian British or Asian Welsh",2,2 people in household,18
E08000012,Liverpool,1,Aged 2 years and under,1,"Asian, Asian British or Asian Welsh",3,3 people in household,233
E08000012,Liverpool,1,Aged 2 years and under,1,"Asian, Asian British or Asian Welsh",4,4 people in household,400
E08000012,Liverpool,1,Aged 2 years and under,1,"Asian, Asian British or Asian Welsh",5,5 people in household,188
E08000012,Liverpool,1,Aged 2 years and under,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,154
E08000012,Liverpool,1,Aged 2 years and under,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E08000012,Liverpool,1,Aged 2 years and under,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,0
E08000012,Liverpool,1,Aged 2 years and under,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,86
E08000012,Liverpool,1,Aged 2 years and under,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,186
E08000012,Liverpool,1,Aged 2 years and under,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,241
E08000012,Liverpool,1,Aged 2 years and under,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,142
E08000012,Liverpool,1,Aged 2 years and under,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,170
E08000012,Liverpool,1,Aged 2 years and under,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E08000012,Liverpool,1,Aged 2 years and under,3,Mixed or Multiple ethnic groups,1,1 person in household,0
E08000012,Liverpool,1,Aged 2 years and under,3,Mixed or Multiple ethnic groups,2,2 people in household,115
E08000012,Liverpool,1,Aged 2 years and under,3,Mixed or Multiple ethnic groups,3,3 people in household,433
E08000012,Liverpool,1,Aged 2 years and under,3,Mixed or Multiple ethnic groups,4,4 people in household,391
E08000012,Liverpool,1,Aged 2 years and under,3,Mixed or Multiple ethnic groups,5,5 people in household,140
E08000012,Liverpool,1,Aged 2 years and under,3,Mixed or Multiple ethnic groups,6,6 or more people in household,92
E08000012,Liverpool,1,Aged 2 years and under,4,White,0,0 people in household,0
E08000012,Liverpool,1,Aged 2 years and under,4,White,1,1 person in household,17
E08000012,Liverpool,1,Aged 2 years and under,4,White,2,2 people in household,1298
E08000012,Liverpool,1,Aged 2 years and under,4,White,3,3 people in household,4368
E08000012,Liverpool,1,Aged 2 years and under,4,White,4,4 people in household,3667
E08000012,Liverpool,1,Aged 2 years and under,4,White,5,5 people in household,1535
E08000012,Liverpool,1,Aged 2 years and under,4,White,6,6 or more people in household,901
E08000012,Liverpool,1,Aged 2 years and under,5,Other ethnic group,0,0 people in household,0
E08000012,Liverpool,1,Aged 2 years and under,5,Other ethnic group,1,1 person in household,2
E08000012,Liverpool,1,Aged 2 years and under,5,Other ethnic group,2,2 people in household,28
E08000012,Liverpool,1,Aged 2 years and under,5,Other ethnic group,3,3 people in household,218
E08000012,Liverpool,1,Aged 2 years and under,5,Other ethnic group,4,4 people in household,287
E08000012,Liverpool,1,Aged 2 years and under,5,Other ethnic group,5,5 people in household,158
E08000012,Liverpool,1,Aged 2 years and under,5,Other ethnic group,6,6 or more people in household,175
E08000012,Liverpool,2,Aged 3 to 4 years,-8,Does not apply,0,0 people in household,0
E08000012,Liverpool,2,Aged 3 to 4 years,-8,Does not apply,1,1 person in household,0
E08000012,Liverpool,2,Aged 3 to 4 years,-8,Does not apply,2,2 people in household,0
E08000012,Liverpool,2,Aged 3 to 4 years,-8,Does not apply,3,3 people in household,0
E08000012,Liverpool,2,Aged 3 to 4 years,-8,Does not apply,4,4 people in household,0
E08000012,Liverpool,2,Aged 3 to 4 years,-8,Does not apply,5,5 people in household,0
E08000012,Liverpool,2,Aged 3 to 4 years,-8,Does not apply,6,6 or more people in household,0
E08000012,Liverpool,2,Aged 3 to 4 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E08000012,Liverpool,2,Aged 3 to 4 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,0
E08000012,Liverpool,2,Aged 3 to 4 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,15
E08000012,Liverpool,2,Aged 3 to 4 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,102
E08000012,Liverpool,2,Aged 3 to 4 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,339
E08000012,Liverpool,2,Aged 3 to 4 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,150
E08000012,Liverpool,2,Aged 3 to 4 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,140
E08000012,Liverpool,2,Aged 3 to 4 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E08000012,Liverpool,2,Aged 3 to 4 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,0
E08000012,Liverpool,2,Aged 3 to 4 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,26
E08000012,Liverpool,2,Aged 3 to 4 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,106
E08000012,Liverpool,2,Aged 3 to 4 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,180
E08000012,Liverpool,2,Aged 3 to 4 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,127
E08000012,Liverpool,2,Aged 3 to 4 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,127
E08000012,Liverpool,2,Aged 3 to 4 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E08000012,Liverpool,2,Aged 3 to 4 years,3,Mixed or Multiple ethnic groups,1,1 person in household,0
E08000012,Liverpool,2,Aged 3 to 4 years,3,Mixed or Multiple ethnic groups,2,2 people in household,89
E08000012,Liverpool,2,Aged 3 to 4 years,3,Mixed or Multiple ethnic groups,3,3 people in household,214
E08000012,Liverpool,2,Aged 3 to 4 years,3,Mixed or Multiple ethnic groups,4,4 people in household,278
E08000012,Liverpool,2,Aged 3 to 4 years,3,Mixed or Multiple ethnic groups,5,5 people in household,114
E08000012,Liverpool,2,Aged 3 to 4 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,58
E08000012,Liverpool,2,Aged 3 to 4 years,4,White,0,0 people in household,0
E08000012,Liverpool,2,Aged 3 to 4 years,4,White,1,1 person in household,2
E08000012,Liverpool,2,Aged 3 to 4 years,4,White,2,2 people in household,774
E08000012,Liverpool,2,Aged 3 to 4 years,4,White,3,3 people in household,2321
E08000012,Liverpool,2,Aged 3 to 4 years,4,White,4,4 people in household,3137
E08000012,Liverpool,2,Aged 3 to 4 years,4,White,5,5 people in household,1226
E08000012,Liverpool,2,Aged 3 to 4 years,4,White,6,6 or more people in household,622
E08000012,Liverpool,2,Aged 3 to 4 years,5,Other ethnic group,0,0 people in household,0
E08000012,Liverpool,2,Aged 3 to 4 years,5,Other ethnic group,1,1 person in household,1
