Lower tier local authorities Code,Lower tier local authorities,Age (23 categories) Code,Age (23 categories),Ethnic group (6 categories) Code,Ethnic group (6 categories),Household size (7 categories) Code,Household size (7 categories),Observation
E06000014,York,18,Aged 65 years,4,White,3,3 people in household,222
E06000014,York,18,Aged 65 years,4,White,4,4 people in household,58
E06000014,York,18,Aged 65 years,4,White,5,5 people in household,23
E06000014,York,18,Aged 65 years,4,White,6,6 or more people in household,10
E06000014,York,18,Aged 65 years,5,Other ethnic group,0,0 people in household,0
E06000014,York,18,Aged 65 years,5,Other ethnic group,1,1 person in household,0
E06000014,York,18,Aged 65 years,5,Other ethnic group,2,2 people in household,4
E06000014,York,18,Aged 65 years,5,Other ethnic group,3,3 people in household,2
E06000014,York,18,Aged 65 years,5,Other ethnic group,4,4 people in household,1
E06000014,York,18,Aged 65 years,5,Other ethnic group,5,5 people in household,0
E06000014,York,18,Aged 65 years,5,Other ethnic group,6,6 or more people in household,0
E06000014,York,19,Aged 66 to 69 years,-8,Does not apply,0,0 people in household,0
E06000014,York,19,Aged 66 to 69 years,-8,Does not apply,1,1 person in household,0
E06000014,York,19,Aged 66 to 69 years,-8,Does not apply,2,2 people in household,0
E06000014,York,19,Aged 66 to 69 years,-8,Does not apply,3,3 people in household,0
E06000014,York,19,Aged 66 to 69 years,-8,Does not apply,4,4 people in household,0
E06000014,York,19,Aged 66 to 69 years,-8,Does not apply,5,5 people in household,0
E06000014,York,19,Aged 66 to 69 years,-8,Does not apply,6,6 or more people in household,0
E06000014,York,19,Aged 66 to 69 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E06000014,York,19,Aged 66 to 69 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,14
E06000014,York,19,Aged 66 to 69 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,37
E06000014,York,19,Aged 66 to 69 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,15
E06000014,York,19,Aged 66 to 69 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,4
E06000014,York,19,Aged 66 to 69 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,5
E06000014,York,19,Aged 66 to 69 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,8
E06000014,York,19,Aged 66 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E06000014,York,19,Aged 66 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,4
E06000014,York,19,Aged 66 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,5
E06000014,York,19,Aged 66 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,2
E06000014,York,19,Aged 66 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,3
E06000014,York,19,Aged 66 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,0
E06000014,York,19,Aged 66 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,1
E06000014,York,19,Aged 66 to 69 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E06000014,York,19,Aged 66 to 69 years,3,Mixed or Multiple ethnic groups,1,1 person in household,5
E06000014,York,19,Aged 66 to 69 years,3,Mixed or Multiple ethnic groups,2,2 people in household,11
E06000014,York,19,Aged 66 to 69 years,3,Mixed or Multiple ethnic groups,3,3 people in household,5
E06000014,York,19,Aged 66 to 69 years,3,Mixed or Multiple ethnic groups,4,4 people in household,3
E06000014,York,19,Aged 66 to 69 years,3,Mixed or Multiple ethnic groups,5,5 people in household,0
E06000014,York,19,Aged 66 to 69 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,0
E06000014,York,19,Aged 66 to 69 years,4,White,0,0 people in household,0
E06000014,York,19,Aged 66 to 69 years,4,White,1,1 person in household,1726
E06000014,York,19,Aged 66 to 69 years,4,White,2,2 people in household,4806
E06000014,York,19,Aged 66 to 69 years,4,White,3,3 people in household,740
E06000014,York,19,Aged 66 to 69 years,4,White,4,4 people in household,191
E06000014,York,19,Aged 66 to 69 years,4,White,5,5 people in household,66
E06000014,York,19,Aged 66 to 69 years,4,White,6,6 or more people in household,36
E06000014,York,19,Aged 66 to 69 years,5,Other ethnic group,0,0 people in household,0
E06000014,York,19,Aged 66 to 69 years,5,Other ethnic group,1,1 person in household,7
E06000014,York,19,Aged 66 to 69 years,5,Other ethnic group,2,2 people in household,9
E06000014,York,19,Aged 66 to 69 years,5,Other ethnic group,3,3 people in household,3
E06000014,York,19,Aged 66 to 69 years,5,Other ethnic group,4,4 people in household,2
E06000014,York,19,Aged 66 to 69 years,5,Other ethnic group,5,5 people in household,1
E06000014,York,19,Aged 66 to 69 years,5,Other ethnic group,6,6 or more people in household,0
E06000014,York,20,Aged 70 to 74 years,-8,Does not apply,0,0 people in household,0
E06000014,York,20,Aged 70 to 74 years,-8,Does not apply,1,1 person in household,0
E06000014,York,20,Aged 70 to 74 years,-8,Does not apply,2,2 people in household,0
E06000014,York,20,Aged 70 to 74 years,-8,Does not apply,3,3 people in household,0
E06000014,York,20,Aged 70 to 74 years,-8,Does not apply,4,4 people in household,0
E06000014,York,20,Aged 70 to 74 years,-8,Does not apply,5,5 people in household,0
E06000014,York,20,Aged 70 to 74 years,-8,Does not apply,6,6 or more people in household,0
E06000014,York,20,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E06000014,York,20,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,19
E06000014,York,20,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,35
E06000014,York,20,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,10
E06000014,York,20,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,7
E06000014,York,20,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,6
E06000014,York,20,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,8
E06000014,York,20,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E06000014,York,20,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,4
E06000014,York,20,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,3
E06000014,York,20,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,1
E06000014,York,20,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,1
E06000014,York,20,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,0
E06000014,York,20,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,2
E06000014,York,20,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E06000014,York,20,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,1,1 person in household,5
E06000014,York,20,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,2,2 people in household,19
E06000014,York,20,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,3,3 people in household,0
E06000014,York,20,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,4,4 people in household,1
E06000014,York,20,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,5,5 people in household,1
E06000014,York,20,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,0
E06000014,York,20,Aged 70 to 74 years,4,White,0,0 people in household,0
E06000014,York,20,Aged 70 to 74 years,4,White,1,1 person in household,2639
E06000014,York,20,Aged 70 to 74 years,4,White,2,2 people in household,6695
E06000014,York,20,Aged 70 to 74 years,4,White,3,3 people in household,678
E06000014,York,20,Aged 70 to 74 years,4,White,4,4 people in household,143
E06000014,York,20,Aged 70 to 74 years,4,White,5,5 people in household,70
E06000014,York,20,Aged 70 to 74 years,4,White,6,6 or more people in household,42
E06000014,York,20,Aged 70 to 74 years,5,Other ethnic group,0,0 people in household,0
E06000014,York,20,Aged 70 to 74 years,5,Other ethnic group,1,1 person in household,3
E06000014,York,20,Aged 70 to 74 years,5,Other ethnic group,2,2 people in household,8
E06000014,York,20,Aged 70 to 74 years,5,Other ethnic group,3,3 people in household,0
E06000014,York,20,Aged 70 to 74 years,5,Other ethnic group,4,4 people in household,2
E06000014,York,20,Aged 70 to 74 years,5,Other ethnic group,5,5 people in household,4
E06000014,York,20,Aged 70 to 74 years,5,Other ethnic group,6,6 or more people in household,0
E06000014,York,21,Aged 75 to 79 years,-8,Does not apply,0,0 people in household,0
E06000014,York,21,Aged 75 to 79 years,-8,Does not apply,1,1 person in household,0
E06000014,York,21,Aged 75 to 79 years,-8,Does not apply,2,2 people in household,0
E06000014,York,21,Aged 75 to 79 years,-8,Does not apply,3,3 people in household,0
E06000014,York,21,Aged 75 to 79 years,-8,Does not apply,4,4 people in household,0
E06000014,York,21,Aged 75 to 79 years,-8,Does not apply,5,5 people in household,0
E06000014,York,21,Aged 75 to 79 years,-8,Does not apply,6,6 or more people in household,0
E06000014,York,21,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E06000014,York,21,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,12
E06000014,York,21,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,20
E06000014,York,21,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,4
E06000014,York,21,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,2
E06000014,York,21,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,3
E06000014,York,21,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,5
E06000014,York,21,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E06000014,York,21,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,3
E06000014,York,21,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,1
E06000014,York,21,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,0
E06000014,York,21,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,0
E06000014,York,21,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,0
E06000014,York,21,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,1
E06000014,York,21,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E06000014,York,21,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,1,1 person in household,5
E06000014,York,21,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,2,2 people in household,10
E06000014,York,21,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,3,3 people in household,1
E06000014,York,21,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,4,4 people in household,1
E06000014,York,21,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,5,5 people in household,0
E06000014,York,21,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,0
E06000014,York,21,Aged 75 to 79 years,4,White,0,0 people in household,0
E06000014,York,21,Aged 75 to 79 years,4,White,1,1 person in household,2287
E06000014,York,21,Aged 75 to 79 years,4,White,2,2 people in household,4436
E06000014,York,21,Aged 75 to 79 years,4,White,3,3 people in household,396
E06000014,York,21,Aged 75 to 79 years,4,White,4,4 people in household,93
E06000014,York,21,Aged 75 to 79 years,4,White,5,5 people in household,44
E06000014,York,21,Aged 75 to 79 years,4,White,6,6 or more people in household,23
E06000014,York,21,Aged 75 to 79 years,5,Other ethnic group,0,0 people in household,0
E06000014,York,21,Aged 75 to 79 years,5,Other ethnic group,1,1 person in household,3
E06000014,York,21,Aged 75 to 79 years,5,Other ethnic group,2,2 people in household,7
E06000014,York,21,Aged 75 to 79 years,5,Other ethnic group,3,3 people in household,1
E06000014,York,21,Aged 75 to 79 years,5,Other ethnic group,4,4 people in household,0
E06000014,York,21,Aged 75 to 79 years,5,Other ethnic group,5,5 people in household,0
E06000014,York,21,Aged 75 to 79 years,5,Other ethnic group,6,6 or more people in household,1
E06000014,York,22,Aged 80 to 84 years,-8,Does not apply,0,0 people in household,0
E06000014,York,22,Aged 80 to 84 years,-8,Does not apply,1,1 person in household,0
E06000014,York,22,Aged 80 to 84 years,-8,Does not apply,2,2 people in household,0
E06000014,York,22,Aged 80 to 84 years,-8,Does not apply,3,3 people in household,0
E06000014,York,22,Aged 80 to 84 years,-8,Does not apply,4,4 people in household,0
E06000014,York,22,Aged 80 to 84 years,-8,Does not apply,5,5 people in household,0
E06000014,York,22,Aged 80 to 84 years,-8,Does not apply,6,6 or more people in household,0
E06000014,York,22,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E06000014,York,22,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,9
E06000014,York,22,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,12
E06000014,York,22,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,3
E06000014,York,22,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,2
E06000014,York,22,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,1
E06000014,York,22,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,1
E06000014,York,22,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E06000014,York,22,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,3
E06000014,York,22,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,1
E06000014,York,22,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,1
E06000014,York,22,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,0
E06000014,York,22,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,0
E06000014,York,22,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,0
E06000014,York,22,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E06000014,York,22,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,1,1 person in household,3
E06000014,York,22,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,2,2 people in household,5
E06000014,York,22,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,3,3 people in household,1
E06000014,York,22,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,4,4 people in household,0
E06000014,York,22,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,5,5 people in household,0
E06000014,York,22,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,0
E06000014,York,22,Aged 80 to 84 years,4,White,0,0 people in household,0
E06000014,York,22,Aged 80 to 84 years,4,White,1,1 person in household,2099
E06000014,York,22,Aged 80 to 84 years,4,White,2,2 people in household,2847
E06000014,York,22,Aged 80 to 84 years,4,White,3,3 people in household,258
E06000014,York,22,Aged 80 to 84 years,4,White,4,4 people in household,58
E06000014,York,22,Aged 80 to 84 years,4,White,5,5 people in household,19
E06000014,York,22,Aged 80 to 84 years,4,White,6,6 or more people in household,19
E06000014,York,22,Aged 80 to 84 years,5,Other ethnic group,0,0 people in household,0
E06000014,York,22,Aged 80 to 84 years,5,Other ethnic group,1,1 person in household,2
E06000014,York,22,Aged 80 to 84 years,5,Other ethnic group,2,2 people in household,3
E06000014,York,22,Aged 80 to 84 years,5,Other ethnic group,3,3 people in household,1
E06000014,York,22,Aged 80 to 84 years,5,Other ethnic group,4,4 people in household,0
E06000014,York,22,Aged 80 to 84 years,5,Other ethnic group,5,5 people in household,2
E06000014,York,22,Aged 80 to 84 years,5,Other ethnic group,6,6 or more people in household,1
E06000014,York,23,Aged 85 years and over,-8,Does not apply,0,0 people in household,0
E06000014,York,23,Aged 85 years and over,-8,Does not apply,1,1 person in household,0
E06000014,York,23,Aged 85 years and over,-8,Does not apply,2,2 people in household,0
E06000014,York,23,Aged 85 years and over,-8,Does not apply,3,3 people in household,0
E06000014,York,23,Aged 85 years and over,-8,Does not apply,4,4 people in household,0
E06000014,York,23,Aged 85 years and over,-8,Does not apply,5,5 people in household,0
E06000014,York,23,Aged 85 years and over,-8,Does not apply,6,6 or more people in household,0
E06000014,York,23,Aged 85 years and over,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E06000014,York,23,Aged 85 years and over,1,"Asian, Asian British or Asian Welsh",1,1 person in household,6
E06000014,York,23,Aged 85 years and over,1,"Asian, Asian British or Asian Welsh",2,2 people in household,5
E06000014,York,23,Aged 85 years and over,1,"Asian, Asian British or Asian Welsh",3,3 people in household,2
E06000014,York,23,Aged 85 years and over,1,"Asian, Asian British or Asian Welsh",4,4 people in household,1
E06000014,York,23,Aged 85 years and over,1,"Asian, Asian British or Asian Welsh",5,5 people in household,0
E06000014,York,23,Aged 85 years and over,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,0
E06000014,York,23,Aged 85 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E06000014,York,23,Aged 85 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,2
E06000014,York,23,Aged 85 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,1
E06000014,York,23,Aged 85 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,0
E06000014,York,23,Aged 85 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,0
E06000014,York,23,Aged 85 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,1
E06000014,York,23,Aged 85 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,0
E06000014,York,23,Aged 85 years and over,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E06000014,York,23,Aged 85 years and over,3,Mixed or Multiple ethnic groups,1,1 person in household,5
E06000014,York,23,Aged 85 years and over,3,Mixed or Multiple ethnic groups,2,2 people in household,1
E06000014,York,23,Aged 85 years and over,3,Mixed or Multiple ethnic groups,3,3 people in household,0
E06000014,York,23,Aged 85 years and over,3,Mixed or Multiple ethnic groups,4,4 people in household,0
E06000014,York,23,Aged 85 years and over,3,Mixed or Multiple ethnic groups,5,5 people in household,0
E06000014,York,23,Aged 85 years and over,3,Mixed or Multiple ethnic groups,6,6 or more people in household,0
E06000014,York,23,Aged 85 years and over,4,White,0,0 people in household,0
E06000014,York,23,Aged 85 years and over,4,White,1,1 person in household,2739
E06000014,York,23,Aged 85 years and over,4,White,2,2 people in household,1792
E06000014,York,23,Aged 85 years and over,4,White,3,3 people in household,177
E06000014,York,23,Aged 85 years and over,4,White,4,4 people in household,45
E06000014,York,23,Aged 85 years and over,4,White,5,5 people in household,15
E06000014,York,23,Aged 85 years and over,4,White,6,6 or more people in household,37
E06000014,York,23,Aged 85 years and over,5,Other ethnic group,0,0 people in household,0
E06000014,York,23,Aged 85 years and over,5,Other ethnic group,1,1 person in household,1
E06000014,York,23,Aged 85 years and over,5,Other ethnic group,2,2 people in household,1
E06000014,York,23,Aged 85 years and over,5,Other ethnic group,3,3 people in household,0
E06000014,York,23,Aged 85 years and over,5,Other ethnic group,4,4 people in household,0
E06000014,York,23,Aged 85 years and over,5,Other ethnic group,5,5 people in household,0
E06000014,York,23,Aged 85 years and over,5,Other ethnic group,6,6 or more people in household,0
E06000016,Leicester,1,Aged 2 years and under,-8,Does not apply,0,0 people in household,0
E06000016,Leicester,1,Aged 2 years and under,-8,Does not apply,1,1 person in household,0
E06000016,Leicester,1,Aged 2 years and under,-8,Does not apply,2,2 people in household,0
E06000016,Leicester,1,Aged 2 years and under,-8,Does not apply,3,3 people in household,0
E06000016,Leicester,1,Aged 2 years and under,-8,Does not apply,4,4 people in household,0
E06000016,Leicester,1,Aged 2 years and under,-8,Does not apply,5,5 people in household,0
E06000016,Leicester,1,Aged 2 years and under,-8,Does not apply,6,6 or more people in household,0
E06000016,Leicester,1,Aged 2 years and under,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E06000016,Leicester,1,Aged 2 years and under,1,"Asian, Asian British or Asian Welsh",1,1 person in household,2
E06000016,Leicester,1,Aged 2 years and under,1,"Asian, Asian British or Asian Welsh",2,2 people in household,85
E06000016,Leicester,1,Aged 2 years and under,1,"Asian, Asian British or Asian Welsh",3,3 people in household,1110
E06000016,Leicester,1,Aged 2 years and under,1,"Asian, Asian British or Asian Welsh",4,4 people in household,1459
E06000016,Leicester,1,Aged 2 years and under,1,"Asian, Asian British or Asian Welsh",5,5 people in household,1163
E06000016,Leicester,1,Aged 2 years and under,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,2084
E06000016,Leicester,1,Aged 2 years and under,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E06000016,Leicester,1,Aged 2 years and under,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,0
E06000016,Leicester,1,Aged 2 years and under,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,52
E06000016,Leicester,1,Aged 2 years and under,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,260
E06000016,Leicester,1,Aged 2 years and under,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,268
E06000016,Leicester,1,Aged 2 years and under,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,187
E06000016,Leicester,1,Aged 2 years and under,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,323
E06000016,Leicester,1,Aged 2 years and under,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E06000016,Leicester,1,Aged 2 years and under,3,Mixed or Multiple ethnic groups,1,1 person in household,0
E06000016,Leicester,1,Aged 2 years and under,3,Mixed or Multiple ethnic groups,2,2 people in household,104
E06000016,Leicester,1,Aged 2 years and under,3,Mixed or Multiple ethnic groups,3,3 people in household,392
E06000016,Leicester,1,Aged 2 years and under,3,Mixed or Multiple ethnic groups,4,4 people in household,328
E06000016,Leicester,1,Aged 2 years and under,3,Mixed or Multiple ethnic groups,5,5 people in household,202
E06000016,Leicester,1,Aged 2 years and under,3,Mixed or Multiple ethnic groups,6,6 or more people in household,172
E06000016,Leicester,1,Aged 2 years and under,4,White,0,0 people in household,0
E06000016,Leicester,1,Aged 2 years and under,4,White,1,1 person in household,1
E06000016,Leicester,1,Aged 2 years and under,4,White,2,2 people in household,340
E06000016,Leicester,1,Aged 2 years and under,4,White,3,3 people in household,1248
E06000016,Leicester,1,Aged 2 years and under,4,White,4,4 people in household,1125
E06000016,Leicester,1,Aged 2 years and under,4,White,5,5 people in household,654
E06000016,Leicester,1,Aged 2 years and under,4,White,6,6 or more people in household,624
E06000016,Leicester,1,Aged 2 years and under,5,Other ethnic group,0,0 people in household,0
E06000016,Leicester,1,Aged 2 years and under,5,Other ethnic group,1,1 person in household,1
E06000016,Leicester,1,Aged 2 years and under,5,Other ethnic group,2,2 people in household,16
E06000016,Leicester,1,Aged 2 years and under,5,Other ethnic group,3,3 people in household,123
E06000016,Leicester,1,Aged 2 years and under,5,Other ethnic group,4,4 people in household,330
E06000016,Leicester,1,Aged 2 years and under,5,Other ethnic group,5,5 people in household,126
E06000016,Leicester,1,Aged 2 years and under,5,Other ethnic group,6,6 or more people in household,214
E06000016,Leicester,2,Aged 3 to 4 years,-8,Does not apply,0,0 people in household,0
E06000016,Leicester,2,Aged 3 to 4 years,-8,Does not apply,1,1 person in household,0
E06000016,Leicester,2,Aged 3 to 4 years,-8,Does not apply,2,2 people in household,0
E06000016,Leicester,2,Aged 3 to 4 years,-8,Does not apply,3,3 people in household,0
E06000016,Leicester,2,Aged 3 to 4 years,-8,Does not apply,4,4 people in household,0
E06000016,Leicester,2,Aged 3 to 4 years,-8,Does not apply,5,5 people in household,0
E06000016,Leicester,2,Aged 3 to 4 years,-8,Does not apply,6,6 or more people in household,0
E06000016,Leicester,2,Aged 3 to 4 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E06000016,Leicester,2,Aged 3 to 4 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,0
E06000016,Leicester,2,Aged 3 to 4 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,41
E06000016,Leicester,2,Aged 3 to 4 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,547
E06000016,Leicester,2,Aged 3 to 4 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,1307
E06000016,Leicester,2,Aged 3 to 4 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,935
E06000016,Leicester,2,Aged 3 to 4 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,1362
E06000016,Leicester,2,Aged 3 to 4 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E06000016,Leicester,2,Aged 3 to 4 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,0
E06000016,Leicester,2,Aged 3 to 4 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,58
E06000016,Leicester,2,Aged 3 to 4 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,115
E06000016,Leicester,2,Aged 3 to 4 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,215
E06000016,Leicester,2,Aged 3 to 4 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,175
E06000016,Leicester,2,Aged 3 to 4 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,244
E06000016,Leicester,2,Aged 3 to 4 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E06000016,Leicester,2,Aged 3 to 4 years,3,Mixed or Multiple ethnic groups,1,1 person in household,0
E06000016,Leicester,2,Aged 3 to 4 years,3,Mixed or Multiple ethnic groups,2,2 people in household,82
E06000016,Leicester,2,Aged 3 to 4 years,3,Mixed or Multiple ethnic groups,3,3 people in household,176
E06000016,Leicester,2,Aged 3 to 4 years,3,Mixed or Multiple ethnic groups,4,4 people in household,264
E06000016,Leicester,2,Aged 3 to 4 years,3,Mixed or Multiple ethnic groups,5,5 people in household,113
E06000016,Leicester,2,Aged 3 to 4 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,122
E06000016,Leicester,2,Aged 3 to 4 years,4,White,0,0 people in household,0
E06000016,Leicester,2,Aged 3 to 4 years,4,White,1,1 person in household,0
E06000016,Leicester,2,Aged 3 to 4 years,4,White,2,2 people in household,175
E06000016,Leicester,2,Aged 3 to 4 years,4,White,3,3 people in household,719
E06000016,Leicester,2,Aged 3 to 4 years,4,White,4,4 people in household,1062
E06000016,Leicester,2,Aged 3 to 4 years,4,White,5,5 people in household,589
E06000016,Leicester,2,Aged 3 to 4 years,4,White,6,6 or more people in household,501
E06000016,Leicester,2,Aged 3 to 4 years,5,Other ethnic group,0,0 people in household,0
E06000016,Leicester,2,Aged 3 to 4 years,5,Other ethnic group,1,1 person in household,0
E06000016,Leicester,2,Aged 3 to 4 years,5,Other ethnic group,2,2 people in household,10
E06000016,Leicester,2,Aged 3 to 4 years,5,Other ethnic group,3,3 people in household,54
E06000016,Leicester,2,Aged 3 to 4 years,5,Other ethnic group,4,4 people in household,156
E06000016,Leicester,2,Aged 3 to 4 years,5,Other ethnic group,5,5 people in household,125
E06000016,Leicester,2,Aged 3 to 4 years,5,Other ethnic group,6,6 or more people in household,153
