Regions Code,Regions,Age (86 categories) Code,Age (86 categories),Ethnic group (6 categories) Code,Ethnic group (6 categories),Household size (7 categories) Code,Household size (7 categories),Observation
E12000007,London,42,Aged 42 years,3,Mixed or Multiple ethnic groups,4,4 people in household,1206
E12000007,London,42,Aged 42 years,3,Mixed or Multiple ethnic groups,5,5 people in household,495
E12000007,London,42,Aged 42 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,299
E12000007,London,42,Aged 42 years,4,White,0,0 people in household,0
E12000007,London,42,Aged 42 years,4,White,1,1 person in household,8378
E12000007,London,42,Aged 42 years,4,White,2,2 people in household,14993
E12000007,London,42,Aged 42 years,4,White,3,3 people in household,14998
E12000007,London,42,Aged 42 years,4,White,4,4 people in household,20504
E12000007,London,42,Aged 42 years,4,White,5,5 people in household,7345
E12000007,London,42,Aged 42 years,4,White,6,6 or more people in household,4368
E12000007,London,42,Aged 42 years,5,Other ethnic group,0,0 people in household,0
E12000007,London,42,Aged 42 years,5,Other ethnic group,1,1 person in household,893
E12000007,London,42,Aged 42 years,5,Other ethnic group,2,2 people in household,1231
E12000007,London,42,Aged 42 years,5,Other ethnic group,3,3 people in household,1779
E12000007,London,42,Aged 42 years,5,Other ethnic group,4,4 people in household,2626
E12000007,London,42,Aged 42 years,5,Other ethnic group,5,5 people in household,1471
E12000007,London,42,Aged 42 years,5,Other ethnic group,6,6 or more people in household,1241
E12000007,London,43,Aged 43 years,-8,Does not apply,0,0 people in household,0
E12000007,London,43,Aged 43 years,-8,Does not apply,1,1 person in household,0
E12000007,London,43,Aged 43 years,-8,Does not apply,2,2 people in household,0
E12000007,London,43,Aged 43 years,-8,Does not apply,3,3 people in household,0
E12000007,London,43,Aged 43 years,-8,Does not apply,4,4 people in household,0
E12000007,London,43,Aged 43 years,-8,Does not apply,5,5 people in household,0
E12000007,London,43,Aged 43 years,-8,Does not apply,6,6 or more people in household,0
E12000007,London,43,Aged 43 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E12000007,London,43,Aged 43 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,1935
E12000007,London,43,Aged 43 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,3318
E12000007,London,43,Aged 43 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,5434
E12000007,London,43,Aged 43 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,9221
E12000007,London,43,Aged 43 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,5036
E12000007,London,43,Aged 43 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,5042
E12000007,London,43,Aged 43 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E12000007,London,43,Aged 43 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,2026
E12000007,London,43,Aged 43 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,2637
E12000007,London,43,Aged 43 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,2905
E12000007,London,43,Aged 43 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,3164
E12000007,London,43,Aged 43 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,2197
E12000007,London,43,Aged 43 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,2051
E12000007,London,43,Aged 43 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E12000007,London,43,Aged 43 years,3,Mixed or Multiple ethnic groups,1,1 person in household,705
E12000007,London,43,Aged 43 years,3,Mixed or Multiple ethnic groups,2,2 people in household,1067
E12000007,London,43,Aged 43 years,3,Mixed or Multiple ethnic groups,3,3 people in household,956
E12000007,London,43,Aged 43 years,3,Mixed or Multiple ethnic groups,4,4 people in household,1117
E12000007,London,43,Aged 43 years,3,Mixed or Multiple ethnic groups,5,5 people in household,461
E12000007,London,43,Aged 43 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,314
E12000007,London,43,Aged 43 years,4,White,0,0 people in household,0
E12000007,London,43,Aged 43 years,4,White,1,1 person in household,8493
E12000007,London,43,Aged 43 years,4,White,2,2 people in household,14288
E12000007,London,43,Aged 43 years,4,White,3,3 people in household,13966
E12000007,London,43,Aged 43 years,4,White,4,4 people in household,19524
E12000007,London,43,Aged 43 years,4,White,5,5 people in household,6851
E12000007,London,43,Aged 43 years,4,White,6,6 or more people in household,4032
E12000007,London,43,Aged 43 years,5,Other ethnic group,0,0 people in household,0
E12000007,London,43,Aged 43 years,5,Other ethnic group,1,1 person in household,926
E12000007,London,43,Aged 43 years,5,Other ethnic group,2,2 people in household,1331
E12000007,London,43,Aged 43 years,5,Other ethnic group,3,3 people in household,1698
E12000007,London,43,Aged 43 years,5,Other ethnic group,4,4 people in household,2436
E12000007,London,43,Aged 43 years,5,Other ethnic group,5,5 people in household,1459
E12000007,London,43,Aged 43 years,5,Other ethnic group,6,6 or more people in household,1213
E12000007,London,44,Aged 44 years,-8,Does not apply,0,0 people in household,0
E12000007,London,44,Aged 44 years,-8,Does not apply,1,1 person in household,0
E12000007,London,44,Aged 44 years,-8,Does not apply,2,2 people in household,0
E12000007,London,44,Aged 44 years,-8,Does not apply,3,3 people in household,0
E12000007,London,44,Aged 44 years,-8,Does not apply,4,4 people in household,0
E12000007,London,44,Aged 44 years,-8,Does not apply,5,5 people in household,0
E12000007,London,44,Aged 44 years,-8,Does not apply,6,6 or more people in household,0
E12000007,London,44,Aged 44 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E12000007,London,44,Aged 44 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,1839
E12000007,London,44,Aged 44 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,3158
E12000007,London,44,Aged 44 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,5255
E12000007,London,44,Aged 44 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,9252
E12000007,London,44,Aged 44 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,5216
E12000007,London,44,Aged 44 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,5366
E12000007,London,44,Aged 44 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E12000007,London,44,Aged 44 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,2213
E12000007,London,44,Aged 44 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,2619
E12000007,London,44,Aged 44 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,2906
E12000007,London,44,Aged 44 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,3170
E12000007,London,44,Aged 44 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,2296
E12000007,London,44,Aged 44 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,2321
E12000007,London,44,Aged 44 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E12000007,London,44,Aged 44 years,3,Mixed or Multiple ethnic groups,1,1 person in household,740
E12000007,London,44,Aged 44 years,3,Mixed or Multiple ethnic groups,2,2 people in household,1005
E12000007,London,44,Aged 44 years,3,Mixed or Multiple ethnic groups,3,3 people in household,896
E12000007,London,44,Aged 44 years,3,Mixed or Multiple ethnic groups,4,4 people in household,1028
E12000007,London,44,Aged 44 years,3,Mixed or Multiple ethnic groups,5,5 people in household,419
E12000007,London,44,Aged 44 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,255
E12000007,London,44,Aged 44 years,4,White,0,0 people in household,0
E12000007,London,44,Aged 44 years,4,White,1,1 person in household,8166
E12000007,London,44,Aged 44 years,4,White,2,2 people in household,13474
E12000007,London,44,Aged 44 years,4,White,3,3 people in household,13649
E12000007,London,44,Aged 44 years,4,White,4,4 people in household,18966
E12000007,London,44,Aged 44 years,4,White,5,5 people in household,6721
E12000007,London,44,Aged 44 years,4,White,6,6 or more people in household,3792
E12000007,London,44,Aged 44 years,5,Other ethnic group,0,0 people in household,0
E12000007,London,44,Aged 44 years,5,Other ethnic group,1,1 person in household,982
E12000007,London,44,Aged 44 years,5,Other ethnic group,2,2 people in household,1276
E12000007,London,44,Aged 44 years,5,Other ethnic group,3,3 people in household,1545
E12000007,London,44,Aged 44 years,5,Other ethnic group,4,4 people in household,2409
E12000007,London,44,Aged 44 years,5,Other ethnic group,5,5 people in household,1462
E12000007,London,44,Aged 44 years,5,Other ethnic group,6,6 or more people in household,1310
E12000007,London,45,Aged 45 years,-8,Does not apply,0,0 people in household,0
E12000007,London,45,Aged 45 years,-8,Does not apply,1,1 person in household,0
E12000007,London,45,Aged 45 years,-8,Does not apply,2,2 people in household,0
E12000007,London,45,Aged 45 years,-8,Does not apply,3,3 people in household,0
E12000007,London,45,Aged 45 years,-8,Does not apply,4,4 people in household,0
E12000007,London,45,Aged 45 years,-8,Does not apply,5,5 people in household,0
E12000007,London,45,Aged 45 years,-8,Does not apply,6,6 or more people in household,0
E12000007,London,45,Aged 45 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E12000007,London,45,Aged 45 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,1853
E12000007,London,45,Aged 45 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,2927
E12000007,London,45,Aged 45 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,4711
E12000007,London,45,Aged 45 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,8523
E12000007,London,45,Aged 45 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,5124
E12000007,London,45,Aged 45 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,5297
E12000007,London,45,Aged 45 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E12000007,London,45,Aged 45 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,2401
E12000007,London,45,Aged 45 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,2918
E12000007,London,45,Aged 45 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,2966
E12000007,London,45,Aged 45 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,3238
E12000007,London,45,Aged 45 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,2346
E12000007,London,45,Aged 45 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,2480
E12000007,London,45,Aged 45 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E12000007,London,45,Aged 45 years,3,Mixed or Multiple ethnic groups,1,1 person in household,649
E12000007,London,45,Aged 45 years,3,Mixed or Multiple ethnic groups,2,2 people in household,939
E12000007,London,45,Aged 45 years,3,Mixed or Multiple ethnic groups,3,3 people in household,944
E12000007,London,45,Aged 45 years,3,Mixed or Multiple ethnic groups,4,4 people in household,985
E12000007,London,45,Aged 45 years,3,Mixed or Multiple ethnic groups,5,5 people in household,424
E12000007,London,45,Aged 45 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,296
E12000007,London,45,Aged 45 years,4,White,0,0 people in household,0
E12000007,London,45,Aged 45 years,4,White,1,1 person in household,8147
E12000007,London,45,Aged 45 years,4,White,2,2 people in household,13091
E12000007,London,45,Aged 45 years,4,White,3,3 people in household,13293
E12000007,London,45,Aged 45 years,4,White,4,4 people in household,18429
E12000007,London,45,Aged 45 years,4,White,5,5 people in household,6677
E12000007,London,45,Aged 45 years,4,White,6,6 or more people in household,3819
E12000007,London,45,Aged 45 years,5,Other ethnic group,0,0 people in household,0
E12000007,London,45,Aged 45 years,5,Other ethnic group,1,1 person in household,1054
E12000007,London,45,Aged 45 years,5,Other ethnic group,2,2 people in household,1296
E12000007,London,45,Aged 45 years,5,Other ethnic group,3,3 people in household,1572
E12000007,London,45,Aged 45 years,5,Other ethnic group,4,4 people in household,2320
E12000007,London,45,Aged 45 years,5,Other ethnic group,5,5 people in household,1458
E12000007,London,45,Aged 45 years,5,Other ethnic group,6,6 or more people in household,1162
E12000007,London,46,Aged 46 years,-8,Does not apply,0,0 people in household,0
E12000007,London,46,Aged 46 years,-8,Does not apply,1,1 person in household,0
E12000007,London,46,Aged 46 years,-8,Does not apply,2,2 people in household,0
E12000007,London,46,Aged 46 years,-8,Does not apply,3,3 people in household,0
E12000007,London,46,Aged 46 years,-8,Does not apply,4,4 people in household,0
E12000007,London,46,Aged 46 years,-8,Does not apply,5,5 people in household,0
E12000007,London,46,Aged 46 years,-8,Does not apply,6,6 or more people in household,0
E12000007,London,46,Aged 46 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E12000007,London,46,Aged 46 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,1813
E12000007,London,46,Aged 46 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,2955
E12000007,London,46,Aged 46 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,4943
E12000007,London,46,Aged 46 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,7916
E12000007,London,46,Aged 46 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,4763
E12000007,London,46,Aged 46 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,4995
E12000007,London,46,Aged 46 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E12000007,London,46,Aged 46 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,2400
E12000007,London,46,Aged 46 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,2857
E12000007,London,46,Aged 46 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,2942
E12000007,London,46,Aged 46 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,3278
E12000007,London,46,Aged 46 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,2413
E12000007,London,46,Aged 46 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,2307
E12000007,London,46,Aged 46 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E12000007,London,46,Aged 46 years,3,Mixed or Multiple ethnic groups,1,1 person in household,721
E12000007,London,46,Aged 46 years,3,Mixed or Multiple ethnic groups,2,2 people in household,989
E12000007,London,46,Aged 46 years,3,Mixed or Multiple ethnic groups,3,3 people in household,889
E12000007,London,46,Aged 46 years,3,Mixed or Multiple ethnic groups,4,4 people in household,942
E12000007,London,46,Aged 46 years,3,Mixed or Multiple ethnic groups,5,5 people in household,384
E12000007,London,46,Aged 46 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,317
E12000007,London,46,Aged 46 years,4,White,0,0 people in household,0
E12000007,London,46,Aged 46 years,4,White,1,1 person in household,8664
E12000007,London,46,Aged 46 years,4,White,2,2 people in household,13846
E12000007,London,46,Aged 46 years,4,White,3,3 people in household,13562
E12000007,London,46,Aged 46 years,4,White,4,4 people in household,18139
E12000007,London,46,Aged 46 years,4,White,5,5 people in household,6563
E12000007,London,46,Aged 46 years,4,White,6,6 or more people in household,3743
E12000007,London,46,Aged 46 years,5,Other ethnic group,0,0 people in household,0
E12000007,London,46,Aged 46 years,5,Other ethnic group,1,1 person in household,1002
E12000007,London,46,Aged 46 years,5,Other ethnic group,2,2 people in household,1285
E12000007,London,46,Aged 46 years,5,Other ethnic group,3,3 people in household,1598
E12000007,London,46,Aged 46 years,5,Other ethnic group,4,4 people in household,2255
E12000007,London,46,Aged 46 years,5,Other ethnic group,5,5 people in household,1432
E12000007,London,46,Aged 46 years,5,Other ethnic group,6,6 or more people in household,1116
E12000007,London,47,Aged 47 years,-8,Does not apply,0,0 people in household,0
E12000007,London,47,Aged 47 years,-8,Does not apply,1,1 person in household,0
E12000007,London,47,Aged 47 years,-8,Does not apply,2,2 people in household,0
E12000007,London,47,Aged 47 years,-8,Does not apply,3,3 people in household,0
E12000007,London,47,Aged 47 years,-8,Does not apply,4,4 people in household,0
E12000007,London,47,Aged 47 years,-8,Does not apply,5,5 people in household,0
E12000007,London,47,Aged 47 years,-8,Does not apply,6,6 or more people in household,0
E12000007,London,47,Aged 47 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E12000007,London,47,Aged 47 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,1879
E12000007,London,47,Aged 47 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,2992
E12000007,London,47,Aged 47 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,4654
E12000007,London,47,Aged 47 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,7601
E12000007,London,47,Aged 47 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,4709
E12000007,London,47,Aged 47 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,4979
E12000007,London,47,Aged 47 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E12000007,London,47,Aged 47 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,2362
E12000007,London,47,Aged 47 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,2694
E12000007,London,47,Aged 47 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,2882
E12000007,London,47,Aged 47 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,3146
E12000007,London,47,Aged 47 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,2170
E12000007,London,47,Aged 47 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,2109
E12000007,London,47,Aged 47 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E12000007,London,47,Aged 47 years,3,Mixed or Multiple ethnic groups,1,1 person in household,729
E12000007,London,47,Aged 47 years,3,Mixed or Multiple ethnic groups,2,2 people in household,934
E12000007,London,47,Aged 47 years,3,Mixed or Multiple ethnic groups,3,3 people in household,776
E12000007,London,47,Aged 47 years,3,Mixed or Multiple ethnic groups,4,4 people in household,925
E12000007,London,47,Aged 47 years,3,Mixed or Multiple ethnic groups,5,5 people in household,362
E12000007,London,47,Aged 47 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,212
E12000007,London,47,Aged 47 years,4,White,0,0 people in household,0
E12000007,London,47,Aged 47 years,4,White,1,1 person in household,8819
E12000007,London,47,Aged 47 years,4,White,2,2 people in household,13653
E12000007,London,47,Aged 47 years,4,White,3,3 people in household,13096
E12000007,London,47,Aged 47 years,4,White,4,4 people in household,17333
E12000007,London,47,Aged 47 years,4,White,5,5 people in household,6022
E12000007,London,47,Aged 47 years,4,White,6,6 or more people in household,3451
E12000007,London,47,Aged 47 years,5,Other ethnic group,0,0 people in household,0
E12000007,London,47,Aged 47 years,5,Other ethnic group,1,1 person in household,984
E12000007,London,47,Aged 47 years,5,Other ethnic group,2,2 people in household,1239
E12000007,London,47,Aged 47 years,5,Other ethnic group,3,3 people in household,1547
E12000007,London,47,Aged 47 years,5,Other ethnic group,4,4 people in household,2249
E12000007,London,47,Aged 47 years,5,Other ethnic group,5,5 people in household,1375
E12000007,London,47,Aged 47 years,5,Other ethnic group,6,6 or more people in household,1160
E12000007,London,48,Aged 48 years,-8,Does not apply,0,0 people in household,0
E12000007,London,48,Aged 48 years,-8,Does not apply,1,1 person in household,0
E12000007,London,48,Aged 48 years,-8,Does not apply,2,2 people in household,0
E12000007,London,48,Aged 48 years,-8,Does not apply,3,3 people in household,0
E12000007,London,48,Aged 48 years,-8,Does not apply,4,4 people in household,0
E12000007,London,48,Aged 48 years,-8,Does not apply,5,5 people in household,0
E12000007,London,48,Aged 48 years,-8,Does not apply,6,6 or more people in household,0
E12000007,London,48,Aged 48 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E12000007,London,48,Aged 48 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,1812
E12000007,London,48,Aged 48 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,3121
E12000007,London,48,Aged 48 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,4629
E12000007,London,48,Aged 48 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,7109
E12000007,London,48,Aged 48 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,4458
E12000007,London,48,Aged 48 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,4469
E12000007,London,48,Aged 48 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E12000007,London,48,Aged 48 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,2625
E12000007,London,48,Aged 48 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,3091
E12000007,London,48,Aged 48 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,3164
E12000007,London,48,Aged 48 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,3286
E12000007,London,48,Aged 48 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,2227
E12000007,London,48,Aged 48 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,2012
E12000007,London,48,Aged 48 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E12000007,London,48,Aged 48 years,3,Mixed or Multiple ethnic groups,1,1 person in household,707
E12000007,London,48,Aged 48 years,3,Mixed or Multiple ethnic groups,2,2 people in household,876
E12000007,London,48,Aged 48 years,3,Mixed or Multiple ethnic groups,3,3 people in household,819
E12000007,London,48,Aged 48 years,3,Mixed or Multiple ethnic groups,4,4 people in household,823
E12000007,London,48,Aged 48 years,3,Mixed or Multiple ethnic groups,5,5 people in household,346
E12000007,London,48,Aged 48 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,215
E12000007,London,48,Aged 48 years,4,White,0,0 people in household,0
E12000007,London,48,Aged 48 years,4,White,1,1 person in household,9260
E12000007,London,48,Aged 48 years,4,White,2,2 people in household,14234
E12000007,London,48,Aged 48 years,4,White,3,3 people in household,13278
E12000007,London,48,Aged 48 years,4,White,4,4 people in household,16624
E12000007,London,48,Aged 48 years,4,White,5,5 people in household,5851
E12000007,London,48,Aged 48 years,4,White,6,6 or more people in household,3407
E12000007,London,48,Aged 48 years,5,Other ethnic group,0,0 people in household,0
E12000007,London,48,Aged 48 years,5,Other ethnic group,1,1 person in household,871
E12000007,London,48,Aged 48 years,5,Other ethnic group,2,2 people in household,1221
E12000007,London,48,Aged 48 years,5,Other ethnic group,3,3 people in household,1629
E12000007,London,48,Aged 48 years,5,Other ethnic group,4,4 people in household,2283
E12000007,London,48,Aged 48 years,5,Other ethnic group,5,5 people in household,1284
E12000007,London,48,Aged 48 years,5,Other ethnic group,6,6 or more people in household,1065
E12000007,London,49,Aged 49 years,-8,Does not apply,0,0 people in household,0
E12000007,London,49,Aged 49 years,-8,Does not apply,1,1 person in household,0
E12000007,London,49,Aged 49 years,-8,Does not apply,2,2 people in household,0
E12000007,London,49,Aged 49 years,-8,Does not apply,3,3 people in household,0
E12000007,London,49,Aged 49 years,-8,Does not apply,4,4 people in household,0
E12000007,London,49,Aged 49 years,-8,Does not apply,5,5 people in household,0
E12000007,London,49,Aged 49 years,-8,Does not apply,6,6 or more people in household,0
E12000007,London,49,Aged 49 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E12000007,London,49,Aged 49 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,1683
E12000007,London,49,Aged 49 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,3008
E12000007,London,49,Aged 49 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,4528
E12000007,London,49,Aged 49 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,6744
E12000007,London,49,Aged 49 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,4123
E12000007,London,49,Aged 49 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,4319
E12000007,London,49,Aged 49 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E12000007,London,49,Aged 49 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,2648
E12000007,London,49,Aged 49 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,3106
E12000007,London,49,Aged 49 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,3086
E12000007,London,49,Aged 49 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,3072
E12000007,London,49,Aged 49 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,1941
E12000007,London,49,Aged 49 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,1927
E12000007,London,49,Aged 49 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E12000007,London,49,Aged 49 years,3,Mixed or Multiple ethnic groups,1,1 person in household,705
E12000007,London,49,Aged 49 years,3,Mixed or Multiple ethnic groups,2,2 people in household,862
E12000007,London,49,Aged 49 years,3,Mixed or Multiple ethnic groups,3,3 people in household,771
E12000007,London,49,Aged 49 years,3,Mixed or Multiple ethnic groups,4,4 people in household,810
E12000007,London,49,Aged 49 years,3,Mixed or Multiple ethnic groups,5,5 people in household,321
E12000007,London,49,Aged 49 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,242
E12000007,London,49,Aged 49 years,4,White,0,0 people in household,0
E12000007,London,49,Aged 49 years,4,White,1,1 person in household,9747
E12000007,London,49,Aged 49 years,4,White,2,2 people in household,14794
E12000007,London,49,Aged 49 years,4,White,3,3 people in household,13666
E12000007,London,49,Aged 49 years,4,White,4,4 people in household,16509
E12000007,London,49,Aged 49 years,4,White,5,5 people in household,5761
E12000007,London,49,Aged 49 years,4,White,6,6 or more people in household,2796
E12000007,London,49,Aged 49 years,5,Other ethnic group,0,0 people in household,0
E12000007,London,49,Aged 49 years,5,Other ethnic group,1,1 person in household,888
E12000007,London,49,Aged 49 years,5,Other ethnic group,2,2 people in household,1237
E12000007,London,49,Aged 49 years,5,Other ethnic group,3,3 people in household,1582
E12000007,London,49,Aged 49 years,5,Other ethnic group,4,4 people in household,2013
E12000007,London,49,Aged 49 years,5,Other ethnic group,5,5 people in household,1241
E12000007,London,49,Aged 49 years,5,Other ethnic group,6,6 or more people in household,1025
E12000007,London,50,Aged 50 years,-8,Does not apply,0,0 people in household,0
E12000007,London,50,Aged 50 years,-8,Does not apply,1,1 person in household,0
E12000007,London,50,Aged 50 years,-8,Does not apply,2,2 people in household,0
E12000007,London,50,Aged 50 years,-8,Does not apply,3,3 people in household,0
E12000007,London,50,Aged 50 years,-8,Does not apply,4,4 people in household,0
E12000007,London,50,Aged 50 years,-8,Does not apply,5,5 people in household,0
E12000007,London,50,Aged 50 years,-8,Does not apply,6,6 or more people in household,0
E12000007,London,50,Aged 50 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E12000007,London,50,Aged 50 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,1626
E12000007,London,50,Aged 50 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,3004
E12000007,London,50,Aged 50 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,4399
E12000007,London,50,Aged 50 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,6163
E12000007,London,50,Aged 50 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,4023
E12000007,London,50,Aged 50 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,4169
E12000007,London,50,Aged 50 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E12000007,London,50,Aged 50 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,3226
E12000007,London,50,Aged 50 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,3551
E12000007,London,50,Aged 50 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,3759
E12000007,London,50,Aged 50 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,3338
