Regions Code,Regions,Age (86 categories) Code,Age (86 categories),Ethnic group (6 categories) Code,Ethnic group (6 categories),Household size (7 categories) Code,Household size (7 categories),Observation
E12000007,London,20,Aged 20 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,4015
E12000007,London,20,Aged 20 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E12000007,London,20,Aged 20 years,3,Mixed or Multiple ethnic groups,1,1 person in household,312
E12000007,London,20,Aged 20 years,3,Mixed or Multiple ethnic groups,2,2 people in household,1386
E12000007,London,20,Aged 20 years,3,Mixed or Multiple ethnic groups,3,3 people in household,1855
E12000007,London,20,Aged 20 years,3,Mixed or Multiple ethnic groups,4,4 people in household,1810
E12000007,London,20,Aged 20 years,3,Mixed or Multiple ethnic groups,5,5 people in household,962
E12000007,London,20,Aged 20 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,852
E12000007,London,20,Aged 20 years,4,White,0,0 people in household,0
E12000007,London,20,Aged 20 years,4,White,1,1 person in household,1511
E12000007,London,20,Aged 20 years,4,White,2,2 people in household,5859
E12000007,London,20,Aged 20 years,4,White,3,3 people in household,9411
E12000007,London,20,Aged 20 years,4,White,4,4 people in household,11023
E12000007,London,20,Aged 20 years,4,White,5,5 people in household,5700
E12000007,London,20,Aged 20 years,4,White,6,6 or more people in household,4491
E12000007,London,20,Aged 20 years,5,Other ethnic group,0,0 people in household,0
E12000007,London,20,Aged 20 years,5,Other ethnic group,1,1 person in household,357
E12000007,London,20,Aged 20 years,5,Other ethnic group,2,2 people in household,771
E12000007,London,20,Aged 20 years,5,Other ethnic group,3,3 people in household,1227
E12000007,London,20,Aged 20 years,5,Other ethnic group,4,4 people in household,1606
E12000007,London,20,Aged 20 years,5,Other ethnic group,5,5 people in household,1444
E12000007,London,20,Aged 20 years,5,Other ethnic group,6,6 or more people in household,1509
E12000007,London,21,Aged 21 years,-8,Does not apply,0,0 people in household,0
E12000007,London,21,Aged 21 years,-8,Does not apply,1,1 person in household,0
E12000007,London,21,Aged 21 years,-8,Does not apply,2,2 people in household,0
E12000007,London,21,Aged 21 years,-8,Does not apply,3,3 people in household,0
E12000007,London,21,Aged 21 years,-8,Does not apply,4,4 people in household,0
E12000007,London,21,Aged 21 years,-8,Does not apply,5,5 people in household,0
E12000007,London,21,Aged 21 years,-8,Does not apply,6,6 or more people in household,0
E12000007,London,21,Aged 21 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E12000007,London,21,Aged 21 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,967
E12000007,London,21,Aged 21 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,2026
E12000007,London,21,Aged 21 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,3278
E12000007,London,21,Aged 21 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,4864
E12000007,London,21,Aged 21 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,4190
E12000007,London,21,Aged 21 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,6123
E12000007,London,21,Aged 21 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E12000007,London,21,Aged 21 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,674
E12000007,London,21,Aged 21 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,2183
E12000007,London,21,Aged 21 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,3336
E12000007,London,21,Aged 21 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,3469
E12000007,London,21,Aged 21 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,2610
E12000007,London,21,Aged 21 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,3888
E12000007,London,21,Aged 21 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E12000007,London,21,Aged 21 years,3,Mixed or Multiple ethnic groups,1,1 person in household,436
E12000007,London,21,Aged 21 years,3,Mixed or Multiple ethnic groups,2,2 people in household,1807
E12000007,London,21,Aged 21 years,3,Mixed or Multiple ethnic groups,3,3 people in household,1930
E12000007,London,21,Aged 21 years,3,Mixed or Multiple ethnic groups,4,4 people in household,1841
E12000007,London,21,Aged 21 years,3,Mixed or Multiple ethnic groups,5,5 people in household,1059
E12000007,London,21,Aged 21 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,793
E12000007,London,21,Aged 21 years,4,White,0,0 people in household,0
E12000007,London,21,Aged 21 years,4,White,1,1 person in household,1994
E12000007,London,21,Aged 21 years,4,White,2,2 people in household,8140
E12000007,London,21,Aged 21 years,4,White,3,3 people in household,12016
E12000007,London,21,Aged 21 years,4,White,4,4 people in household,12561
E12000007,London,21,Aged 21 years,4,White,5,5 people in household,5977
E12000007,London,21,Aged 21 years,4,White,6,6 or more people in household,4922
E12000007,London,21,Aged 21 years,5,Other ethnic group,0,0 people in household,0
E12000007,London,21,Aged 21 years,5,Other ethnic group,1,1 person in household,461
E12000007,London,21,Aged 21 years,5,Other ethnic group,2,2 people in household,965
E12000007,London,21,Aged 21 years,5,Other ethnic group,3,3 people in household,1207
E12000007,London,21,Aged 21 years,5,Other ethnic group,4,4 people in household,1799
E12000007,London,21,Aged 21 years,5,Other ethnic group,5,5 people in household,1291
E12000007,London,21,Aged 21 years,5,Other ethnic group,6,6 or more people in household,1456
E12000007,London,22,Aged 22 years,-8,Does not apply,0,0 people in household,0
E12000007,London,22,Aged 22 years,-8,Does not apply,1,1 person in household,0
E12000007,London,22,Aged 22 years,-8,Does not apply,2,2 people in household,0
E12000007,London,22,Aged 22 years,-8,Does not apply,3,3 people in household,0
E12000007,London,22,Aged 22 years,-8,Does not apply,4,4 people in household,0
E12000007,London,22,Aged 22 years,-8,Does not apply,5,5 people in household,0
E12000007,London,22,Aged 22 years,-8,Does not apply,6,6 or more people in household,0
E12000007,London,22,Aged 22 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E12000007,London,22,Aged 22 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,1135
E12000007,London,22,Aged 22 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,2622
E12000007,London,22,Aged 22 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,3794
E12000007,London,22,Aged 22 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,5411
E12000007,London,22,Aged 22 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,4382
E12000007,London,22,Aged 22 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,6448
E12000007,London,22,Aged 22 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E12000007,London,22,Aged 22 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,661
E12000007,London,22,Aged 22 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,2933
E12000007,London,22,Aged 22 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,3712
E12000007,London,22,Aged 22 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,3715
E12000007,London,22,Aged 22 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,2718
E12000007,London,22,Aged 22 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,3747
E12000007,London,22,Aged 22 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E12000007,London,22,Aged 22 years,3,Mixed or Multiple ethnic groups,1,1 person in household,510
E12000007,London,22,Aged 22 years,3,Mixed or Multiple ethnic groups,2,2 people in household,1904
E12000007,London,22,Aged 22 years,3,Mixed or Multiple ethnic groups,3,3 people in household,2233
E12000007,London,22,Aged 22 years,3,Mixed or Multiple ethnic groups,4,4 people in household,1926
E12000007,London,22,Aged 22 years,3,Mixed or Multiple ethnic groups,5,5 people in household,854
E12000007,London,22,Aged 22 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,802
E12000007,London,22,Aged 22 years,4,White,0,0 people in household,0
E12000007,London,22,Aged 22 years,4,White,1,1 person in household,2641
E12000007,London,22,Aged 22 years,4,White,2,2 people in household,11953
E12000007,London,22,Aged 22 years,4,White,3,3 people in household,14942
E12000007,London,22,Aged 22 years,4,White,4,4 people in household,13486
E12000007,London,22,Aged 22 years,4,White,5,5 people in household,6368
E12000007,London,22,Aged 22 years,4,White,6,6 or more people in household,4856
E12000007,London,22,Aged 22 years,5,Other ethnic group,0,0 people in household,0
E12000007,London,22,Aged 22 years,5,Other ethnic group,1,1 person in household,438
E12000007,London,22,Aged 22 years,5,Other ethnic group,2,2 people in household,1049
E12000007,London,22,Aged 22 years,5,Other ethnic group,3,3 people in household,1597
E12000007,London,22,Aged 22 years,5,Other ethnic group,4,4 people in household,1757
E12000007,London,22,Aged 22 years,5,Other ethnic group,5,5 people in household,1376
E12000007,London,22,Aged 22 years,5,Other ethnic group,6,6 or more people in household,1538
E12000007,London,23,Aged 23 years,-8,Does not apply,0,0 people in household,0
E12000007,London,23,Aged 23 years,-8,Does not apply,1,1 person in household,0
E12000007,London,23,Aged 23 years,-8,Does not apply,2,2 people in household,0
E12000007,London,23,Aged 23 years,-8,Does not apply,3,3 people in household,0
E12000007,London,23,Aged 23 years,-8,Does not apply,4,4 people in household,0
E12000007,London,23,Aged 23 years,-8,Does not apply,5,5 people in household,0
E12000007,London,23,Aged 23 years,-8,Does not apply,6,6 or more people in household,0
E12000007,London,23,Aged 23 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E12000007,London,23,Aged 23 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,1483
E12000007,London,23,Aged 23 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,3498
E12000007,London,23,Aged 23 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,4227
E12000007,London,23,Aged 23 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,5782
E12000007,London,23,Aged 23 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,4468
E12000007,London,23,Aged 23 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,6753
E12000007,London,23,Aged 23 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E12000007,London,23,Aged 23 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,818
E12000007,London,23,Aged 23 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,3041
E12000007,London,23,Aged 23 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,4065
E12000007,London,23,Aged 23 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,3968
E12000007,London,23,Aged 23 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,2783
E12000007,London,23,Aged 23 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,3459
E12000007,London,23,Aged 23 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E12000007,London,23,Aged 23 years,3,Mixed or Multiple ethnic groups,1,1 person in household,552
E12000007,London,23,Aged 23 years,3,Mixed or Multiple ethnic groups,2,2 people in household,2467
E12000007,London,23,Aged 23 years,3,Mixed or Multiple ethnic groups,3,3 people in household,2442
E12000007,London,23,Aged 23 years,3,Mixed or Multiple ethnic groups,4,4 people in household,2165
E12000007,London,23,Aged 23 years,3,Mixed or Multiple ethnic groups,5,5 people in household,891
E12000007,London,23,Aged 23 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,752
E12000007,London,23,Aged 23 years,4,White,0,0 people in household,0
E12000007,London,23,Aged 23 years,4,White,1,1 person in household,3562
E12000007,London,23,Aged 23 years,4,White,2,2 people in household,16999
E12000007,London,23,Aged 23 years,4,White,3,3 people in household,18345
E12000007,London,23,Aged 23 years,4,White,4,4 people in household,15321
E12000007,London,23,Aged 23 years,4,White,5,5 people in household,6595
E12000007,London,23,Aged 23 years,4,White,6,6 or more people in household,5481
E12000007,London,23,Aged 23 years,5,Other ethnic group,0,0 people in household,0
E12000007,London,23,Aged 23 years,5,Other ethnic group,1,1 person in household,543
E12000007,London,23,Aged 23 years,5,Other ethnic group,2,2 people in household,1225
E12000007,London,23,Aged 23 years,5,Other ethnic group,3,3 people in household,1721
E12000007,London,23,Aged 23 years,5,Other ethnic group,4,4 people in household,1824
E12000007,London,23,Aged 23 years,5,Other ethnic group,5,5 people in household,1265
E12000007,London,23,Aged 23 years,5,Other ethnic group,6,6 or more people in household,1397
E12000007,London,24,Aged 24 years,-8,Does not apply,0,0 people in household,0
E12000007,London,24,Aged 24 years,-8,Does not apply,1,1 person in household,0
E12000007,London,24,Aged 24 years,-8,Does not apply,2,2 people in household,0
E12000007,London,24,Aged 24 years,-8,Does not apply,3,3 people in household,0
E12000007,London,24,Aged 24 years,-8,Does not apply,4,4 people in household,0
E12000007,London,24,Aged 24 years,-8,Does not apply,5,5 people in household,0
E12000007,London,24,Aged 24 years,-8,Does not apply,6,6 or more people in household,0
E12000007,London,24,Aged 24 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E12000007,London,24,Aged 24 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,1675
E12000007,London,24,Aged 24 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,4056
E12000007,London,24,Aged 24 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,4538
E12000007,London,24,Aged 24 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,5853
E12000007,London,24,Aged 24 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,4338
E12000007,London,24,Aged 24 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,6753
E12000007,London,24,Aged 24 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E12000007,London,24,Aged 24 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,1010
E12000007,London,24,Aged 24 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,3283
E12000007,London,24,Aged 24 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,4118
E12000007,London,24,Aged 24 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,4041
E12000007,London,24,Aged 24 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,2585
E12000007,London,24,Aged 24 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,3293
E12000007,London,24,Aged 24 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E12000007,London,24,Aged 24 years,3,Mixed or Multiple ethnic groups,1,1 person in household,676
E12000007,London,24,Aged 24 years,3,Mixed or Multiple ethnic groups,2,2 people in household,2829
E12000007,London,24,Aged 24 years,3,Mixed or Multiple ethnic groups,3,3 people in household,2614
E12000007,London,24,Aged 24 years,3,Mixed or Multiple ethnic groups,4,4 people in household,1947
E12000007,London,24,Aged 24 years,3,Mixed or Multiple ethnic groups,5,5 people in household,920
E12000007,London,24,Aged 24 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,686
E12000007,London,24,Aged 24 years,4,White,0,0 people in household,0
E12000007,London,24,Aged 24 years,4,White,1,1 person in household,4406
E12000007,London,24,Aged 24 years,4,White,2,2 people in household,22583
E12000007,London,24,Aged 24 years,4,White,3,3 people in household,20983
E12000007,London,24,Aged 24 years,4,White,4,4 people in household,16808
E12000007,London,24,Aged 24 years,4,White,5,5 people in household,6682
E12000007,London,24,Aged 24 years,4,White,6,6 or more people in household,5728
E12000007,London,24,Aged 24 years,5,Other ethnic group,0,0 people in household,0
E12000007,London,24,Aged 24 years,5,Other ethnic group,1,1 person in household,507
E12000007,London,24,Aged 24 years,5,Other ethnic group,2,2 people in household,1474
E12000007,London,24,Aged 24 years,5,Other ethnic group,3,3 people in household,1646
E12000007,London,24,Aged 24 years,5,Other ethnic group,4,4 people in household,1804
E12000007,London,24,Aged 24 years,5,Other ethnic group,5,5 people in household,1313
E12000007,London,24,Aged 24 years,5,Other ethnic group,6,6 or more people in household,1270
E12000007,London,25,Aged 25 years,-8,Does not apply,0,0 people in household,0
E12000007,London,25,Aged 25 years,-8,Does not apply,1,1 person in household,0
E12000007,London,25,Aged 25 years,-8,Does not apply,2,2 people in household,0
E12000007,London,25,Aged 25 years,-8,Does not apply,3,3 people in household,0
E12000007,London,25,Aged 25 years,-8,Does not apply,4,4 people in household,0
E12000007,London,25,Aged 25 years,-8,Does not apply,5,5 people in household,0
E12000007,London,25,Aged 25 years,-8,Does not apply,6,6 or more people in household,0
E12000007,London,25,Aged 25 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E12000007,London,25,Aged 25 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,1779
E12000007,London,25,Aged 25 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,4394
E12000007,London,25,Aged 25 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,4886
E12000007,London,25,Aged 25 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,5630
E12000007,London,25,Aged 25 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,4164
E12000007,London,25,Aged 25 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,6521
E12000007,London,25,Aged 25 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E12000007,London,25,Aged 25 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,1276
E12000007,London,25,Aged 25 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,3697
E12000007,London,25,Aged 25 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,4317
E12000007,London,25,Aged 25 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,3943
E12000007,London,25,Aged 25 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,2488
E12000007,London,25,Aged 25 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,3121
E12000007,London,25,Aged 25 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E12000007,London,25,Aged 25 years,3,Mixed or Multiple ethnic groups,1,1 person in household,689
E12000007,London,25,Aged 25 years,3,Mixed or Multiple ethnic groups,2,2 people in household,2916
E12000007,London,25,Aged 25 years,3,Mixed or Multiple ethnic groups,3,3 people in household,2491
E12000007,London,25,Aged 25 years,3,Mixed or Multiple ethnic groups,4,4 people in household,1813
E12000007,London,25,Aged 25 years,3,Mixed or Multiple ethnic groups,5,5 people in household,814
E12000007,London,25,Aged 25 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,602
E12000007,London,25,Aged 25 years,4,White,0,0 people in household,0
E12000007,London,25,Aged 25 years,4,White,1,1 person in household,5145
E12000007,London,25,Aged 25 years,4,White,2,2 people in household,28598
E12000007,London,25,Aged 25 years,4,White,3,3 people in household,21356
E12000007,London,25,Aged 25 years,4,White,4,4 people in household,16662
E12000007,London,25,Aged 25 years,4,White,5,5 people in household,6471
E12000007,London,25,Aged 25 years,4,White,6,6 or more people in household,5792
E12000007,London,25,Aged 25 years,5,Other ethnic group,0,0 people in household,0
E12000007,London,25,Aged 25 years,5,Other ethnic group,1,1 person in household,655
E12000007,London,25,Aged 25 years,5,Other ethnic group,2,2 people in household,1745
E12000007,London,25,Aged 25 years,5,Other ethnic group,3,3 people in household,1804
E12000007,London,25,Aged 25 years,5,Other ethnic group,4,4 people in household,1803
E12000007,London,25,Aged 25 years,5,Other ethnic group,5,5 people in household,1160
E12000007,London,25,Aged 25 years,5,Other ethnic group,6,6 or more people in household,1572
E12000007,London,26,Aged 26 years,-8,Does not apply,0,0 people in household,0
E12000007,London,26,Aged 26 years,-8,Does not apply,1,1 person in household,0
E12000007,London,26,Aged 26 years,-8,Does not apply,2,2 people in household,0
E12000007,London,26,Aged 26 years,-8,Does not apply,3,3 people in household,0
E12000007,London,26,Aged 26 years,-8,Does not apply,4,4 people in household,0
E12000007,London,26,Aged 26 years,-8,Does not apply,5,5 people in household,0
E12000007,London,26,Aged 26 years,-8,Does not apply,6,6 or more people in household,0
E12000007,London,26,Aged 26 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E12000007,London,26,Aged 26 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,1950
E12000007,London,26,Aged 26 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,5044
E12000007,London,26,Aged 26 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,4708
E12000007,London,26,Aged 26 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,5513
E12000007,London,26,Aged 26 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,3817
E12000007,London,26,Aged 26 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,5890
E12000007,London,26,Aged 26 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E12000007,London,26,Aged 26 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,1323
E12000007,London,26,Aged 26 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,3854
E12000007,London,26,Aged 26 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,4152
E12000007,London,26,Aged 26 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,3454
E12000007,London,26,Aged 26 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,2279
E12000007,London,26,Aged 26 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,2600
E12000007,London,26,Aged 26 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E12000007,London,26,Aged 26 years,3,Mixed or Multiple ethnic groups,1,1 person in household,807
E12000007,London,26,Aged 26 years,3,Mixed or Multiple ethnic groups,2,2 people in household,3152
E12000007,London,26,Aged 26 years,3,Mixed or Multiple ethnic groups,3,3 people in household,2529
E12000007,London,26,Aged 26 years,3,Mixed or Multiple ethnic groups,4,4 people in household,1726
E12000007,London,26,Aged 26 years,3,Mixed or Multiple ethnic groups,5,5 people in household,717
E12000007,London,26,Aged 26 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,680
E12000007,London,26,Aged 26 years,4,White,0,0 people in household,0
E12000007,London,26,Aged 26 years,4,White,1,1 person in household,6069
E12000007,London,26,Aged 26 years,4,White,2,2 people in household,34114
E12000007,London,26,Aged 26 years,4,White,3,3 people in household,21521
E12000007,London,26,Aged 26 years,4,White,4,4 people in household,15896
E12000007,London,26,Aged 26 years,4,White,5,5 people in household,6380
E12000007,London,26,Aged 26 years,4,White,6,6 or more people in household,5844
E12000007,London,26,Aged 26 years,5,Other ethnic group,0,0 people in household,0
E12000007,London,26,Aged 26 years,5,Other ethnic group,1,1 person in household,841
E12000007,London,26,Aged 26 years,5,Other ethnic group,2,2 people in household,1977
E12000007,London,26,Aged 26 years,5,Other ethnic group,3,3 people in household,1817
E12000007,London,26,Aged 26 years,5,Other ethnic group,4,4 people in household,1816
E12000007,London,26,Aged 26 years,5,Other ethnic group,5,5 people in household,1095
E12000007,London,26,Aged 26 years,5,Other ethnic group,6,6 or more people in household,1357
E12000007,London,27,Aged 27 years,-8,Does not apply,0,0 people in household,0
E12000007,London,27,Aged 27 years,-8,Does not apply,1,1 person in household,0
E12000007,London,27,Aged 27 years,-8,Does not apply,2,2 people in household,0
E12000007,London,27,Aged 27 years,-8,Does not apply,3,3 people in household,0
E12000007,London,27,Aged 27 years,-8,Does not apply,4,4 people in household,0
E12000007,London,27,Aged 27 years,-8,Does not apply,5,5 people in household,0
E12000007,London,27,Aged 27 years,-8,Does not apply,6,6 or more people in household,0
E12000007,London,27,Aged 27 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E12000007,London,27,Aged 27 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,2193
E12000007,London,27,Aged 27 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,5562
E12000007,London,27,Aged 27 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,4818
E12000007,London,27,Aged 27 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,5369
E12000007,London,27,Aged 27 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,3699
E12000007,London,27,Aged 27 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,6072
E12000007,London,27,Aged 27 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E12000007,London,27,Aged 27 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,1624
E12000007,London,27,Aged 27 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,3999
E12000007,London,27,Aged 27 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,4143
E12000007,London,27,Aged 27 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,3398
E12000007,London,27,Aged 27 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,2049
E12000007,London,27,Aged 27 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,2251
E12000007,London,27,Aged 27 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E12000007,London,27,Aged 27 years,3,Mixed or Multiple ethnic groups,1,1 person in household,938
E12000007,London,27,Aged 27 years,3,Mixed or Multiple ethnic groups,2,2 people in household,3501
E12000007,London,27,Aged 27 years,3,Mixed or Multiple ethnic groups,3,3 people in household,2276
E12000007,London,27,Aged 27 years,3,Mixed or Multiple ethnic groups,4,4 people in household,1528
E12000007,London,27,Aged 27 years,3,Mixed or Multiple ethnic groups,5,5 people in household,633
E12000007,London,27,Aged 27 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,563
E12000007,London,27,Aged 27 years,4,White,0,0 people in household,0
E12000007,London,27,Aged 27 years,4,White,1,1 person in household,7111
E12000007,London,27,Aged 27 years,4,White,2,2 people in household,38578
E12000007,London,27,Aged 27 years,4,White,3,3 people in household,20597
E12000007,London,27,Aged 27 years,4,White,4,4 people in household,14964
E12000007,London,27,Aged 27 years,4,White,5,5 people in household,6068
E12000007,London,27,Aged 27 years,4,White,6,6 or more people in household,5947
E12000007,London,27,Aged 27 years,5,Other ethnic group,0,0 people in household,0
E12000007,London,27,Aged 27 years,5,Other ethnic group,1,1 person in household,729
E12000007,London,27,Aged 27 years,5,Other ethnic group,2,2 people in household,2232
E12000007,London,27,Aged 27 years,5,Other ethnic group,3,3 people in household,1833
E12000007,London,27,Aged 27 years,5,Other ethnic group,4,4 people in household,1716
E12000007,London,27,Aged 27 years,5,Other ethnic group,5,5 people in household,1058
E12000007,London,27,Aged 27 years,5,Other ethnic group,6,6 or more people in household,1275
E12000007,London,28,Aged 28 years,-8,Does not apply,0,0 people in household,0
E12000007,London,28,Aged 28 years,-8,Does not apply,1,1 person in household,0
E12000007,London,28,Aged 28 years,-8,Does not apply,2,2 people in household,0
E12000007,London,28,Aged 28 years,-8,Does not apply,3,3 people in household,0
E12000007,London,28,Aged 28 years,-8,Does not apply,4,4 people in household,0
E12000007,London,28,Aged 28 years,-8,Does not apply,5,5 people in household,0
E12000007,London,28,Aged 28 years,-8,Does not apply,6,6 or more people in household,0
E12000007,London,28,Aged 28 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E12000007,London,28,Aged 28 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,2294
E12000007,London,28,Aged 28 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,6541
E12000007,London,28,Aged 28 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,5166
E12000007,London,28,Aged 28 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,5256
E12000007,London,28,Aged 28 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,3575
E12000007,London,28,Aged 28 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,5940
