Regions Code,Regions,Age (17 categories) Code,Age (17 categories),Ethnic group (6 categories) Code,Ethnic group (6 categories),Economic activity status (10 categories) Code,Economic activity status (10 categories),Observation
E12000007,London,8,Aged 40 to 44 years,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,1149
E12000007,London,8,Aged 40 to 44 years,4,White,-8,Does not apply,0
E12000007,London,8,Aged 40 to 44 years,4,White,1,Economically active (excluding full-time students): In employment,292549
E12000007,London,8,Aged 40 to 44 years,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,12718
E12000007,London,8,Aged 40 to 44 years,4,White,3,Economically active and a full-time student: In employment,2728
E12000007,London,8,Aged 40 to 44 years,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,249
E12000007,London,8,Aged 40 to 44 years,4,White,5,Economically inactive: Retired,338
E12000007,London,8,Aged 40 to 44 years,4,White,6,Economically inactive: Student,2596
E12000007,London,8,Aged 40 to 44 years,4,White,7,Economically inactive: Looking after home or family,21713
E12000007,London,8,Aged 40 to 44 years,4,White,8,Economically inactive: Long-term sick or disabled,9402
E12000007,London,8,Aged 40 to 44 years,4,White,9,Economically inactive: Other,10467
E12000007,London,8,Aged 40 to 44 years,5,Other ethnic group,-8,Does not apply,0
E12000007,London,8,Aged 40 to 44 years,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,31000
E12000007,London,8,Aged 40 to 44 years,5,Other ethnic group,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2518
E12000007,London,8,Aged 40 to 44 years,5,Other ethnic group,3,Economically active and a full-time student: In employment,457
E12000007,London,8,Aged 40 to 44 years,5,Other ethnic group,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,76
E12000007,London,8,Aged 40 to 44 years,5,Other ethnic group,5,Economically inactive: Retired,72
E12000007,London,8,Aged 40 to 44 years,5,Other ethnic group,6,Economically inactive: Student,927
E12000007,London,8,Aged 40 to 44 years,5,Other ethnic group,7,Economically inactive: Looking after home or family,7085
E12000007,London,8,Aged 40 to 44 years,5,Other ethnic group,8,Economically inactive: Long-term sick or disabled,1888
E12000007,London,8,Aged 40 to 44 years,5,Other ethnic group,9,Economically inactive: Other,3168
E12000007,London,9,Aged 45 to 49 years,-8,Does not apply,-8,Does not apply,0
E12000007,London,9,Aged 45 to 49 years,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E12000007,London,9,Aged 45 to 49 years,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E12000007,London,9,Aged 45 to 49 years,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E12000007,London,9,Aged 45 to 49 years,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E12000007,London,9,Aged 45 to 49 years,-8,Does not apply,5,Economically inactive: Retired,0
E12000007,London,9,Aged 45 to 49 years,-8,Does not apply,6,Economically inactive: Student,0
E12000007,London,9,Aged 45 to 49 years,-8,Does not apply,7,Economically inactive: Looking after home or family,0
E12000007,London,9,Aged 45 to 49 years,-8,Does not apply,8,Economically inactive: Long-term sick or disabled,0
E12000007,London,9,Aged 45 to 49 years,-8,Does not apply,9,Economically inactive: Other,0
E12000007,London,9,Aged 45 to 49 years,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E12000007,London,9,Aged 45 to 49 years,1,"Asian, Asian British or Asian Welsh",1,Economically active (excluding full-time students): In employment,95073
E12000007,London,9,Aged 45 to 49 years,1,"Asian, Asian British or Asian Welsh",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,5555
E12000007,London,9,Aged 45 to 49 years,1,"Asian, Asian British or Asian Welsh",3,Economically active and a full-time student: In employment,624
E12000007,London,9,Aged 45 to 49 years,1,"Asian, Asian British or Asian Welsh",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,75
E12000007,London,9,Aged 45 to 49 years,1,"Asian, Asian British or Asian Welsh",5,Economically inactive: Retired,429
E12000007,London,9,Aged 45 to 49 years,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,945
E12000007,London,9,Aged 45 to 49 years,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,19029
E12000007,London,9,Aged 45 to 49 years,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,4313
E12000007,London,9,Aged 45 to 49 years,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,6596
E12000007,London,9,Aged 45 to 49 years,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E12000007,London,9,Aged 45 to 49 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,56285
E12000007,London,9,Aged 45 to 49 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,5116
E12000007,London,9,Aged 45 to 49 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,1827
E12000007,London,9,Aged 45 to 49 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,246
E12000007,London,9,Aged 45 to 49 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,118
E12000007,London,9,Aged 45 to 49 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,1804
E12000007,London,9,Aged 45 to 49 years,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,5994
E12000007,London,9,Aged 45 to 49 years,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,3831
E12000007,London,9,Aged 45 to 49 years,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,4872
E12000007,London,9,Aged 45 to 49 years,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E12000007,London,9,Aged 45 to 49 years,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,14675
E12000007,London,9,Aged 45 to 49 years,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1198
E12000007,London,9,Aged 45 to 49 years,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,180
E12000007,London,9,Aged 45 to 49 years,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,30
E12000007,London,9,Aged 45 to 49 years,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,54
E12000007,London,9,Aged 45 to 49 years,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,312
E12000007,London,9,Aged 45 to 49 years,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,1423
E12000007,London,9,Aged 45 to 49 years,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,1126
E12000007,London,9,Aged 45 to 49 years,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,913
E12000007,London,9,Aged 45 to 49 years,4,White,-8,Does not apply,0
E12000007,London,9,Aged 45 to 49 years,4,White,1,Economically active (excluding full-time students): In employment,256780
E12000007,London,9,Aged 45 to 49 years,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,11926
E12000007,London,9,Aged 45 to 49 years,4,White,3,Economically active and a full-time student: In employment,1770
E12000007,London,9,Aged 45 to 49 years,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,169
E12000007,London,9,Aged 45 to 49 years,4,White,5,Economically inactive: Retired,845
E12000007,London,9,Aged 45 to 49 years,4,White,6,Economically inactive: Student,2023
E12000007,London,9,Aged 45 to 49 years,4,White,7,Economically inactive: Looking after home or family,18997
E12000007,London,9,Aged 45 to 49 years,4,White,8,Economically inactive: Long-term sick or disabled,13118
E12000007,London,9,Aged 45 to 49 years,4,White,9,Economically inactive: Other,10646
E12000007,London,9,Aged 45 to 49 years,5,Other ethnic group,-8,Does not apply,0
E12000007,London,9,Aged 45 to 49 years,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,27631
E12000007,London,9,Aged 45 to 49 years,5,Other ethnic group,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1976
E12000007,London,9,Aged 45 to 49 years,5,Other ethnic group,3,Economically active and a full-time student: In employment,279
E12000007,London,9,Aged 45 to 49 years,5,Other ethnic group,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,34
E12000007,London,9,Aged 45 to 49 years,5,Other ethnic group,5,Economically inactive: Retired,139
E12000007,London,9,Aged 45 to 49 years,5,Other ethnic group,6,Economically inactive: Student,674
E12000007,London,9,Aged 45 to 49 years,5,Other ethnic group,7,Economically inactive: Looking after home or family,5850
E12000007,London,9,Aged 45 to 49 years,5,Other ethnic group,8,Economically inactive: Long-term sick or disabled,2848
E12000007,London,9,Aged 45 to 49 years,5,Other ethnic group,9,Economically inactive: Other,3010
E12000007,London,10,Aged 50 to 54 years,-8,Does not apply,-8,Does not apply,0
E12000007,London,10,Aged 50 to 54 years,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E12000007,London,10,Aged 50 to 54 years,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E12000007,London,10,Aged 50 to 54 years,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E12000007,London,10,Aged 50 to 54 years,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E12000007,London,10,Aged 50 to 54 years,-8,Does not apply,5,Economically inactive: Retired,0
E12000007,London,10,Aged 50 to 54 years,-8,Does not apply,6,Economically inactive: Student,0
E12000007,London,10,Aged 50 to 54 years,-8,Does not apply,7,Economically inactive: Looking after home or family,0
E12000007,London,10,Aged 50 to 54 years,-8,Does not apply,8,Economically inactive: Long-term sick or disabled,0
E12000007,London,10,Aged 50 to 54 years,-8,Does not apply,9,Economically inactive: Other,0
E12000007,London,10,Aged 50 to 54 years,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E12000007,London,10,Aged 50 to 54 years,1,"Asian, Asian British or Asian Welsh",1,Economically active (excluding full-time students): In employment,73159
E12000007,London,10,Aged 50 to 54 years,1,"Asian, Asian British or Asian Welsh",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,4446
E12000007,London,10,Aged 50 to 54 years,1,"Asian, Asian British or Asian Welsh",3,Economically active and a full-time student: In employment,322
E12000007,London,10,Aged 50 to 54 years,1,"Asian, Asian British or Asian Welsh",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,48
E12000007,London,10,Aged 50 to 54 years,1,"Asian, Asian British or Asian Welsh",5,Economically inactive: Retired,1223
E12000007,London,10,Aged 50 to 54 years,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,695
E12000007,London,10,Aged 50 to 54 years,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,14429
E12000007,London,10,Aged 50 to 54 years,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,5095
E12000007,London,10,Aged 50 to 54 years,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,6125
E12000007,London,10,Aged 50 to 54 years,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E12000007,London,10,Aged 50 to 54 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,66813
E12000007,London,10,Aged 50 to 54 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,5436
E12000007,London,10,Aged 50 to 54 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,1648
E12000007,London,10,Aged 50 to 54 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,196
E12000007,London,10,Aged 50 to 54 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,445
E12000007,London,10,Aged 50 to 54 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,1421
E12000007,London,10,Aged 50 to 54 years,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,5825
E12000007,London,10,Aged 50 to 54 years,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,6722
E12000007,London,10,Aged 50 to 54 years,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,6325
E12000007,London,10,Aged 50 to 54 years,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E12000007,London,10,Aged 50 to 54 years,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,12850
E12000007,London,10,Aged 50 to 54 years,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1194
E12000007,London,10,Aged 50 to 54 years,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,105
E12000007,London,10,Aged 50 to 54 years,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,16
E12000007,London,10,Aged 50 to 54 years,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,156
E12000007,London,10,Aged 50 to 54 years,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,232
E12000007,London,10,Aged 50 to 54 years,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,1214
E12000007,London,10,Aged 50 to 54 years,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,1579
E12000007,London,10,Aged 50 to 54 years,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,1054
E12000007,London,10,Aged 50 to 54 years,4,White,-8,Does not apply,0
E12000007,London,10,Aged 50 to 54 years,4,White,1,Economically active (excluding full-time students): In employment,242562
E12000007,London,10,Aged 50 to 54 years,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,12018
E12000007,London,10,Aged 50 to 54 years,4,White,3,Economically active and a full-time student: In employment,1118
E12000007,London,10,Aged 50 to 54 years,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,119
E12000007,London,10,Aged 50 to 54 years,4,White,5,Economically inactive: Retired,3548
E12000007,London,10,Aged 50 to 54 years,4,White,6,Economically inactive: Student,1546
E12000007,London,10,Aged 50 to 54 years,4,White,7,Economically inactive: Looking after home or family,19522
E12000007,London,10,Aged 50 to 54 years,4,White,8,Economically inactive: Long-term sick or disabled,19821
E12000007,London,10,Aged 50 to 54 years,4,White,9,Economically inactive: Other,13049
E12000007,London,10,Aged 50 to 54 years,5,Other ethnic group,-8,Does not apply,0
E12000007,London,10,Aged 50 to 54 years,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,24655
E12000007,London,10,Aged 50 to 54 years,5,Other ethnic group,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1777
E12000007,London,10,Aged 50 to 54 years,5,Other ethnic group,3,Economically active and a full-time student: In employment,205
E12000007,London,10,Aged 50 to 54 years,5,Other ethnic group,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,27
E12000007,London,10,Aged 50 to 54 years,5,Other ethnic group,5,Economically inactive: Retired,298
E12000007,London,10,Aged 50 to 54 years,5,Other ethnic group,6,Economically inactive: Student,485
E12000007,London,10,Aged 50 to 54 years,5,Other ethnic group,7,Economically inactive: Looking after home or family,4835
E12000007,London,10,Aged 50 to 54 years,5,Other ethnic group,8,Economically inactive: Long-term sick or disabled,3621
E12000007,London,10,Aged 50 to 54 years,5,Other ethnic group,9,Economically inactive: Other,2990
E12000007,London,11,Aged 55 to 59 years,-8,Does not apply,-8,Does not apply,0
E12000007,London,11,Aged 55 to 59 years,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E12000007,London,11,Aged 55 to 59 years,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E12000007,London,11,Aged 55 to 59 years,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E12000007,London,11,Aged 55 to 59 years,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E12000007,London,11,Aged 55 to 59 years,-8,Does not apply,5,Economically inactive: Retired,0
E12000007,London,11,Aged 55 to 59 years,-8,Does not apply,6,Economically inactive: Student,0
E12000007,London,11,Aged 55 to 59 years,-8,Does not apply,7,Economically inactive: Looking after home or family,0
E12000007,London,11,Aged 55 to 59 years,-8,Does not apply,8,Economically inactive: Long-term sick or disabled,0
E12000007,London,11,Aged 55 to 59 years,-8,Does not apply,9,Economically inactive: Other,0
E12000007,London,11,Aged 55 to 59 years,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E12000007,London,11,Aged 55 to 59 years,1,"Asian, Asian British or Asian Welsh",1,Economically active (excluding full-time students): In employment,52250
E12000007,London,11,Aged 55 to 59 years,1,"Asian, Asian British or Asian Welsh",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,3343
E12000007,London,11,Aged 55 to 59 years,1,"Asian, Asian British or Asian Welsh",3,Economically active and a full-time student: In employment,164
E12000007,London,11,Aged 55 to 59 years,1,"Asian, Asian British or Asian Welsh",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,17
E12000007,London,11,Aged 55 to 59 years,1,"Asian, Asian British or Asian Welsh",5,Economically inactive: Retired,3764
E12000007,London,11,Aged 55 to 59 years,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,345
E12000007,London,11,Aged 55 to 59 years,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,11319
E12000007,London,11,Aged 55 to 59 years,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,5929
E12000007,London,11,Aged 55 to 59 years,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,5626
E12000007,London,11,Aged 55 to 59 years,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E12000007,London,11,Aged 55 to 59 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,60660
E12000007,London,11,Aged 55 to 59 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,5162
E12000007,London,11,Aged 55 to 59 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,915
E12000007,London,11,Aged 55 to 59 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,147
E12000007,London,11,Aged 55 to 59 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,2009
E12000007,London,11,Aged 55 to 59 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,1192
E12000007,London,11,Aged 55 to 59 years,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,4420
E12000007,London,11,Aged 55 to 59 years,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,7570
E12000007,London,11,Aged 55 to 59 years,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,6322
E12000007,London,11,Aged 55 to 59 years,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E12000007,London,11,Aged 55 to 59 years,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,9634
E12000007,London,11,Aged 55 to 59 years,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,854
E12000007,London,11,Aged 55 to 59 years,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,64
E12000007,London,11,Aged 55 to 59 years,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,7
E12000007,London,11,Aged 55 to 59 years,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,486
E12000007,London,11,Aged 55 to 59 years,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,127
E12000007,London,11,Aged 55 to 59 years,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,931
E12000007,London,11,Aged 55 to 59 years,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,1650
E12000007,London,11,Aged 55 to 59 years,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,974
E12000007,London,11,Aged 55 to 59 years,4,White,-8,Does not apply,0
E12000007,London,11,Aged 55 to 59 years,4,White,1,Economically active (excluding full-time students): In employment,206752
E12000007,London,11,Aged 55 to 59 years,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,10461
E12000007,London,11,Aged 55 to 59 years,4,White,3,Economically active and a full-time student: In employment,531
E12000007,London,11,Aged 55 to 59 years,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,47
E12000007,London,11,Aged 55 to 59 years,4,White,5,Economically inactive: Retired,15957
E12000007,London,11,Aged 55 to 59 years,4,White,6,Economically inactive: Student,1171
E12000007,London,11,Aged 55 to 59 years,4,White,7,Economically inactive: Looking after home or family,18807
E12000007,London,11,Aged 55 to 59 years,4,White,8,Economically inactive: Long-term sick or disabled,23798
E12000007,London,11,Aged 55 to 59 years,4,White,9,Economically inactive: Other,13629
E12000007,London,11,Aged 55 to 59 years,5,Other ethnic group,-8,Does not apply,0
E12000007,London,11,Aged 55 to 59 years,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,18094
E12000007,London,11,Aged 55 to 59 years,5,Other ethnic group,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1431
E12000007,London,11,Aged 55 to 59 years,5,Other ethnic group,3,Economically active and a full-time student: In employment,86
E12000007,London,11,Aged 55 to 59 years,5,Other ethnic group,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,10
E12000007,London,11,Aged 55 to 59 years,5,Other ethnic group,5,Economically inactive: Retired,840
E12000007,London,11,Aged 55 to 59 years,5,Other ethnic group,6,Economically inactive: Student,204
E12000007,London,11,Aged 55 to 59 years,5,Other ethnic group,7,Economically inactive: Looking after home or family,3645
E12000007,London,11,Aged 55 to 59 years,5,Other ethnic group,8,Economically inactive: Long-term sick or disabled,4267
E12000007,London,11,Aged 55 to 59 years,5,Other ethnic group,9,Economically inactive: Other,2943
E12000007,London,12,Aged 60 to 64 years,-8,Does not apply,-8,Does not apply,0
E12000007,London,12,Aged 60 to 64 years,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E12000007,London,12,Aged 60 to 64 years,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E12000007,London,12,Aged 60 to 64 years,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E12000007,London,12,Aged 60 to 64 years,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E12000007,London,12,Aged 60 to 64 years,-8,Does not apply,5,Economically inactive: Retired,0
E12000007,London,12,Aged 60 to 64 years,-8,Does not apply,6,Economically inactive: Student,0
E12000007,London,12,Aged 60 to 64 years,-8,Does not apply,7,Economically inactive: Looking after home or family,0
E12000007,London,12,Aged 60 to 64 years,-8,Does not apply,8,Economically inactive: Long-term sick or disabled,0
E12000007,London,12,Aged 60 to 64 years,-8,Does not apply,9,Economically inactive: Other,0
E12000007,London,12,Aged 60 to 64 years,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E12000007,London,12,Aged 60 to 64 years,1,"Asian, Asian British or Asian Welsh",1,Economically active (excluding full-time students): In employment,36725
E12000007,London,12,Aged 60 to 64 years,1,"Asian, Asian British or Asian Welsh",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2645
E12000007,London,12,Aged 60 to 64 years,1,"Asian, Asian British or Asian Welsh",3,Economically active and a full-time student: In employment,64
E12000007,London,12,Aged 60 to 64 years,1,"Asian, Asian British or Asian Welsh",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,17
E12000007,London,12,Aged 60 to 64 years,1,"Asian, Asian British or Asian Welsh",5,Economically inactive: Retired,12146
E12000007,London,12,Aged 60 to 64 years,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,176
E12000007,London,12,Aged 60 to 64 years,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,8523
E12000007,London,12,Aged 60 to 64 years,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,6439
E12000007,London,12,Aged 60 to 64 years,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,5081
E12000007,London,12,Aged 60 to 64 years,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E12000007,London,12,Aged 60 to 64 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,35783
E12000007,London,12,Aged 60 to 64 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,3257
E12000007,London,12,Aged 60 to 64 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,325
E12000007,London,12,Aged 60 to 64 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,37
E12000007,London,12,Aged 60 to 64 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,5760
E12000007,London,12,Aged 60 to 64 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,395
E12000007,London,12,Aged 60 to 64 years,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,2633
E12000007,London,12,Aged 60 to 64 years,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,6029
E12000007,London,12,Aged 60 to 64 years,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,4786
E12000007,London,12,Aged 60 to 64 years,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E12000007,London,12,Aged 60 to 64 years,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,4995
