Regions Code,Regions,Age (17 categories) Code,Age (17 categories),Ethnic group (6 categories) Code,Ethnic group (6 categories),Economic activity status (10 categories) Code,Economic activity status (10 categories),Observation
E12000007,London,4,Aged 20 to 24 years,4,White,9,Economically inactive: Other,12203
E12000007,London,4,Aged 20 to 24 years,5,Other ethnic group,-8,Does not apply,0
E12000007,London,4,Aged 20 to 24 years,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,13646
E12000007,London,4,Aged 20 to 24 years,5,Other ethnic group,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,3354
E12000007,London,4,Aged 20 to 24 years,5,Other ethnic group,3,Economically active and a full-time student: In employment,3741
E12000007,London,4,Aged 20 to 24 years,5,Other ethnic group,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1455
E12000007,London,4,Aged 20 to 24 years,5,Other ethnic group,5,Economically inactive: Retired,28
E12000007,London,4,Aged 20 to 24 years,5,Other ethnic group,6,Economically inactive: Student,10755
E12000007,London,4,Aged 20 to 24 years,5,Other ethnic group,7,Economically inactive: Looking after home or family,1736
E12000007,London,4,Aged 20 to 24 years,5,Other ethnic group,8,Economically inactive: Long-term sick or disabled,427
E12000007,London,4,Aged 20 to 24 years,5,Other ethnic group,9,Economically inactive: Other,2696
E12000007,London,5,Aged 25 to 29 years,-8,Does not apply,-8,Does not apply,0
E12000007,London,5,Aged 25 to 29 years,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E12000007,London,5,Aged 25 to 29 years,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E12000007,London,5,Aged 25 to 29 years,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E12000007,London,5,Aged 25 to 29 years,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E12000007,London,5,Aged 25 to 29 years,-8,Does not apply,5,Economically inactive: Retired,0
E12000007,London,5,Aged 25 to 29 years,-8,Does not apply,6,Economically inactive: Student,0
E12000007,London,5,Aged 25 to 29 years,-8,Does not apply,7,Economically inactive: Looking after home or family,0
E12000007,London,5,Aged 25 to 29 years,-8,Does not apply,8,Economically inactive: Long-term sick or disabled,0
E12000007,London,5,Aged 25 to 29 years,-8,Does not apply,9,Economically inactive: Other,0
E12000007,London,5,Aged 25 to 29 years,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E12000007,London,5,Aged 25 to 29 years,1,"Asian, Asian British or Asian Welsh",1,Economically active (excluding full-time students): In employment,99141
E12000007,London,5,Aged 25 to 29 years,1,"Asian, Asian British or Asian Welsh",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,7935
E12000007,London,5,Aged 25 to 29 years,1,"Asian, Asian British or Asian Welsh",3,Economically active and a full-time student: In employment,4437
E12000007,London,5,Aged 25 to 29 years,1,"Asian, Asian British or Asian Welsh",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1542
E12000007,London,5,Aged 25 to 29 years,1,"Asian, Asian British or Asian Welsh",5,Economically inactive: Retired,38
E12000007,London,5,Aged 25 to 29 years,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,8786
E12000007,London,5,Aged 25 to 29 years,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,10484
E12000007,London,5,Aged 25 to 29 years,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,1530
E12000007,London,5,Aged 25 to 29 years,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,6806
E12000007,London,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E12000007,London,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,57984
E12000007,London,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,9343
E12000007,London,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,2825
E12000007,London,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,943
E12000007,London,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,75
E12000007,London,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,4399
E12000007,London,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,4086
E12000007,London,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,1862
E12000007,London,5,Aged 25 to 29 years,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,5733
E12000007,London,5,Aged 25 to 29 years,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E12000007,London,5,Aged 25 to 29 years,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,34830
E12000007,London,5,Aged 25 to 29 years,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,3344
E12000007,London,5,Aged 25 to 29 years,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,1076
E12000007,London,5,Aged 25 to 29 years,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,290
E12000007,London,5,Aged 25 to 29 years,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,16
E12000007,London,5,Aged 25 to 29 years,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,1826
E12000007,London,5,Aged 25 to 29 years,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,1997
E12000007,London,5,Aged 25 to 29 years,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,1083
E12000007,London,5,Aged 25 to 29 years,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,2143
E12000007,London,5,Aged 25 to 29 years,4,White,-8,Does not apply,0
E12000007,London,5,Aged 25 to 29 years,4,White,1,Economically active (excluding full-time students): In employment,381803
E12000007,London,5,Aged 25 to 29 years,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,18438
E12000007,London,5,Aged 25 to 29 years,4,White,3,Economically active and a full-time student: In employment,11756
E12000007,London,5,Aged 25 to 29 years,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1650
E12000007,London,5,Aged 25 to 29 years,4,White,5,Economically inactive: Retired,124
E12000007,London,5,Aged 25 to 29 years,4,White,6,Economically inactive: Student,13030
E12000007,London,5,Aged 25 to 29 years,4,White,7,Economically inactive: Looking after home or family,13963
E12000007,London,5,Aged 25 to 29 years,4,White,8,Economically inactive: Long-term sick or disabled,5707
E12000007,London,5,Aged 25 to 29 years,4,White,9,Economically inactive: Other,13354
E12000007,London,5,Aged 25 to 29 years,5,Other ethnic group,-8,Does not apply,0
E12000007,London,5,Aged 25 to 29 years,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,29050
E12000007,London,5,Aged 25 to 29 years,5,Other ethnic group,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,3227
E12000007,London,5,Aged 25 to 29 years,5,Other ethnic group,3,Economically active and a full-time student: In employment,1340
E12000007,London,5,Aged 25 to 29 years,5,Other ethnic group,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,408
E12000007,London,5,Aged 25 to 29 years,5,Other ethnic group,5,Economically inactive: Retired,25
E12000007,London,5,Aged 25 to 29 years,5,Other ethnic group,6,Economically inactive: Student,2839
E12000007,London,5,Aged 25 to 29 years,5,Other ethnic group,7,Economically inactive: Looking after home or family,3694
E12000007,London,5,Aged 25 to 29 years,5,Other ethnic group,8,Economically inactive: Long-term sick or disabled,738
E12000007,London,5,Aged 25 to 29 years,5,Other ethnic group,9,Economically inactive: Other,3331
E12000007,London,6,Aged 30 to 34 years,-8,Does not apply,-8,Does not apply,0
E12000007,London,6,Aged 30 to 34 years,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E12000007,London,6,Aged 30 to 34 years,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E12000007,London,6,Aged 30 to 34 years,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E12000007,London,6,Aged 30 to 34 years,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E12000007,London,6,Aged 30 to 34 years,-8,Does not apply,5,Economically inactive: Retired,0
E12000007,London,6,Aged 30 to 34 years,-8,Does not apply,6,Economically inactive: Student,0
E12000007,London,6,Aged 30 to 34 years,-8,Does not apply,7,Economically inactive: Looking after home or family,0
E12000007,London,6,Aged 30 to 34 years,-8,Does not apply,8,Economically inactive: Long-term sick or disabled,0
E12000007,London,6,Aged 30 to 34 years,-8,Does not apply,9,Economically inactive: Other,0
E12000007,London,6,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E12000007,London,6,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",1,Economically active (excluding full-time students): In employment,122530
E12000007,London,6,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,7170
E12000007,London,6,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",3,Economically active and a full-time student: In employment,1724
E12000007,London,6,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,462
E12000007,London,6,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",5,Economically inactive: Retired,78
E12000007,London,6,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,3614
E12000007,London,6,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,21539
E12000007,London,6,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,2052
E12000007,London,6,Aged 30 to 34 years,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,8008
E12000007,London,6,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E12000007,London,6,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,54762
E12000007,London,6,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,7083
E12000007,London,6,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,1806
E12000007,London,6,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,514
E12000007,London,6,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,36
E12000007,London,6,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,2739
E12000007,London,6,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,7025
E12000007,London,6,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,2169
E12000007,London,6,Aged 30 to 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,5169
E12000007,London,6,Aged 30 to 34 years,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E12000007,London,6,Aged 30 to 34 years,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,32380
E12000007,London,6,Aged 30 to 34 years,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2468
E12000007,London,6,Aged 30 to 34 years,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,550
E12000007,London,6,Aged 30 to 34 years,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,143
E12000007,London,6,Aged 30 to 34 years,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,15
E12000007,London,6,Aged 30 to 34 years,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,854
E12000007,London,6,Aged 30 to 34 years,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,2508
E12000007,London,6,Aged 30 to 34 years,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,1135
E12000007,London,6,Aged 30 to 34 years,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,1803
E12000007,London,6,Aged 30 to 34 years,4,White,-8,Does not apply,0
E12000007,London,6,Aged 30 to 34 years,4,White,1,Economically active (excluding full-time students): In employment,394382
E12000007,London,6,Aged 30 to 34 years,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,15748
E12000007,London,6,Aged 30 to 34 years,4,White,3,Economically active and a full-time student: In employment,7892
E12000007,London,6,Aged 30 to 34 years,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,845
E12000007,London,6,Aged 30 to 34 years,4,White,5,Economically inactive: Retired,161
E12000007,London,6,Aged 30 to 34 years,4,White,6,Economically inactive: Student,5763
E12000007,London,6,Aged 30 to 34 years,4,White,7,Economically inactive: Looking after home or family,20573
E12000007,London,6,Aged 30 to 34 years,4,White,8,Economically inactive: Long-term sick or disabled,6517
E12000007,London,6,Aged 30 to 34 years,4,White,9,Economically inactive: Other,12878
E12000007,London,6,Aged 30 to 34 years,5,Other ethnic group,-8,Does not apply,0
E12000007,London,6,Aged 30 to 34 years,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,32387
E12000007,London,6,Aged 30 to 34 years,5,Other ethnic group,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2793
E12000007,London,6,Aged 30 to 34 years,5,Other ethnic group,3,Economically active and a full-time student: In employment,849
E12000007,London,6,Aged 30 to 34 years,5,Other ethnic group,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,215
E12000007,London,6,Aged 30 to 34 years,5,Other ethnic group,5,Economically inactive: Retired,40
E12000007,London,6,Aged 30 to 34 years,5,Other ethnic group,6,Economically inactive: Student,1779
E12000007,London,6,Aged 30 to 34 years,5,Other ethnic group,7,Economically inactive: Looking after home or family,6172
E12000007,London,6,Aged 30 to 34 years,5,Other ethnic group,8,Economically inactive: Long-term sick or disabled,986
E12000007,London,6,Aged 30 to 34 years,5,Other ethnic group,9,Economically inactive: Other,3602
E12000007,London,7,Aged 35 to 39 years,-8,Does not apply,-8,Does not apply,0
E12000007,London,7,Aged 35 to 39 years,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E12000007,London,7,Aged 35 to 39 years,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E12000007,London,7,Aged 35 to 39 years,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E12000007,London,7,Aged 35 to 39 years,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E12000007,London,7,Aged 35 to 39 years,-8,Does not apply,5,Economically inactive: Retired,0
E12000007,London,7,Aged 35 to 39 years,-8,Does not apply,6,Economically inactive: Student,0
E12000007,London,7,Aged 35 to 39 years,-8,Does not apply,7,Economically inactive: Looking after home or family,0
E12000007,London,7,Aged 35 to 39 years,-8,Does not apply,8,Economically inactive: Long-term sick or disabled,0
E12000007,London,7,Aged 35 to 39 years,-8,Does not apply,9,Economically inactive: Other,0
E12000007,London,7,Aged 35 to 39 years,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E12000007,London,7,Aged 35 to 39 years,1,"Asian, Asian British or Asian Welsh",1,Economically active (excluding full-time students): In employment,126297
E12000007,London,7,Aged 35 to 39 years,1,"Asian, Asian British or Asian Welsh",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,7068
E12000007,London,7,Aged 35 to 39 years,1,"Asian, Asian British or Asian Welsh",3,Economically active and a full-time student: In employment,1117
E12000007,London,7,Aged 35 to 39 years,1,"Asian, Asian British or Asian Welsh",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,177
E12000007,London,7,Aged 35 to 39 years,1,"Asian, Asian British or Asian Welsh",5,Economically inactive: Retired,116
E12000007,London,7,Aged 35 to 39 years,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,2495
E12000007,London,7,Aged 35 to 39 years,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,26973
E12000007,London,7,Aged 35 to 39 years,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,2666
E12000007,London,7,Aged 35 to 39 years,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,7947
E12000007,London,7,Aged 35 to 39 years,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E12000007,London,7,Aged 35 to 39 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,52058
E12000007,London,7,Aged 35 to 39 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,5967
E12000007,London,7,Aged 35 to 39 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,1874
E12000007,London,7,Aged 35 to 39 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,366
E12000007,London,7,Aged 35 to 39 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,46
E12000007,London,7,Aged 35 to 39 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,2267
E12000007,London,7,Aged 35 to 39 years,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,7792
E12000007,London,7,Aged 35 to 39 years,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,2452
E12000007,London,7,Aged 35 to 39 years,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,4666
E12000007,London,7,Aged 35 to 39 years,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E12000007,London,7,Aged 35 to 39 years,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,24327
E12000007,London,7,Aged 35 to 39 years,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1787
E12000007,London,7,Aged 35 to 39 years,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,411
E12000007,London,7,Aged 35 to 39 years,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,78
E12000007,London,7,Aged 35 to 39 years,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,18
E12000007,London,7,Aged 35 to 39 years,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,673
E12000007,London,7,Aged 35 to 39 years,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,2422
E12000007,London,7,Aged 35 to 39 years,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,1133
E12000007,London,7,Aged 35 to 39 years,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,1276
E12000007,London,7,Aged 35 to 39 years,4,White,-8,Does not apply,0
E12000007,London,7,Aged 35 to 39 years,4,White,1,Economically active (excluding full-time students): In employment,335022
E12000007,London,7,Aged 35 to 39 years,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,13628
E12000007,London,7,Aged 35 to 39 years,4,White,3,Economically active and a full-time student: In employment,4501
E12000007,London,7,Aged 35 to 39 years,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,396
E12000007,London,7,Aged 35 to 39 years,4,White,5,Economically inactive: Retired,205
E12000007,London,7,Aged 35 to 39 years,4,White,6,Economically inactive: Student,3515
E12000007,London,7,Aged 35 to 39 years,4,White,7,Economically inactive: Looking after home or family,23507
E12000007,London,7,Aged 35 to 39 years,4,White,8,Economically inactive: Long-term sick or disabled,7657
E12000007,London,7,Aged 35 to 39 years,4,White,9,Economically inactive: Other,10786
E12000007,London,7,Aged 35 to 39 years,5,Other ethnic group,-8,Does not apply,0
E12000007,London,7,Aged 35 to 39 years,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,31948
E12000007,London,7,Aged 35 to 39 years,5,Other ethnic group,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2583
E12000007,London,7,Aged 35 to 39 years,5,Other ethnic group,3,Economically active and a full-time student: In employment,616
E12000007,London,7,Aged 35 to 39 years,5,Other ethnic group,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,161
E12000007,London,7,Aged 35 to 39 years,5,Other ethnic group,5,Economically inactive: Retired,40
E12000007,London,7,Aged 35 to 39 years,5,Other ethnic group,6,Economically inactive: Student,1225
E12000007,London,7,Aged 35 to 39 years,5,Other ethnic group,7,Economically inactive: Looking after home or family,7243
E12000007,London,7,Aged 35 to 39 years,5,Other ethnic group,8,Economically inactive: Long-term sick or disabled,1442
E12000007,London,7,Aged 35 to 39 years,5,Other ethnic group,9,Economically inactive: Other,3544
E12000007,London,8,Aged 40 to 44 years,-8,Does not apply,-8,Does not apply,0
E12000007,London,8,Aged 40 to 44 years,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E12000007,London,8,Aged 40 to 44 years,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E12000007,London,8,Aged 40 to 44 years,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E12000007,London,8,Aged 40 to 44 years,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E12000007,London,8,Aged 40 to 44 years,-8,Does not apply,5,Economically inactive: Retired,0
E12000007,London,8,Aged 40 to 44 years,-8,Does not apply,6,Economically inactive: Student,0
E12000007,London,8,Aged 40 to 44 years,-8,Does not apply,7,Economically inactive: Looking after home or family,0
E12000007,London,8,Aged 40 to 44 years,-8,Does not apply,8,Economically inactive: Long-term sick or disabled,0
E12000007,London,8,Aged 40 to 44 years,-8,Does not apply,9,Economically inactive: Other,0
E12000007,London,8,Aged 40 to 44 years,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E12000007,London,8,Aged 40 to 44 years,1,"Asian, Asian British or Asian Welsh",1,Economically active (excluding full-time students): In employment,116022
E12000007,London,8,Aged 40 to 44 years,1,"Asian, Asian British or Asian Welsh",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,6490
E12000007,London,8,Aged 40 to 44 years,1,"Asian, Asian British or Asian Welsh",3,Economically active and a full-time student: In employment,880
E12000007,London,8,Aged 40 to 44 years,1,"Asian, Asian British or Asian Welsh",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,176
E12000007,London,8,Aged 40 to 44 years,1,"Asian, Asian British or Asian Welsh",5,Economically inactive: Retired,170
E12000007,London,8,Aged 40 to 44 years,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,1716
E12000007,London,8,Aged 40 to 44 years,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,24588
E12000007,London,8,Aged 40 to 44 years,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,3572
E12000007,London,8,Aged 40 to 44 years,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,7190
E12000007,London,8,Aged 40 to 44 years,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E12000007,London,8,Aged 40 to 44 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,53863
E12000007,London,8,Aged 40 to 44 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,5320
E12000007,London,8,Aged 40 to 44 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,2092
E12000007,London,8,Aged 40 to 44 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,342
E12000007,London,8,Aged 40 to 44 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,144
E12000007,London,8,Aged 40 to 44 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,2027
E12000007,London,8,Aged 40 to 44 years,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,6988
E12000007,London,8,Aged 40 to 44 years,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,2951
E12000007,London,8,Aged 40 to 44 years,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,4572
E12000007,London,8,Aged 40 to 44 years,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E12000007,London,8,Aged 40 to 44 years,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,19077
E12000007,London,8,Aged 40 to 44 years,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1421
E12000007,London,8,Aged 40 to 44 years,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,220
E12000007,London,8,Aged 40 to 44 years,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,37
E12000007,London,8,Aged 40 to 44 years,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,31
E12000007,London,8,Aged 40 to 44 years,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,409
E12000007,London,8,Aged 40 to 44 years,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,1948
E12000007,London,8,Aged 40 to 44 years,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,1182
