Lower tier local authorities Code,Lower tier local authorities,Age (17 categories) Code,Age (17 categories),Ethnic group (6 categories) Code,Ethnic group (6 categories),Economic activity status (10 categories) Code,Economic activity status (10 categories),Observation
E08000003,Manchester,13,Aged 65 to 69 years,-8,Does not apply,5,Economically inactive: Retired,0
E08000003,Manchester,13,Aged 65 to 69 years,-8,Does not apply,6,Economically inactive: Student,0
E08000003,Manchester,13,Aged 65 to 69 years,-8,Does not apply,7,Economically inactive: Looking after home or family,0
E08000003,Manchester,13,Aged 65 to 69 years,-8,Does not apply,8,Economically inactive: Long-term sick or disabled,0
E08000003,Manchester,13,Aged 65 to 69 years,-8,Does not apply,9,Economically inactive: Other,0
E08000003,Manchester,13,Aged 65 to 69 years,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E08000003,Manchester,13,Aged 65 to 69 years,1,"Asian, Asian British or Asian Welsh",1,Economically active (excluding full-time students): In employment,458
E08000003,Manchester,13,Aged 65 to 69 years,1,"Asian, Asian British or Asian Welsh",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,15
E08000003,Manchester,13,Aged 65 to 69 years,1,"Asian, Asian British or Asian Welsh",3,Economically active and a full-time student: In employment,2
E08000003,Manchester,13,Aged 65 to 69 years,1,"Asian, Asian British or Asian Welsh",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1
E08000003,Manchester,13,Aged 65 to 69 years,1,"Asian, Asian British or Asian Welsh",5,Economically inactive: Retired,1220
E08000003,Manchester,13,Aged 65 to 69 years,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,4
E08000003,Manchester,13,Aged 65 to 69 years,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,189
E08000003,Manchester,13,Aged 65 to 69 years,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,156
E08000003,Manchester,13,Aged 65 to 69 years,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,147
E08000003,Manchester,13,Aged 65 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E08000003,Manchester,13,Aged 65 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,337
E08000003,Manchester,13,Aged 65 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,22
E08000003,Manchester,13,Aged 65 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,3
E08000003,Manchester,13,Aged 65 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000003,Manchester,13,Aged 65 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,460
E08000003,Manchester,13,Aged 65 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,5
E08000003,Manchester,13,Aged 65 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,22
E08000003,Manchester,13,Aged 65 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,69
E08000003,Manchester,13,Aged 65 to 69 years,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,36
E08000003,Manchester,13,Aged 65 to 69 years,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E08000003,Manchester,13,Aged 65 to 69 years,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,63
E08000003,Manchester,13,Aged 65 to 69 years,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,4
E08000003,Manchester,13,Aged 65 to 69 years,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,0
E08000003,Manchester,13,Aged 65 to 69 years,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000003,Manchester,13,Aged 65 to 69 years,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,131
E08000003,Manchester,13,Aged 65 to 69 years,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,8
E08000003,Manchester,13,Aged 65 to 69 years,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,4
E08000003,Manchester,13,Aged 65 to 69 years,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,20
E08000003,Manchester,13,Aged 65 to 69 years,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,9
E08000003,Manchester,13,Aged 65 to 69 years,4,White,-8,Does not apply,0
E08000003,Manchester,13,Aged 65 to 69 years,4,White,1,Economically active (excluding full-time students): In employment,2744
E08000003,Manchester,13,Aged 65 to 69 years,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,118
E08000003,Manchester,13,Aged 65 to 69 years,4,White,3,Economically active and a full-time student: In employment,3
E08000003,Manchester,13,Aged 65 to 69 years,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000003,Manchester,13,Aged 65 to 69 years,4,White,5,Economically inactive: Retired,8307
E08000003,Manchester,13,Aged 65 to 69 years,4,White,6,Economically inactive: Student,20
E08000003,Manchester,13,Aged 65 to 69 years,4,White,7,Economically inactive: Looking after home or family,264
E08000003,Manchester,13,Aged 65 to 69 years,4,White,8,Economically inactive: Long-term sick or disabled,827
E08000003,Manchester,13,Aged 65 to 69 years,4,White,9,Economically inactive: Other,219
E08000003,Manchester,13,Aged 65 to 69 years,5,Other ethnic group,-8,Does not apply,0
E08000003,Manchester,13,Aged 65 to 69 years,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,82
E08000003,Manchester,13,Aged 65 to 69 years,5,Other ethnic group,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2
E08000003,Manchester,13,Aged 65 to 69 years,5,Other ethnic group,3,Economically active and a full-time student: In employment,0
E08000003,Manchester,13,Aged 65 to 69 years,5,Other ethnic group,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000003,Manchester,13,Aged 65 to 69 years,5,Other ethnic group,5,Economically inactive: Retired,222
E08000003,Manchester,13,Aged 65 to 69 years,5,Other ethnic group,6,Economically inactive: Student,0
E08000003,Manchester,13,Aged 65 to 69 years,5,Other ethnic group,7,Economically inactive: Looking after home or family,25
E08000003,Manchester,13,Aged 65 to 69 years,5,Other ethnic group,8,Economically inactive: Long-term sick or disabled,26
E08000003,Manchester,13,Aged 65 to 69 years,5,Other ethnic group,9,Economically inactive: Other,49
E08000003,Manchester,14,Aged 70 to 74 years,-8,Does not apply,-8,Does not apply,0
E08000003,Manchester,14,Aged 70 to 74 years,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E08000003,Manchester,14,Aged 70 to 74 years,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000003,Manchester,14,Aged 70 to 74 years,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E08000003,Manchester,14,Aged 70 to 74 years,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000003,Manchester,14,Aged 70 to 74 years,-8,Does not apply,5,Economically inactive: Retired,0
E08000003,Manchester,14,Aged 70 to 74 years,-8,Does not apply,6,Economically inactive: Student,0
E08000003,Manchester,14,Aged 70 to 74 years,-8,Does not apply,7,Economically inactive: Looking after home or family,0
E08000003,Manchester,14,Aged 70 to 74 years,-8,Does not apply,8,Economically inactive: Long-term sick or disabled,0
E08000003,Manchester,14,Aged 70 to 74 years,-8,Does not apply,9,Economically inactive: Other,0
E08000003,Manchester,14,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E08000003,Manchester,14,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",1,Economically active (excluding full-time students): In employment,87
E08000003,Manchester,14,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2
E08000003,Manchester,14,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",3,Economically active and a full-time student: In employment,0
E08000003,Manchester,14,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000003,Manchester,14,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",5,Economically inactive: Retired,964
E08000003,Manchester,14,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,2
E08000003,Manchester,14,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,57
E08000003,Manchester,14,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,65
E08000003,Manchester,14,Aged 70 to 74 years,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,61
E08000003,Manchester,14,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E08000003,Manchester,14,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,70
E08000003,Manchester,14,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,5
E08000003,Manchester,14,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,0
E08000003,Manchester,14,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000003,Manchester,14,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,401
E08000003,Manchester,14,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,0
E08000003,Manchester,14,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,5
E08000003,Manchester,14,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,25
E08000003,Manchester,14,Aged 70 to 74 years,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,23
E08000003,Manchester,14,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E08000003,Manchester,14,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,20
E08000003,Manchester,14,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000003,Manchester,14,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,0
E08000003,Manchester,14,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000003,Manchester,14,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,107
E08000003,Manchester,14,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,2
E08000003,Manchester,14,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,2
E08000003,Manchester,14,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,4
E08000003,Manchester,14,Aged 70 to 74 years,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,2
E08000003,Manchester,14,Aged 70 to 74 years,4,White,-8,Does not apply,0
E08000003,Manchester,14,Aged 70 to 74 years,4,White,1,Economically active (excluding full-time students): In employment,865
E08000003,Manchester,14,Aged 70 to 74 years,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,11
E08000003,Manchester,14,Aged 70 to 74 years,4,White,3,Economically active and a full-time student: In employment,0
E08000003,Manchester,14,Aged 70 to 74 years,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000003,Manchester,14,Aged 70 to 74 years,4,White,5,Economically inactive: Retired,9970
E08000003,Manchester,14,Aged 70 to 74 years,4,White,6,Economically inactive: Student,11
E08000003,Manchester,14,Aged 70 to 74 years,4,White,7,Economically inactive: Looking after home or family,88
E08000003,Manchester,14,Aged 70 to 74 years,4,White,8,Economically inactive: Long-term sick or disabled,373
E08000003,Manchester,14,Aged 70 to 74 years,4,White,9,Economically inactive: Other,97
E08000003,Manchester,14,Aged 70 to 74 years,5,Other ethnic group,-8,Does not apply,0
E08000003,Manchester,14,Aged 70 to 74 years,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,21
E08000003,Manchester,14,Aged 70 to 74 years,5,Other ethnic group,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1
E08000003,Manchester,14,Aged 70 to 74 years,5,Other ethnic group,3,Economically active and a full-time student: In employment,0
E08000003,Manchester,14,Aged 70 to 74 years,5,Other ethnic group,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000003,Manchester,14,Aged 70 to 74 years,5,Other ethnic group,5,Economically inactive: Retired,208
E08000003,Manchester,14,Aged 70 to 74 years,5,Other ethnic group,6,Economically inactive: Student,0
E08000003,Manchester,14,Aged 70 to 74 years,5,Other ethnic group,7,Economically inactive: Looking after home or family,9
E08000003,Manchester,14,Aged 70 to 74 years,5,Other ethnic group,8,Economically inactive: Long-term sick or disabled,8
E08000003,Manchester,14,Aged 70 to 74 years,5,Other ethnic group,9,Economically inactive: Other,18
E08000003,Manchester,15,Aged 75 to 79 years,-8,Does not apply,-8,Does not apply,0
E08000003,Manchester,15,Aged 75 to 79 years,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E08000003,Manchester,15,Aged 75 to 79 years,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000003,Manchester,15,Aged 75 to 79 years,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E08000003,Manchester,15,Aged 75 to 79 years,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000003,Manchester,15,Aged 75 to 79 years,-8,Does not apply,5,Economically inactive: Retired,0
E08000003,Manchester,15,Aged 75 to 79 years,-8,Does not apply,6,Economically inactive: Student,0
E08000003,Manchester,15,Aged 75 to 79 years,-8,Does not apply,7,Economically inactive: Looking after home or family,0
E08000003,Manchester,15,Aged 75 to 79 years,-8,Does not apply,8,Economically inactive: Long-term sick or disabled,0
E08000003,Manchester,15,Aged 75 to 79 years,-8,Does not apply,9,Economically inactive: Other,0
E08000003,Manchester,15,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E08000003,Manchester,15,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",1,Economically active (excluding full-time students): In employment,37
E08000003,Manchester,15,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000003,Manchester,15,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",3,Economically active and a full-time student: In employment,0
E08000003,Manchester,15,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000003,Manchester,15,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",5,Economically inactive: Retired,666
E08000003,Manchester,15,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,2
E08000003,Manchester,15,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,30
E08000003,Manchester,15,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,39
E08000003,Manchester,15,Aged 75 to 79 years,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,41
E08000003,Manchester,15,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E08000003,Manchester,15,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,25
E08000003,Manchester,15,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1
E08000003,Manchester,15,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,0
E08000003,Manchester,15,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000003,Manchester,15,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,399
E08000003,Manchester,15,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,1
E08000003,Manchester,15,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,6
E08000003,Manchester,15,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,17
E08000003,Manchester,15,Aged 75 to 79 years,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,13
E08000003,Manchester,15,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E08000003,Manchester,15,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,2
E08000003,Manchester,15,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000003,Manchester,15,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,0
E08000003,Manchester,15,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000003,Manchester,15,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,49
E08000003,Manchester,15,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,0
E08000003,Manchester,15,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,0
E08000003,Manchester,15,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,2
E08000003,Manchester,15,Aged 75 to 79 years,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,0
E08000003,Manchester,15,Aged 75 to 79 years,4,White,-8,Does not apply,0
E08000003,Manchester,15,Aged 75 to 79 years,4,White,1,Economically active (excluding full-time students): In employment,278
E08000003,Manchester,15,Aged 75 to 79 years,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,4
E08000003,Manchester,15,Aged 75 to 79 years,4,White,3,Economically active and a full-time student: In employment,0
E08000003,Manchester,15,Aged 75 to 79 years,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000003,Manchester,15,Aged 75 to 79 years,4,White,5,Economically inactive: Retired,6885
E08000003,Manchester,15,Aged 75 to 79 years,4,White,6,Economically inactive: Student,9
E08000003,Manchester,15,Aged 75 to 79 years,4,White,7,Economically inactive: Looking after home or family,54
E08000003,Manchester,15,Aged 75 to 79 years,4,White,8,Economically inactive: Long-term sick or disabled,217
E08000003,Manchester,15,Aged 75 to 79 years,4,White,9,Economically inactive: Other,53
E08000003,Manchester,15,Aged 75 to 79 years,5,Other ethnic group,-8,Does not apply,0
E08000003,Manchester,15,Aged 75 to 79 years,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,6
E08000003,Manchester,15,Aged 75 to 79 years,5,Other ethnic group,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000003,Manchester,15,Aged 75 to 79 years,5,Other ethnic group,3,Economically active and a full-time student: In employment,0
E08000003,Manchester,15,Aged 75 to 79 years,5,Other ethnic group,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000003,Manchester,15,Aged 75 to 79 years,5,Other ethnic group,5,Economically inactive: Retired,85
E08000003,Manchester,15,Aged 75 to 79 years,5,Other ethnic group,6,Economically inactive: Student,1
E08000003,Manchester,15,Aged 75 to 79 years,5,Other ethnic group,7,Economically inactive: Looking after home or family,4
E08000003,Manchester,15,Aged 75 to 79 years,5,Other ethnic group,8,Economically inactive: Long-term sick or disabled,4
E08000003,Manchester,15,Aged 75 to 79 years,5,Other ethnic group,9,Economically inactive: Other,11
E08000003,Manchester,16,Aged 80 to 84 years,-8,Does not apply,-8,Does not apply,0
E08000003,Manchester,16,Aged 80 to 84 years,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E08000003,Manchester,16,Aged 80 to 84 years,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000003,Manchester,16,Aged 80 to 84 years,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E08000003,Manchester,16,Aged 80 to 84 years,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000003,Manchester,16,Aged 80 to 84 years,-8,Does not apply,5,Economically inactive: Retired,0
E08000003,Manchester,16,Aged 80 to 84 years,-8,Does not apply,6,Economically inactive: Student,0
E08000003,Manchester,16,Aged 80 to 84 years,-8,Does not apply,7,Economically inactive: Looking after home or family,0
E08000003,Manchester,16,Aged 80 to 84 years,-8,Does not apply,8,Economically inactive: Long-term sick or disabled,0
E08000003,Manchester,16,Aged 80 to 84 years,-8,Does not apply,9,Economically inactive: Other,0
E08000003,Manchester,16,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E08000003,Manchester,16,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",1,Economically active (excluding full-time students): In employment,14
E08000003,Manchester,16,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000003,Manchester,16,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",3,Economically active and a full-time student: In employment,0
E08000003,Manchester,16,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000003,Manchester,16,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",5,Economically inactive: Retired,591
E08000003,Manchester,16,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,3
E08000003,Manchester,16,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,24
E08000003,Manchester,16,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,58
E08000003,Manchester,16,Aged 80 to 84 years,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,37
E08000003,Manchester,16,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E08000003,Manchester,16,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,5
E08000003,Manchester,16,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000003,Manchester,16,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,0
E08000003,Manchester,16,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000003,Manchester,16,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,417
E08000003,Manchester,16,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,1
E08000003,Manchester,16,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,10
E08000003,Manchester,16,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,22
E08000003,Manchester,16,Aged 80 to 84 years,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,14
E08000003,Manchester,16,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E08000003,Manchester,16,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,1
E08000003,Manchester,16,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000003,Manchester,16,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,0
E08000003,Manchester,16,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E08000003,Manchester,16,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,40
E08000003,Manchester,16,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,0
E08000003,Manchester,16,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,0
E08000003,Manchester,16,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,2
E08000003,Manchester,16,Aged 80 to 84 years,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,1
E08000003,Manchester,16,Aged 80 to 84 years,4,White,-8,Does not apply,0
E08000003,Manchester,16,Aged 80 to 84 years,4,White,1,Economically active (excluding full-time students): In employment,101
E08000003,Manchester,16,Aged 80 to 84 years,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2
E08000003,Manchester,16,Aged 80 to 84 years,4,White,3,Economically active and a full-time student: In employment,0
E08000003,Manchester,16,Aged 80 to 84 years,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
